index,ppt,trial,stimulus_left,stimulus_right,reward_left,reward_right,responses,feedback
768,9,1,2,3,1,0,1,1
769,9,2,2,3,1,0,2,0
770,9,3,2,1,0,1,1,0
771,9,4,2,1,0,1,1,0
772,9,5,4,3,0,0,1,0
773,9,6,4,3,0,0,1,0
774,9,7,3,4,1,1,1,1
775,9,8,3,4,0,1,1,0
776,9,9,3,1,0,0,1,0
777,9,10,3,1,0,0,2,0
778,9,11,1,2,0,0,2,0
779,9,12,3,4,1,0,2,0
780,9,13,4,2,0,1,2,1
781,9,14,2,4,0,1,1,0
782,9,15,4,1,1,0,2,0
783,9,16,4,1,1,0,2,0
784,9,17,3,4,1,1,1,1
785,9,18,1,2,0,1,1,0
786,9,19,2,4,0,1,1,0
787,9,20,4,1,1,0,1,1
788,9,21,3,4,0,1,1,0
789,9,22,1,2,0,0,1,0
790,9,23,2,1,1,0,2,0
791,9,24,3,1,0,0,1,0
792,9,25,1,4,1,1,1,1
793,9,26,1,3,1,0,1,1
794,9,27,1,3,0,1,2,1
795,9,28,3,4,1,0,2,0
796,9,29,1,4,0,1,2,1
797,9,30,1,3,1,0,2,0
798,9,31,2,1,0,0,1,0
799,9,32,1,4,0,1,1,0
800,9,33,1,3,0,1,1,0
801,9,34,4,1,1,0,1,1
802,9,35,4,3,1,1,1,1
803,9,36,3,2,1,0,1,1
804,9,37,2,1,0,0,1,0
805,9,38,1,2,0,0,2,0
806,9,39,3,1,1,0,2,0
807,9,40,4,1,1,0,1,1
808,9,41,2,1,0,0,2,0
809,9,42,3,2,0,0,1,0
810,9,43,1,3,1,1,1,1
811,9,44,2,3,1,1,2,1
812,9,45,3,2,0,0,1,0
813,9,46,1,4,0,1,1,0
814,9,47,2,3,1,1,2,1
815,9,48,2,4,0,1,2,1
816,9,49,4,3,1,1,2,1
817,9,50,3,2,0,0,1,0
818,9,51,2,3,1,1,2,1
819,9,52,2,1,1,0,2,0
820,9,53,4,1,1,0,2,0
821,9,54,1,3,0,0,1,0
822,9,55,1,4,0,1,1,0
823,9,56,4,2,1,1,1,1
824,9,57,1,4,1,1,1,1
825,9,58,1,2,0,1,1,0
826,9,59,4,2,1,0,1,1
827,9,60,3,4,1,1,2,1
828,9,61,4,2,1,0,1,1
829,9,62,2,4,0,1,2,1
830,9,63,1,4,1,1,2,1
831,9,64,1,3,1,1,1,1
832,9,65,1,2,0,0,1,0
833,9,66,3,2,1,1,2,1
834,9,67,2,4,0,1,1,0
835,9,68,3,1,1,0,1,1
836,9,69,2,4,0,1,2,1
837,9,70,3,1,1,0,2,0
838,9,71,4,2,0,1,1,0
839,9,72,2,3,1,1,2,1
840,9,73,2,3,0,1,2,1
841,9,74,4,1,1,0,1,1
842,9,75,1,2,0,0,2,0
843,9,76,2,4,1,1,2,1
844,9,77,3,4,1,1,2,1
845,9,78,2,3,0,1,2,1
846,9,79,2,1,0,0,2,0
847,9,80,3,1,0,0,1,0
848,9,81,2,4,1,1,2,1
849,9,82,3,2,1,1,1,1
850,9,83,4,3,1,0,1,1
851,9,84,4,2,1,1,1,1
852,9,85,4,2,0,1,1,0
853,9,86,1,3,0,0,1,0
854,9,87,1,2,0,0,2,0
855,9,88,4,1,1,0,1,1
856,9,89,3,2,1,0,1,1
857,9,90,3,2,0,0,1,0
858,9,91,4,3,1,0,1,1
859,9,92,4,3,0,1,1,0
860,9,93,4,3,0,1,1,0
861,9,94,3,1,1,0,1,1
862,9,95,1,4,1,1,2,1
863,9,96,4,2,0,1,1,0
864,10,1,4,1,1,0,1,1
865,10,2,1,2,0,0,2,0
866,10,3,4,1,1,0,1,1
867,10,4,2,1,0,1,2,1
868,10,5,1,2,0,0,1,0
869,10,6,2,3,0,1,2,1
870,10,7,1,3,0,0,1,0
871,10,8,2,1,0,1,2,1
872,10,9,3,4,1,0,2,0
873,10,10,2,3,0,1,2,1
874,10,11,2,4,0,0,2,0
875,10,12,1,4,0,1,1,0
876,10,13,2,4,0,1,2,1
877,10,14,2,4,1,1,1,1
878,10,15,1,3,0,1,1,0
879,10,16,2,1,1,0,2,0
880,10,17,3,1,0,0,1,0
881,10,18,4,2,0,1,1,0
882,10,19,4,3,1,1,2,1
883,10,20,3,4,0,0,1,0
884,10,21,3,2,1,1,2,1
885,10,22,4,3,1,0,1,1
886,10,23,1,3,0,0,2,0
887,10,24,4,2,0,1,1,0
888,10,25,3,2,1,0,1,1
889,10,26,4,2,1,0,1,1
890,10,27,3,1,0,0,2,0
891,10,28,2,3,1,1,1,1
892,10,29,2,3,1,1,1,1
893,10,30,2,1,1,1,1,1
894,10,31,4,3,1,0,1,1
895,10,32,3,4,1,1,2,1
896,10,33,3,4,1,1,1,1
897,10,34,1,2,0,0,2,0
898,10,35,4,3,1,1,1,1
899,10,36,3,4,0,1,1,0
900,10,37,3,1,1,0,1,1
901,10,38,2,3,0,1,2,1
902,10,39,1,4,0,1,1,0
903,10,40,3,2,1,0,2,0
904,10,41,3,2,0,1,1,0
905,10,42,4,2,1,0,1,1
906,10,43,4,1,1,1,1,1
907,10,44,1,3,0,1,1,0
908,10,45,2,3,0,1,1,0
909,10,46,1,4,1,1,2,1
910,10,47,1,4,1,1,2,1
911,10,48,3,1,1,0,1,1
912,10,49,4,2,1,1,1,1
913,10,50,1,3,0,1,2,1
914,10,51,2,1,1,0,1,1
915,10,52,3,4,1,0,2,0
916,10,53,4,2,1,0,1,1
917,10,54,3,4,0,1,2,1
918,10,55,2,4,0,1,1,0
919,10,56,2,4,1,1,2,1
920,10,57,1,2,0,1,1,0
921,10,58,4,3,1,0,1,1
922,10,59,2,4,0,0,2,0
923,10,60,4,1,0,0,1,0
924,10,61,1,2,0,0,2,0
925,10,62,1,4,1,1,1,1
926,10,63,2,4,0,1,1,0
927,10,64,2,1,0,0,2,0
928,10,65,1,2,0,1,2,1
929,10,66,2,1,0,0,1,0
930,10,67,4,1,1,0,1,1
931,10,68,4,1,0,0,2,0
932,10,69,3,2,0,0,1,0
933,10,70,3,2,0,0,2,0
934,10,71,3,4,0,0,2,0
935,10,72,3,2,0,1,1,0
936,10,73,3,1,1,0,2,0
937,10,74,3,1,1,0,2,0
938,10,75,1,4,0,1,2,1
939,10,76,2,4,0,1,2,1
940,10,77,4,3,1,0,2,0
941,10,78,1,2,0,0,2,0
942,10,79,4,2,1,0,2,0
943,10,80,1,3,0,0,2,0
944,10,81,4,1,1,0,1,1
945,10,82,3,2,1,1,2,1
946,10,83,3,1,1,0,1,1
947,10,84,1,3,0,1,1,0
948,10,85,2,3,1,1,2,1
949,10,86,1,4,1,1,1,1
950,10,87,4,1,1,1,2,1
951,10,88,4,3,1,0,1,1
952,10,89,3,1,1,0,2,0
953,10,90,4,3,1,0,1,1
954,10,91,2,1,1,1,2,1
955,10,92,1,2,0,0,1,0
956,10,93,2,3,1,1,2,1
957,10,94,1,4,0,1,2,1
958,10,95,1,3,0,0,1,0
959,10,96,4,2,1,1,2,1
960,11,1,4,1,1,0,1,1
961,11,2,4,1,1,0,1,1
962,11,3,4,1,1,0,2,0
963,11,4,2,1,0,0,1,0
964,11,5,4,1,1,0,1,1
965,11,6,4,1,1,0,1,1
966,11,7,1,4,0,1,2,1
967,11,8,3,1,1,1,1,1
968,11,9,1,2,1,1,2,1
969,11,10,3,2,0,1,2,1
970,11,11,2,1,0,0,2,0
971,11,12,2,4,1,1,2,1
972,11,13,2,3,1,1,1,1
973,11,14,2,1,0,0,1,0
974,11,15,4,3,0,1,1,0
975,11,16,4,2,1,1,1,1
976,11,17,1,4,0,1,2,1
977,11,18,4,2,1,1,1,1
978,11,19,2,1,0,0,1,0
979,11,20,4,1,1,0,1,1
980,11,21,1,4,0,0,2,0
981,11,22,1,2,0,1,2,1
982,11,23,4,2,1,1,1,1
983,11,24,3,1,1,1,1,1
984,11,25,1,3,0,1,2,1
985,11,26,2,1,0,0,1,0
986,11,27,3,1,1,0,1,1
987,11,28,1,2,0,0,2,0
988,11,29,1,4,0,0,2,0
989,11,30,3,2,0,0,2,0
990,11,31,2,3,0,0,2,0
991,11,32,4,2,1,0,1,1
992,11,33,4,3,0,0,1,0
993,11,34,2,1,0,0,2,0
994,11,35,1,4,0,1,2,1
995,11,36,2,1,0,0,1,0
996,11,37,1,2,0,0,2,0
997,11,38,4,3,0,1,1,0
998,11,39,1,3,1,0,1,1
999,11,40,2,4,1,1,1,1
1000,11,41,4,1,0,1,2,1
1001,11,42,3,2,0,0,1,0
1002,11,43,2,4,0,1,1,0
1003,11,44,2,3,0,0,2,0
1004,11,45,1,2,0,1,1,0
1005,11,46,2,1,0,0,1,0
1006,11,47,2,3,1,0,1,1
1007,11,48,3,4,1,1,2,1
1008,11,49,3,4,0,1,2,1
1009,11,50,1,3,0,1,2,1
1010,11,51,4,1,0,1,1,0
1011,11,52,2,3,1,0,2,0
1012,11,53,1,3,0,0,1,0
1013,11,54,4,3,1,1,1,1
1014,11,55,1,4,0,1,2,1
1015,11,56,3,1,1,0,2,0
1016,11,57,4,2,1,1,1,1
1017,11,58,3,4,1,1,2,1
1018,11,59,3,4,0,1,2,1
1019,11,60,4,3,0,1,1,0
1020,11,61,3,1,1,0,1,1
1021,11,62,3,2,1,0,1,1
1022,11,63,4,2,1,0,1,1
1023,11,64,1,2,1,1,2,1
1024,11,65,1,2,0,1,2,1
1025,11,66,3,2,1,0,2,0
1026,11,67,1,3,0,1,2,1
1027,11,68,3,4,1,1,2,1
1028,11,69,2,4,1,1,2,1
1029,11,70,4,3,1,1,1,1
1030,11,71,1,3,0,0,2,0
1031,11,72,3,2,0,1,1,0
1032,11,73,2,4,0,1,2,1
1033,11,74,2,3,0,0,1,0
1034,11,75,4,3,0,1,1,0
1035,11,76,2,3,1,1,1,1
1036,11,77,3,4,0,1,2,1
1037,11,78,3,2,1,0,1,1
1038,11,79,1,2,0,1,2,1
1039,11,80,2,4,0,1,2,1
1040,11,81,4,2,1,0,1,1
1041,11,82,1,3,1,0,2,0
1042,11,83,2,4,0,1,2,1
1043,11,84,3,4,0,1,2,1
1044,11,85,1,3,0,1,2,1
1045,11,86,3,1,1,0,1,1
1046,11,87,2,3,0,0,1,0
1047,11,88,3,1,1,0,1,1
1048,11,89,3,4,1,1,2,1
1049,11,90,3,2,1,0,2,0
1050,11,91,1,4,1,1,2,1
1051,11,92,3,1,1,0,1,1
1052,11,93,1,4,1,1,2,1
1053,11,94,2,4,1,1,2,1
1054,11,95,4,3,0,0,1,0
1055,11,96,4,2,1,0,1,1
1056,12,1,4,2,1,0,2,0
1057,12,2,4,2,1,0,2,0
1058,12,3,2,4,1,1,2,1
1059,12,4,2,4,1,1,2,1
1060,12,5,1,4,0,1,1,0
1061,12,6,4,3,0,0,1,0
1062,12,7,2,4,0,1,2,1
1063,12,8,1,4,0,1,2,1
1064,12,9,4,1,1,0,1,1
1065,12,10,1,3,0,1,2,1
1066,12,11,1,4,0,1,2,1
1067,12,12,2,4,0,1,2,1
1068,12,13,4,3,0,0,1,0
1069,12,14,3,1,0,0,1,0
1070,12,15,3,1,0,1,1,0
1071,12,16,2,1,0,1,2,1
1072,12,17,1,3,0,1,1,0
1073,12,18,3,4,0,1,2,1
1074,12,19,3,2,0,1,2,1
1075,12,20,3,4,1,1,2,1
1076,12,21,3,2,1,0,2,0
1077,12,22,1,3,0,1,1,0
1078,12,23,1,2,0,1,1,0
1079,12,24,1,3,0,1,2,1
1080,12,25,4,2,1,1,2,1
1081,12,26,2,4,1,1,2,1
1082,12,27,4,3,1,1,1,1
1083,12,28,1,3,0,1,2,1
1084,12,29,2,1,1,0,2,0
1085,12,30,2,3,0,1,1,0
1086,12,31,4,3,1,1,1,1
1087,12,32,1,3,0,1,2,1
1088,12,33,3,2,1,0,2,0
1089,12,34,2,1,0,1,2,1
1090,12,35,2,1,1,0,1,1
1091,12,36,2,1,0,0,2,0
1092,12,37,2,3,0,1,1,0
1093,12,38,2,3,0,1,2,1
1094,12,39,2,1,1,0,2,0
1095,12,40,1,2,0,1,1,0
1096,12,41,4,3,1,0,1,1
1097,12,42,4,2,1,1,1,1
1098,12,43,1,2,0,0,1,0
1099,12,44,2,3,0,1,2,1
1100,12,45,1,3,1,1,2,1
1101,12,46,4,1,0,0,1,0
1102,12,47,4,2,1,1,1,1
1103,12,48,2,4,0,1,2,1
1104,12,49,4,1,0,0,1,0
1105,12,50,1,2,0,0,1,0
1106,12,51,2,3,0,1,2,1
1107,12,52,3,2,0,1,2,1
1108,12,53,3,1,1,0,2,0
1109,12,54,3,4,0,0,1,0
1110,12,55,1,2,1,0,2,0
1111,12,56,2,4,1,1,2,1
1112,12,57,1,4,0,1,2,1
1113,12,58,1,3,1,1,2,1
1114,12,59,2,3,0,1,2,1
1115,12,60,3,1,0,1,1,0
1116,12,61,3,4,0,1,2,1
1117,12,62,3,2,1,0,1,1
1118,12,63,4,3,0,1,1,0
1119,12,64,4,2,1,1,1,1
1120,12,65,4,3,1,0,2,0
1121,12,66,3,2,1,0,2,0
1122,12,67,3,1,0,0,1,0
1123,12,68,4,1,1,0,1,1
1124,12,69,2,4,0,1,2,1
1125,12,70,1,2,0,0,1,0
1126,12,71,2,1,0,0,1,0
1127,12,72,4,1,1,0,1,1
1128,12,73,3,4,0,1,2,1
1129,12,74,3,2,0,1,2,1
1130,12,75,3,4,1,1,2,1
1131,12,76,1,4,0,1,1,0
1132,12,77,1,2,0,0,2,0
1133,12,78,4,1,0,0,1,0
1134,12,79,3,1,1,0,1,1
1135,12,80,2,3,0,1,2,1
1136,12,81,1,2,1,0,2,0
1137,12,82,3,1,0,0,2,0
1138,12,83,3,1,0,0,1,0
1139,12,84,4,1,0,0,2,0
1140,12,85,4,1,1,0,1,1
1141,12,86,3,4,0,1,2,1
1142,12,87,1,4,1,1,2,1
1143,12,88,2,3,0,1,1,0
1144,12,89,3,2,0,1,1,0
1145,12,90,3,4,0,0,2,0
1146,12,91,4,2,1,1,1,1
1147,12,92,4,3,0,1,1,0
1148,12,93,2,1,1,0,2,0
1149,12,94,1,4,0,1,2,1
1150,12,95,1,4,1,1,2,1
1151,12,96,4,2,1,1,1,1
1152,13,1,2,1,0,0,1,0
1153,13,2,2,1,0,0,1,0
1154,13,3,3,4,1,1,1,1
1155,13,4,1,3,1,1,2,1
1156,13,5,2,3,1,1,2,1
1157,13,6,3,4,1,1,1,1
1158,13,7,1,3,0,0,2,0
1159,13,8,1,3,1,1,1,1
1160,13,9,1,3,0,0,1,0
1161,13,10,3,1,1,0,1,1
1162,13,11,4,2,1,0,1,1
1163,13,12,4,3,1,0,1,1
1164,13,13,3,4,0,1,2,1
1165,13,14,2,1,0,0,2,0
1166,13,15,4,2,1,0,1,1
1167,13,16,3,2,0,0,1,0
1168,13,17,3,1,1,0,2,0
1169,13,18,4,3,1,1,1,1
1170,13,19,2,4,0,1,2,1
1171,13,20,4,2,1,0,1,1
1172,13,21,1,4,1,1,2,1
1173,13,22,3,2,1,0,2,0
1174,13,23,2,4,0,1,2,1
1175,13,24,1,4,0,0,2,0
1176,13,25,3,2,0,0,1,0
1177,13,26,2,3,1,0,1,1
1178,13,27,4,2,1,0,1,1
1179,13,28,4,1,1,0,1,1
1180,13,29,1,4,0,0,2,0
1181,13,30,2,3,0,0,2,0
1182,13,31,2,3,0,0,1,0
1183,13,32,1,4,0,1,1,0
1184,13,33,4,3,1,1,2,1
1185,13,34,2,4,1,1,2,1
1186,13,35,4,2,1,0,1,1
1187,13,36,3,4,0,1,1,0
1188,13,37,2,3,0,0,2,0
1189,13,38,3,2,1,0,2,0
1190,13,39,4,1,0,1,2,1
1191,13,40,1,2,1,1,1,1
1192,13,41,2,1,1,0,2,0
1193,13,42,1,4,1,1,1,1
1194,13,43,3,2,1,1,2,1
1195,13,44,3,1,0,0,1,0
1196,13,45,3,4,0,0,1,0
1197,13,46,2,4,0,1,2,1
1198,13,47,4,1,1,0,1,1
1199,13,48,3,4,1,1,2,1
1200,13,49,1,3,0,0,1,0
1201,13,50,3,1,0,0,1,0
1202,13,51,4,1,1,0,2,0
1203,13,52,4,2,1,0,1,1
1204,13,53,1,4,1,0,2,0
1205,13,54,1,2,1,1,1,1
1206,13,55,4,1,0,1,1,0
1207,13,56,2,1,1,0,2,0
1208,13,57,2,1,0,0,2,0
1209,13,58,3,1,1,0,2,0
1210,13,59,4,1,1,0,1,1
1211,13,60,1,3,0,1,1,0
1212,13,61,3,1,1,0,1,1
1213,13,62,1,2,0,1,1,0
1214,13,63,1,2,0,1,1,0
1215,13,64,3,4,0,0,2,0
1216,13,65,1,3,0,0,1,0
1217,13,66,2,4,0,1,2,1
1218,13,67,4,3,0,1,2,1
1219,13,68,3,4,1,1,2,1
1220,13,69,4,3,1,1,1,1
1221,13,70,1,3,0,1,2,1
1222,13,71,2,4,1,1,1,1
1223,13,72,4,3,1,1,2,1
1224,13,73,1,2,0,1,2,1
1225,13,74,2,4,0,1,1,0
1226,13,75,2,1,0,0,2,0
1227,13,76,4,1,1,0,2,0
1228,13,77,4,2,1,0,1,1
1229,13,78,2,3,0,0,1,0
1230,13,79,2,3,1,1,1,1
1231,13,80,3,1,1,0,2,0
1232,13,81,1,4,1,0,1,1
1233,13,82,4,3,1,0,1,1
1234,13,83,4,2,1,0,1,1
1235,13,84,2,1,0,0,1,0
1236,13,85,1,2,0,1,1,0
1237,13,86,1,2,0,1,1,0
1238,13,87,1,4,0,1,1,0
1239,13,88,3,2,1,1,1,1
1240,13,89,4,1,1,0,1,1
1241,13,90,3,1,1,0,1,1
1242,13,91,3,2,1,1,2,1
1243,13,92,2,3,1,0,1,1
1244,13,93,3,2,1,1,2,1
1245,13,94,1,2,0,1,2,1
1246,13,95,2,4,0,1,2,1
1247,13,96,4,3,0,1,1,0
1248,14,1,2,1,1,0,2,0
1249,14,2,4,1,1,0,1,1
1250,14,3,4,1,1,1,1,1
1251,14,4,4,1,1,1,1,1
1252,14,5,3,2,1,1,2,1
1253,14,6,2,1,1,0,1,1
1254,14,7,4,1,1,0,2,0
1255,14,8,4,1,1,1,1,1
1256,14,9,1,2,0,0,2,0
1257,14,10,4,2,1,0,1,1
1258,14,11,1,3,0,0,2,0
1259,14,12,3,1,1,0,1,1
1260,14,13,2,3,0,1,1,0
1261,14,14,2,3,1,0,1,1
1262,14,15,2,1,1,0,2,0
1263,14,16,4,2,0,0,1,0
1264,14,17,1,4,0,1,2,1
1265,14,18,2,4,0,1,2,1
1266,14,19,3,2,0,1,1,0
1267,14,20,4,2,1,0,1,1
1268,14,21,1,4,0,1,2,1
1269,14,22,2,4,0,1,2,1
1270,14,23,1,3,0,0,2,0
1271,14,24,3,4,1,0,2,0
1272,14,25,3,1,0,0,1,0
1273,14,26,2,1,0,1,1,0
1274,14,27,1,4,0,1,2,1
1275,14,28,3,4,0,1,2,1
1276,14,29,2,4,0,1,2,1
1277,14,30,4,1,1,0,1,1
1278,14,31,3,2,0,1,1,0
1279,14,32,4,2,1,0,1,1
1280,14,33,3,1,1,0,2,0
1281,14,34,2,4,0,1,2,1
1282,14,35,4,3,1,1,1,1
1283,14,36,3,4,1,1,2,1
1284,14,37,2,4,0,1,2,1
1285,14,38,3,4,1,0,2,0
1286,14,39,4,3,1,1,1,1
1287,14,40,4,3,0,1,1,0
1288,14,41,1,3,0,0,2,0
1289,14,42,3,4,1,0,2,0
1290,14,43,4,2,1,0,1,1
1291,14,44,4,3,0,0,1,0
1292,14,45,4,3,1,1,1,1
1293,14,46,1,3,0,0,2,0
1294,14,47,2,4,0,1,2,1
1295,14,48,1,2,0,1,1,0
1296,14,49,1,4,1,1,2,1
1297,14,50,2,4,0,1,2,1
1298,14,51,3,1,0,0,1,0
1299,14,52,1,2,1,0,2,0
1300,14,53,4,3,1,1,1,1
1301,14,54,1,2,0,0,1,0
1302,14,55,4,2,1,1,1,1
1303,14,56,3,4,1,1,2,1
1304,14,57,2,3,1,0,1,1
1305,14,58,1,4,0,1,2,1
1306,14,59,2,1,1,0,1,1
1307,14,60,4,1,1,1,1,1
1308,14,61,3,4,1,0,2,0
1309,14,62,3,2,1,1,2,1
1310,14,63,1,4,0,1,2,1
1311,14,64,3,1,1,0,1,1
1312,14,65,1,3,0,0,2,0
1313,14,66,3,1,1,0,1,1
1314,14,67,2,3,0,1,1,0
1315,14,68,2,3,0,1,1,0
1316,14,69,1,2,0,0,2,0
1317,14,70,2,3,0,1,1,0
1318,14,71,1,4,0,1,2,1
1319,14,72,2,1,0,1,2,1
1320,14,73,3,2,0,1,1,0
1321,14,74,1,2,1,0,2,0
1322,14,75,2,3,1,0,1,1
1323,14,76,1,3,0,1,1,0
1324,14,77,2,3,1,0,2,0
1325,14,78,4,2,0,0,1,0
1326,14,79,1,2,0,0,2,0
1327,14,80,4,3,0,1,1,0
1328,14,81,3,2,1,0,2,0
1329,14,82,4,3,0,0,1,0
1330,14,83,3,1,1,0,1,1
1331,14,84,1,3,0,1,2,1
1332,14,85,2,4,0,1,2,1
1333,14,86,4,2,1,1,1,1
1334,14,87,3,4,0,1,2,1
1335,14,88,3,1,1,0,1,1
1336,14,89,1,2,0,1,1,0
1337,14,90,2,1,1,0,1,1
1338,14,91,3,2,1,0,1,1
1339,14,92,4,1,1,0,1,1
1340,14,93,1,3,0,0,2,0
1341,14,94,1,4,1,1,2,1
1342,14,95,2,1,1,0,2,0
1343,14,96,3,2,0,1,2,1
1344,15,1,3,1,1,0,2,0
1345,15,2,3,1,1,0,1,1
1346,15,3,2,3,1,0,1,1
1347,15,4,2,3,0,0,1,0
1348,15,5,2,1,1,0,2,0
1349,15,6,1,2,0,0,2,0
1350,15,7,2,3,1,0,1,1
1351,15,8,2,3,0,0,1,0
1352,15,9,2,4,1,1,1,1
1353,15,10,1,2,0,0,2,0
1354,15,11,1,4,0,1,2,1
1355,15,12,4,1,1,1,1,1
1356,15,13,4,3,1,0,1,1
1357,15,14,2,4,1,1,1,1
1358,15,15,4,1,0,0,2,0
1359,15,16,4,2,1,1,2,1
1360,15,17,1,4,0,1,2,1
1361,15,18,1,2,0,0,2,0
1362,15,19,3,2,1,1,1,1
1363,15,20,4,2,1,1,1,1
1364,15,21,3,4,1,0,1,1
1365,15,22,2,1,1,0,2,0
1366,15,23,1,2,0,0,1,0
1367,15,24,2,3,0,1,1,0
1368,15,25,4,1,1,0,1,1
1369,15,26,4,2,0,0,2,0
1370,15,27,3,1,1,1,2,1
1371,15,28,1,4,0,1,1,0
1372,15,29,1,3,0,1,2,1
1373,15,30,2,4,0,1,2,1
1374,15,31,1,3,1,1,2,1
1375,15,32,3,4,0,0,1,0
1376,15,33,3,2,1,0,1,1
1377,15,34,3,2,1,1,2,1
1378,15,35,4,3,1,0,2,0
1379,15,36,4,2,1,0,1,1
1380,15,37,1,4,1,1,2,1
1381,15,38,1,3,1,1,2,1
1382,15,39,4,1,1,0,2,0
1383,15,40,3,1,1,0,1,1
1384,15,41,4,2,0,0,1,0
1385,15,42,4,2,1,0,2,0
1386,15,43,3,4,0,0,1,0
1387,15,44,2,3,0,0,1,0
1388,15,45,2,1,0,0,1,0
1389,15,46,1,2,1,0,2,0
1390,15,47,1,3,0,1,2,1
1391,15,48,2,1,1,0,1,1
1392,15,49,2,1,0,0,1,0
1393,15,50,2,3,0,1,2,1
1394,15,51,3,1,1,1,2,1
1395,15,52,4,1,1,0,2,0
1396,15,53,1,3,0,1,2,1
1397,15,54,1,4,0,1,2,1
1398,15,55,4,1,1,0,1,1
1399,15,56,3,4,1,0,2,0
1400,15,57,3,4,1,1,1,1
1401,15,58,4,1,0,0,1,0
1402,15,59,1,2,1,0,2,0
1403,15,60,3,1,0,0,1,0
1404,15,61,4,3,1,0,1,1
1405,15,62,3,2,0,0,1,0
1406,15,63,3,2,1,1,1,1
1407,15,64,3,2,1,0,2,0
1408,15,65,1,4,0,1,1,0
1409,15,66,3,4,0,1,2,1
1410,15,67,4,2,1,1,1,1
1411,15,68,1,3,0,1,2,1
1412,15,69,3,4,1,1,2,1
1413,15,70,3,2,0,0,1,0
1414,15,71,2,4,1,1,2,1
1415,15,72,2,1,0,0,2,0
1416,15,73,1,2,0,0,1,0
1417,15,74,4,1,1,1,1,1
1418,15,75,2,1,1,0,2,0
1419,15,76,4,2,1,1,1,1
1420,15,77,2,4,0,1,2,1
1421,15,78,1,4,1,1,2,1
1422,15,79,2,4,1,1,1,1
1423,15,80,1,2,0,0,2,0
1424,15,81,4,3,0,0,2,0
1425,15,82,2,4,1,1,2,1
1426,15,83,2,3,0,0,2,0
1427,15,84,1,3,0,1,2,1
1428,15,85,3,1,1,0,1,1
1429,15,86,4,3,0,0,1,0
1430,15,87,4,3,1,0,2,0
1431,15,88,2,1,0,0,1,0
1432,15,89,3,1,0,0,1,0
1433,15,90,1,4,0,1,2,1
1434,15,91,3,4,0,1,2,1
1435,15,92,2,4,1,1,2,1
1436,15,93,3,2,1,1,1,1
1437,15,94,4,3,1,1,1,1
1438,15,95,1,3,0,1,1,0
1439,15,96,4,3,1,1,2,1
1440,16,1,1,4,0,1,2,1
1441,16,2,3,2,0,1,1,0
1442,16,3,1,4,0,1,2,1
1443,16,4,3,4,1,1,2,1
1444,16,5,3,2,0,1,1,0
1445,16,6,3,4,1,1,2,1
1446,16,7,4,2,1,1,1,1
1447,16,8,2,4,0,1,2,1
1448,16,9,3,1,1,0,2,0
1449,16,10,1,3,1,0,2,0
1450,16,11,2,4,1,1,2,1
1451,16,12,2,3,0,0,2,0
1452,16,13,4,2,1,0,2,0
1453,16,14,3,1,1,0,1,1
1454,16,15,2,3,0,0,2,0
1455,16,16,2,1,0,0,1,0
1456,16,17,1,3,0,1,2,1
1457,16,18,2,3,1,0,2,0
1458,16,19,3,2,1,1,2,1
1459,16,20,3,1,1,0,2,0
1460,16,21,2,1,0,0,1,0
1461,16,22,4,3,0,1,1,0
1462,16,23,4,2,1,1,2,1
1463,16,24,4,1,1,0,1,1
1464,16,25,1,2,0,0,2,0
1465,16,26,3,4,1,1,2,1
1466,16,27,2,4,0,1,2,1
1467,16,28,4,3,1,1,1,1
1468,16,29,2,1,0,0,1,0
1469,16,30,1,2,0,0,1,0
1470,16,31,4,1,1,0,2,0
1471,16,32,4,3,0,1,1,0
1472,16,33,3,4,1,1,2,1
1473,16,34,1,2,0,0,2,0
1474,16,35,2,3,0,0,2,0
1475,16,36,2,1,1,0,2,0
1476,16,37,3,1,0,0,2,0
1477,16,38,2,1,1,0,2,0
1478,16,39,1,3,1,0,1,1
1479,16,40,4,1,1,0,2,0
1480,16,41,1,2,1,0,1,1
1481,16,42,2,1,1,0,2,0
1482,16,43,4,2,1,0,1,1
1483,16,44,1,4,0,1,1,0
1484,16,45,4,3,0,1,1,0
1485,16,46,4,2,1,0,1,1
1486,16,47,4,2,1,1,1,1
1487,16,48,2,1,1,0,2,0
1488,16,49,3,4,0,0,2,0
1489,16,50,2,4,0,1,2,1
1490,16,51,4,2,1,0,1,1
1491,16,52,1,3,1,0,1,1
1492,16,53,3,2,1,1,1,1
1493,16,54,4,3,1,1,1,1
1494,16,55,1,4,1,0,2,0
1495,16,56,4,1,1,0,2,0
1496,16,57,2,1,0,0,2,0
1497,16,58,1,4,0,1,2,1
1498,16,59,2,3,0,1,2,1
1499,16,60,3,1,1,0,1,1
1500,16,61,1,2,1,0,1,1
1501,16,62,2,3,1,0,2,0
1502,16,63,4,2,1,1,1,1
1503,16,64,1,3,1,0,1,1
1504,16,65,4,1,1,0,1,1
1505,16,66,2,4,0,1,1,0
1506,16,67,2,3,0,1,1,0
1507,16,68,4,3,1,0,1,1
1508,16,69,3,1,0,0,2,0
1509,16,70,2,4,0,0,2,0
1510,16,71,2,4,1,1,2,1
1511,16,72,3,2,1,1,2,1
1512,16,73,2,4,0,0,2,0
1513,16,74,1,3,1,0,2,0
