index,ppt,trial,stimulus_left,stimulus_right,reward_left,reward_right,responses,feedback
1514,16,75,1,3,0,1,2,1
1515,16,76,1,4,1,0,2,0
1516,16,77,3,2,1,1,2,1
1517,16,78,3,2,1,1,1,1
1518,16,79,4,1,1,0,2,0
1519,16,80,1,3,1,0,1,1
1520,16,81,1,2,0,0,2,0
1521,16,82,3,4,1,1,2,1
1522,16,83,4,3,0,1,2,1
1523,16,84,1,4,0,1,2,1
1524,16,85,4,1,1,0,2,0
1525,16,86,3,1,1,0,1,1
1526,16,87,3,4,1,1,1,1
1527,16,88,3,4,0,0,2,0
1528,16,89,1,2,0,0,1,0
1529,16,90,3,1,1,0,1,1
1530,16,91,4,3,1,0,2,0
1531,16,92,4,1,1,0,1,1
1532,16,93,1,2,0,0,1,0
1533,16,94,3,2,1,1,1,1
1534,16,95,2,3,0,0,2,0
1535,16,96,1,4,0,1,2,1
1536,17,1,3,1,1,0,2,0
1537,17,2,3,1,1,0,1,1
1538,17,3,2,4,1,1,1,1
1539,17,4,2,4,1,1,2,1
1540,17,5,1,3,0,1,2,1
1541,17,6,1,3,0,1,2,1
1542,17,7,2,4,0,0,2,0
1543,17,8,1,3,1,0,2,0
1544,17,9,4,1,0,0,1,0
1545,17,10,1,3,0,1,2,1
1546,17,11,4,1,1,0,1,1
1547,17,12,3,1,0,0,2,0
1548,17,13,1,4,0,0,2,0
1549,17,14,4,2,1,1,2,1
1550,17,15,2,1,1,0,1,1
1551,17,16,3,1,0,0,1,0
1552,17,17,4,1,0,1,1,0
1553,17,18,4,3,1,0,2,0
1554,17,19,4,1,1,0,1,1
1555,17,20,3,4,0,1,2,1
1556,17,21,2,3,0,1,2,1
1557,17,22,4,2,1,0,2,0
1558,17,23,1,3,0,1,1,0
1559,17,24,2,4,0,1,1,0
1560,17,25,2,4,0,1,2,1
1561,17,26,2,3,1,1,2,1
1562,17,27,4,3,1,0,2,0
1563,17,28,1,2,0,1,1,0
1564,17,29,3,2,1,1,1,1
1565,17,30,2,3,1,1,2,1
1566,17,31,1,2,0,1,2,1
1567,17,32,4,3,1,0,2,0
1568,17,33,3,1,0,0,2,0
1569,17,34,1,2,1,0,1,1
1570,17,35,4,3,0,1,2,1
1571,17,36,4,2,1,0,1,1
1572,17,37,3,2,1,1,2,1
1573,17,38,3,2,1,1,2,1
1574,17,39,4,1,0,1,1,0
1575,17,40,4,3,0,1,2,1
1576,17,41,4,1,1,0,1,1
1577,17,42,4,2,1,0,2,0
1578,17,43,2,3,1,1,2,1
1579,17,44,2,1,0,1,1,0
1580,17,45,2,1,0,1,2,1
1581,17,46,2,1,0,1,2,1
1582,17,47,3,4,0,1,2,1
1583,17,48,4,2,1,1,1,1
1584,17,49,3,4,0,1,1,0
1585,17,50,4,3,1,0,2,0
1586,17,51,3,4,1,1,2,1
1587,17,52,1,2,0,0,1,0
1588,17,53,3,4,0,1,2,1
1589,17,54,3,1,0,0,1,0
1590,17,55,1,4,0,1,2,1
1591,17,56,1,4,0,1,2,1
1592,17,57,1,4,0,0,2,0
1593,17,58,4,2,1,1,1,1
1594,17,59,3,4,1,1,2,1
1595,17,60,2,4,0,1,2,1
1596,17,61,3,2,1,1,2,1
1597,17,62,3,2,1,1,1,1
1598,17,63,2,4,0,0,2,0
1599,17,64,2,1,0,0,1,0
1600,17,65,1,4,0,1,2,1
1601,17,66,1,2,0,0,2,0
1602,17,67,3,2,1,0,2,0
1603,17,68,4,3,1,0,2,0
1604,17,69,2,1,0,1,2,1
1605,17,70,1,3,1,0,1,1
1606,17,71,4,2,1,1,1,1
1607,17,72,3,1,0,0,1,0
1608,17,73,4,1,1,0,2,0
1609,17,74,4,1,0,0,1,0
1610,17,75,4,2,1,0,1,1
1611,17,76,2,3,0,1,2,1
1612,17,77,2,4,0,1,2,1
1613,17,78,3,2,1,1,2,1
1614,17,79,1,2,0,0,1,0
1615,17,80,3,1,0,0,2,0
1616,17,81,3,2,1,0,1,1
1617,17,82,4,3,1,0,2,0
1618,17,83,1,4,0,1,2,1
1619,17,84,2,1,0,0,2,0
1620,17,85,3,4,0,1,1,0
1621,17,86,3,4,0,1,2,1
1622,17,87,2,3,0,1,1,0
1623,17,88,2,3,0,1,2,1
1624,17,89,1,2,0,0,1,0
1625,17,90,1,4,0,1,2,1
1626,17,91,2,1,1,0,1,1
1627,17,92,2,3,1,1,2,1
1628,17,93,1,4,0,1,2,1
1629,17,94,1,3,0,1,2,1
1630,17,95,1,2,1,0,2,0
1631,17,96,1,3,0,1,2,1
1632,18,1,3,2,1,1,2,1
1633,18,2,3,2,1,1,1,1
1634,18,3,2,3,1,0,1,1
1635,18,4,1,3,1,1,1,1
1636,18,5,2,3,1,0,2,0
1637,18,6,1,4,0,1,1,0
1638,18,7,4,3,0,1,1,0
1639,18,8,1,3,1,1,2,1
1640,18,9,3,4,1,1,1,1
1641,18,10,4,2,1,1,2,1
1642,18,11,2,3,1,1,2,1
1643,18,12,4,1,1,1,2,1
1644,18,13,2,4,1,0,1,1
1645,18,14,4,2,1,1,1,1
1646,18,15,4,1,1,0,1,1
1647,18,16,4,1,1,1,2,1
1648,18,17,1,3,0,1,1,0
1649,18,18,1,4,0,1,1,0
1650,18,19,3,4,1,1,2,1
1651,18,20,3,1,1,0,1,1
1652,18,21,2,1,0,0,1,0
1653,18,22,3,2,0,0,2,0
1654,18,23,1,4,0,0,2,0
1655,18,24,1,2,1,1,1,1
1656,18,25,3,1,0,0,2,0
1657,18,26,3,4,1,0,2,0
1658,18,27,1,2,1,0,1,1
1659,18,28,4,1,1,0,2,0
1660,18,29,3,4,1,1,1,1
1661,18,30,1,2,0,1,1,0
1662,18,31,2,4,0,1,1,0
1663,18,32,2,1,0,1,2,1
1664,18,33,1,3,0,1,2,1
1665,18,34,3,4,1,1,1,1
1666,18,35,4,2,1,1,2,1
1667,18,36,2,4,0,1,1,0
1668,18,37,4,3,1,1,2,1
1669,18,38,1,4,0,1,1,0
1670,18,39,2,4,1,0,2,0
1671,18,40,1,4,0,1,2,1
1672,18,41,4,3,1,1,2,1
1673,18,42,4,3,1,1,2,1
1674,18,43,2,3,0,0,1,0
1675,18,44,1,4,0,0,2,0
1676,18,45,3,4,0,1,1,0
1677,18,46,2,4,0,1,2,1
1678,18,47,3,2,0,0,2,0
1679,18,48,2,3,1,1,2,1
1680,18,49,4,2,1,0,1,1
1681,18,50,3,2,1,0,1,1
1682,18,51,4,3,1,0,1,1
1683,18,52,3,4,0,1,2,1
1684,18,53,2,4,1,1,2,1
1685,18,54,1,3,0,0,2,0
1686,18,55,2,4,1,1,2,1
1687,18,56,4,1,1,0,1,1
1688,18,57,3,2,1,0,2,0
1689,18,58,4,1,1,0,1,1
1690,18,59,2,3,0,0,2,0
1691,18,60,4,1,1,0,1,1
1692,18,61,2,1,0,1,1,0
1693,18,62,1,2,0,0,2,0
1694,18,63,3,1,1,0,1,1
1695,18,64,2,1,0,0,2,0
1696,18,65,4,1,1,0,1,1
1697,18,66,2,3,0,1,1,0
1698,18,67,2,1,0,0,2,0
1699,18,68,3,4,1,0,2,0
1700,18,69,1,2,1,1,2,1
1701,18,70,3,1,0,0,1,0
1702,18,71,4,3,1,0,2,0
1703,18,72,3,2,0,0,2,0
1704,18,73,3,1,0,0,1,0
1705,18,74,1,2,1,0,1,1
1706,18,75,1,3,0,0,1,0
1707,18,76,2,3,0,1,1,0
1708,18,77,3,1,0,0,2,0
1709,18,78,2,1,0,0,1,0
1710,18,79,3,1,1,0,1,1
1711,18,80,2,4,0,1,2,1
1712,18,81,4,2,1,0,1,1
1713,18,82,1,4,0,0,2,0
1714,18,83,2,1,0,0,1,0
1715,18,84,1,2,0,1,1,0
1716,18,85,1,2,0,0,1,0
1717,18,86,4,2,1,1,1,1
1718,18,87,3,2,0,0,1,0
1719,18,88,2,1,0,0,2,0
1720,18,89,4,2,1,1,1,1
1721,18,90,3,1,1,0,1,1
1722,18,91,4,3,0,1,2,1
1723,18,92,1,3,0,0,2,0
1724,18,93,4,2,1,1,1,1
1725,18,94,4,3,1,1,2,1
1726,18,95,1,3,0,0,1,0
1727,18,96,1,4,0,0,1,0
1728,19,1,2,3,0,0,2,0
1729,19,2,2,3,0,0,1,0
1730,19,3,4,1,1,0,1,1
1731,19,4,4,1,1,0,2,0
1732,19,5,4,1,1,0,1,1
1733,19,6,2,4,0,1,2,1
1734,19,7,3,2,0,1,2,1
1735,19,8,4,1,1,0,1,1
1736,19,9,1,4,0,0,2,0
1737,19,10,4,2,1,1,1,1
1738,19,11,1,4,1,1,2,1
1739,19,12,1,3,0,0,1,0
1740,19,13,1,3,0,0,2,0
1741,19,14,3,1,1,1,1,1
1742,19,15,4,2,1,1,1,1
1743,19,16,2,3,0,1,1,0
1744,19,17,2,4,1,0,2,0
1745,19,18,1,3,0,1,1,0
1746,19,19,3,4,1,1,1,1
1747,19,20,3,4,1,1,2,1
1748,19,21,1,3,0,1,2,1
1749,19,22,4,2,1,1,1,1
1750,19,23,2,4,0,1,2,1
1751,19,24,2,1,1,0,1,1
1752,19,25,4,1,0,0,1,0
1753,19,26,4,2,1,1,2,1
1754,19,27,2,3,0,0,1,0
1755,19,28,1,3,1,0,2,0
1756,19,29,1,4,0,0,2,0
1757,19,30,3,1,0,0,1,0
1758,19,31,1,2,0,0,2,0
1759,19,32,4,3,1,0,1,1
1760,19,33,3,4,0,0,2,0
1761,19,34,2,1,1,1,1,1
1762,19,35,3,4,1,1,2,1
1763,19,36,1,4,1,1,2,1
1764,19,37,4,2,1,0,1,1
1765,19,38,4,3,1,1,1,1
1766,19,39,1,2,0,0,1,0
1767,19,40,4,2,1,0,2,0
1768,19,41,4,2,1,1,1,1
1769,19,42,2,1,0,0,1,0
1770,19,43,1,2,0,0,1,0
1771,19,44,3,2,0,0,1,0
1772,19,45,3,1,1,0,1,1
1773,19,46,4,3,1,1,1,1
1774,19,47,2,4,0,1,2,1
1775,19,48,3,1,1,0,2,0
1776,19,49,4,3,1,1,1,1
1777,19,50,2,3,1,1,2,1
1778,19,51,3,1,1,0,1,1
1779,19,52,1,4,1,1,2,1
1780,19,53,4,1,1,0,1,1
1781,19,54,1,3,1,0,2,0
1782,19,55,3,4,1,1,2,1
1783,19,56,1,2,0,0,2,0
1784,19,57,1,2,0,0,2,0
1785,19,58,1,3,0,1,2,1
1786,19,59,3,2,1,0,1,1
1787,19,60,1,2,0,1,2,1
1788,19,61,4,1,0,0,1,0
1789,19,62,1,4,1,1,2,1
1790,19,63,1,2,0,0,2,0
1791,19,64,2,1,0,0,2,0
1792,19,65,4,3,1,0,1,1
1793,19,66,2,1,1,1,1,1
1794,19,67,3,4,1,1,2,1
1795,19,68,2,1,1,0,1,1
1796,19,69,1,2,0,1,2,1
1797,19,70,2,3,0,0,2,0
1798,19,71,1,3,0,1,2,1
1799,19,72,2,4,1,0,2,0
1800,19,73,3,4,0,0,2,0
1801,19,74,3,2,0,1,1,0
1802,19,75,3,4,1,1,2,1
1803,19,76,4,3,1,1,1,1
1804,19,77,4,3,1,1,1,1
1805,19,78,2,1,1,0,2,0
1806,19,79,2,4,0,1,2,1
1807,19,80,1,4,0,0,2,0
1808,19,81,3,1,1,1,1,1
1809,19,82,4,1,1,0,1,1
1810,19,83,3,2,0,0,1,0
1811,19,84,2,4,0,1,2,1
1812,19,85,3,1,1,0,1,1
1813,19,86,2,3,1,1,1,1
1814,19,87,2,1,1,0,1,1
1815,19,88,3,2,0,0,2,0
1816,19,89,3,1,0,0,1,0
1817,19,90,3,2,1,0,1,1
1818,19,91,4,2,1,1,1,1
1819,19,92,2,4,0,1,2,1
1820,19,93,1,4,0,0,2,0
1821,19,94,2,3,0,1,1,0
1822,19,95,3,2,0,0,2,0
1823,19,96,4,3,1,1,1,1
1824,910,1,2,1,1,0,1,1
1825,910,2,2,4,1,1,1,1
1826,910,3,2,1,1,0,2,0
1827,910,4,2,4,1,1,1,1
1828,910,5,3,1,1,0,1,1
1829,910,6,3,1,1,0,1,1
1830,910,7,2,1,0,0,1,0
1831,910,8,3,4,1,1,1,1
1832,910,9,4,1,1,0,1,1
1833,910,10,1,2,0,0,2,0
1834,910,11,4,1,1,0,1,1
1835,910,12,1,3,0,1,2,1
1836,910,13,3,4,1,1,2,1
1837,910,14,2,4,0,1,1,0
1838,910,15,3,2,0,0,2,0
1839,910,16,2,4,0,1,1,0
1840,910,17,3,4,0,1,2,1
1841,910,18,1,4,1,1,2,1
1842,910,19,2,3,0,1,2,1
1843,910,20,1,4,0,0,2,0
1844,910,21,4,1,1,0,2,0
1845,910,22,3,2,0,0,1,0
1846,910,23,4,2,1,1,1,1
1847,910,24,3,1,1,1,1,1
1848,910,25,4,2,1,1,1,1
1849,910,26,4,2,0,0,1,0
1850,910,27,3,1,1,0,2,0
1851,910,28,2,4,0,1,2,1
1852,910,29,1,2,0,0,1,0
1853,910,30,3,1,1,0,1,1
1854,910,31,3,2,1,1,2,1
1855,910,32,3,2,0,0,1,0
1856,910,33,1,4,0,0,2,0
1857,910,34,4,3,1,0,1,1
1858,910,35,4,3,0,1,1,0
1859,910,36,3,1,1,0,1,1
1860,910,37,1,4,0,1,2,1
1861,910,38,1,2,1,0,2,0
1862,910,39,1,2,1,0,2,0
1863,910,40,1,3,0,0,1,0
1864,910,41,3,4,1,0,2,0
1865,910,42,4,2,1,1,2,1
1866,910,43,3,4,1,1,1,1
1867,910,44,1,2,0,0,1,0
1868,910,45,1,3,0,0,1,0
1869,910,46,2,3,0,0,2,0
1870,910,47,4,1,1,0,2,0
1871,910,48,4,3,1,0,2,0
1872,910,49,4,1,1,0,1,1
1873,910,50,1,4,1,1,1,1
1874,910,51,4,1,1,0,1,1
1875,910,52,3,1,1,1,1,1
1876,910,53,1,2,0,0,1,0
1877,910,54,1,4,1,1,2,1
1878,910,55,3,2,0,0,2,0
1879,910,56,1,3,0,1,2,1
1880,910,57,3,4,1,0,2,0
1881,910,58,3,2,0,0,1,0
1882,910,59,4,3,0,0,1,0
1883,910,60,2,3,0,0,1,0
1884,910,61,3,1,1,0,2,0
1885,910,62,4,3,1,1,1,1
1886,910,63,1,4,0,1,1,0
1887,910,64,4,3,0,0,2,0
1888,910,65,3,4,1,1,1,1
1889,910,66,2,4,0,1,1,0
1890,910,67,2,1,1,1,1,1
1891,910,68,4,1,1,0,1,1
1892,910,69,3,2,0,0,1,0
1893,910,70,4,2,1,1,1,1
1894,910,71,1,4,1,1,2,1
1895,910,72,2,1,1,0,1,1
1896,910,73,4,2,1,1,2,1
1897,910,74,2,4,0,1,2,1
1898,910,75,4,1,1,0,2,0
1899,910,76,4,3,1,1,1,1
1900,910,77,1,3,0,1,1,0
1901,910,78,1,3,0,1,2,1
1902,910,79,2,1,1,0,1,1
1903,910,80,2,1,1,1,1,1
1904,910,81,2,3,0,0,2,0
1905,910,82,4,2,0,0,2,0
1906,910,83,4,2,1,1,1,1
1907,910,84,3,4,0,1,1,0
1908,910,85,2,3,1,0,2,0
1909,910,86,1,2,0,1,1,0
1910,910,87,4,3,0,1,1,0
1911,910,88,2,3,1,0,2,0
1912,910,89,1,3,0,1,1,0
1913,910,90,2,3,0,1,2,1
1914,910,91,1,3,0,1,2,1
1915,910,92,2,4,0,1,2,1
1916,910,93,2,3,0,0,1,0
1917,910,94,1,2,0,1,2,1
1918,910,95,3,2,1,1,1,1
1919,910,96,2,1,0,0,2,0
1920,911,1,1,3,1,1,1,1
1921,911,2,1,3,1,1,1,1
1922,911,3,4,3,1,0,1,1
1923,911,4,3,2,1,0,1,1
1924,911,5,4,3,1,0,1,1
1925,911,6,1,4,0,1,1,0
1926,911,7,3,2,1,0,2,0
1927,911,8,2,3,1,1,1,1
1928,911,9,1,2,1,0,1,1
1929,911,10,4,1,0,1,1,0
1930,911,11,4,3,0,1,2,1
1931,911,12,3,2,1,0,2,0
1932,911,13,1,4,0,1,1,0
1933,911,14,1,4,0,1,2,1
1934,911,15,4,1,1,0,2,0
1935,911,16,4,3,0,1,1,0
1936,911,17,4,2,1,0,2,0
1937,911,18,2,3,1,1,2,1
1938,911,19,4,2,1,0,1,1
1939,911,20,1,2,1,0,1,1
1940,911,21,4,1,1,0,2,0
1941,911,22,3,2,0,0,1,0
1942,911,23,3,2,0,0,1,0
1943,911,24,3,1,0,0,2,0
1944,911,25,2,1,0,0,1,0
1945,911,26,3,1,0,0,2,0
1946,911,27,3,2,1,0,2,0
1947,911,28,4,2,1,0,1,1
1948,911,29,2,3,1,0,1,1
1949,911,30,1,2,0,1,1,0
1950,911,31,1,4,0,1,2,1
1951,911,32,1,4,0,1,2,1
1952,911,33,1,3,1,0,1,1
1953,911,34,2,4,0,1,2,1
1954,911,35,4,3,1,1,1,1
1955,911,36,1,2,0,0,1,0
1956,911,37,3,1,1,0,1,1
1957,911,38,3,4,0,1,2,1
1958,911,39,4,2,1,0,1,1
1959,911,40,3,1,1,1,2,1
1960,911,41,3,4,1,1,2,1
1961,911,42,2,4,1,1,2,1
1962,911,43,1,2,0,0,2,0
1963,911,44,1,4,0,1,2,1
1964,911,45,2,1,0,0,2,0
1965,911,46,2,3,1,0,1,1
1966,911,47,1,2,0,1,1,0
1967,911,48,3,1,0,0,1,0
1968,911,49,3,1,0,0,2,0
1969,911,50,1,3,0,1,2,1
1970,911,51,3,2,1,0,1,1
1971,911,52,2,1,1,0,2,0
1972,911,53,1,4,0,1,2,1
1973,911,54,2,1,1,0,1,1
1974,911,55,3,4,1,0,2,0
1975,911,56,3,1,1,1,2,1
1976,911,57,2,4,1,1,2,1
1977,911,58,2,4,1,0,2,0
1978,911,59,3,1,1,0,1,1
1979,911,60,4,2,1,0,1,1
1980,911,61,4,1,1,0,2,0
1981,911,62,1,3,0,1,2,1
1982,911,63,3,4,1,0,2,0
1983,911,64,2,1,1,0,1,1
1984,911,65,1,3,1,0,2,0
1985,911,66,4,2,1,0,1,1
1986,911,67,4,1,0,1,1,0
1987,911,68,3,4,0,1,2,1
1988,911,69,4,1,1,0,1,1
1989,911,70,1,2,0,0,2,0
1990,911,71,1,2,0,0,2,0
1991,911,72,1,3,0,1,2,1
1992,911,73,4,3,1,1,1,1
1993,911,74,3,4,0,1,2,1
1994,911,75,1,4,0,1,2,1
1995,911,76,2,4,0,1,2,1
1996,911,77,2,4,1,1,2,1
1997,911,78,4,2,1,0,1,1
1998,911,79,2,4,1,1,2,1
1999,911,80,2,3,1,0,2,0
2000,911,81,3,2,1,0,2,0
2001,911,82,4,2,1,0,1,1
2002,911,83,4,1,1,0,1,1
2003,911,84,2,1,0,0,2,0
2004,911,85,2,3,1,0,1,1
2005,911,86,3,4,1,1,2,1
2006,911,87,4,1,1,0,1,1
2007,911,88,2,1,1,0,1,1
2008,911,89,2,3,1,0,1,1
2009,911,90,2,4,1,0,2,0
2010,911,91,3,4,0,1,2,1
2011,911,92,2,1,0,0,2,0
2012,911,93,4,3,0,1,1,0
2013,911,94,2,3,1,0,1,1
2014,911,95,4,3,0,1,1,0
2015,911,96,1,3,0,1,1,0
2016,912,1,1,3,1,0,2,0
2017,912,2,4,3,1,1,2,1
2018,912,3,1,2,0,1,1,0
2019,912,4,1,3,0,1,2,1
2020,912,5,2,4,0,1,1,0
2021,912,6,1,3,1,0,1,1
2022,912,7,4,3,1,1,2,1
2023,912,8,1,2,0,1,1,0
2024,912,9,3,2,1,1,1,1
2025,912,10,3,4,0,0,1,0
2026,912,11,4,2,1,1,2,1
2027,912,12,2,4,0,1,2,1
2028,912,13,2,1,0,0,1,0
2029,912,14,2,1,1,0,1,1
2030,912,15,3,4,0,1,1,0
2031,912,16,4,2,1,0,1,1
2032,912,17,4,2,1,1,1,1
2033,912,18,3,2,0,0,2,0
2034,912,19,4,2,1,0,1,1
2035,912,20,1,4,0,1,2,1
2036,912,21,1,4,0,1,2,1
2037,912,22,4,1,1,1,1,1
2038,912,23,1,2,1,1,2,1
2039,912,24,3,2,0,0,2,0
2040,912,25,2,1,0,0,1,0
2041,912,26,3,4,0,1,2,1
2042,912,27,4,1,0,0,2,0
2043,912,28,2,3,0,1,1,0
2044,912,29,4,1,1,0,2,0
2045,912,30,3,4,0,1,2,1
2046,912,31,3,4,1,1,2,1
2047,912,32,2,1,1,0,2,0
2048,912,33,2,3,1,0,1,1
2049,912,34,2,3,1,1,1,1
2050,912,35,2,3,1,1,2,1
2051,912,36,2,1,1,0,2,0
2052,912,37,4,3,1,1,1,1
2053,912,38,2,3,0,0,1,0
2054,912,39,2,3,0,1,1,0
2055,912,40,3,1,0,0,2,0
2056,912,41,1,4,0,1,2,1
2057,912,42,3,4,0,0,2,0
2058,912,43,2,3,1,0,2,0
2059,912,44,1,3,0,0,2,0
2060,912,45,1,3,0,1,2,1
2061,912,46,3,1,1,0,1,1
2062,912,47,4,3,0,1,1,0
2063,912,48,3,2,0,0,1,0
2064,912,49,2,4,1,0,1,1
2065,912,50,2,4,0,0,2,0
2066,912,51,3,1,1,0,1,1
2067,912,52,1,4,0,1,2,1
2068,912,53,2,1,1,0,1,1
2069,912,54,3,2,1,1,2,1
2070,912,55,4,1,0,0,1,0
2071,912,56,3,4,0,1,2,1
2072,912,57,4,1,1,0,1,1
2073,912,58,1,2,1,0,2,0
2074,912,59,1,4,0,1,1,0
2075,912,60,4,3,1,1,1,1
2076,912,61,3,2,1,0,2,0
2077,912,62,4,2,1,0,1,1
2078,912,63,4,1,1,1,1,1
2079,912,64,1,4,0,1,2,1
2080,912,65,4,2,1,1,1,1
2081,912,66,2,1,0,1,1,0
2082,912,67,4,1,1,0,1,1
2083,912,68,3,4,1,1,2,1
2084,912,69,1,2,0,0,2,0
2085,912,70,1,4,0,1,2,1
2086,912,71,4,3,0,1,1,0
2087,912,72,3,1,1,0,2,0
2088,912,73,2,3,0,0,2,0
2089,912,74,4,3,1,1,1,1
2090,912,75,3,1,1,0,1,1
2091,912,76,4,3,1,1,2,1
2092,912,77,1,3,0,1,1,0
2093,912,78,4,1,1,0,1,1
2094,912,79,3,1,1,0,2,0
2095,912,80,1,2,0,0,1,0
2096,912,81,2,4,0,0,2,0
2097,912,82,2,1,0,1,2,1
2098,912,83,4,2,1,0,1,1
2099,912,84,3,1,1,0,1,1
2100,912,85,3,2,0,0,2,0
2101,912,86,1,3,0,0,2,0
2102,912,87,1,4,0,1,2,1
2103,912,88,2,4,0,1,2,1
2104,912,89,3,1,0,0,1,0
2105,912,90,2,4,1,0,1,1
2106,912,91,2,4,0,1,2,1
2107,912,92,1,3,0,1,1,0
2108,912,93,4,2,1,1,1,1
2109,912,94,1,2,1,0,2,0
2110,912,95,1,2,1,1,1,1
2111,912,96,3,2,1,0,1,1
2112,913,1,4,1,1,0,2,0
2113,913,2,4,3,0,1,1,0
2114,913,3,4,1,1,0,2,0
2115,913,4,4,3,0,1,1,0
2116,913,5,2,4,1,1,1,1
2117,913,6,2,1,1,0,1,1
2118,913,7,1,2,0,0,2,0
2119,913,8,2,4,1,1,2,1
2120,913,9,3,1,0,0,2,0
2121,913,10,3,2,0,0,1,0
2122,913,11,3,2,1,0,1,1
2123,913,12,2,1,0,0,1,0
2124,913,13,1,2,1,1,2,1
2125,913,14,2,3,0,1,2,1
2126,913,15,3,4,1,1,1,1
2127,913,16,4,1,1,0,1,1
2128,913,17,1,3,0,1,2,1
2129,913,18,4,3,1,0,2,0
2130,913,19,2,1,0,0,1,0
2131,913,20,1,4,0,1,2,1
2132,913,21,2,3,1,1,1,1
2133,913,22,3,1,0,0,1,0
2134,913,23,1,3,0,0,2,0
2135,913,24,2,4,0,1,1,0
2136,913,25,4,1,1,1,1,1
2137,913,26,3,4,1,0,2,0
2138,913,27,3,1,0,0,1,0
2139,913,28,3,4,0,1,2,1
2140,913,29,1,4,0,1,2,1
2141,913,30,2,3,0,1,2,1
2142,913,31,4,1,1,1,1,1
2143,913,32,2,4,1,0,2,0
2144,913,33,3,2,0,0,1,0
2145,913,34,1,2,1,0,2,0
2146,913,35,2,3,1,0,2,0
2147,913,36,2,4,0,1,2,1
2148,913,37,3,2,1,1,1,1
2149,913,38,2,1,1,0,1,1
2150,913,39,4,2,1,1,1,1
2151,913,40,3,4,0,1,2,1
2152,913,41,1,3,0,1,2,1
2153,913,42,4,3,1,1,1,1
2154,913,43,2,1,0,0,2,0
2155,913,44,4,2,0,0,1,0
2156,913,45,3,2,1,1,1,1
2157,913,46,1,2,0,0,1,0
2158,913,47,3,4,1,1,1,1
2159,913,48,1,2,0,0,1,0
2160,913,49,1,3,0,0,2,0
2161,913,50,4,2,1,1,1,1
2162,913,51,4,2,0,0,1,0
2163,913,52,1,4,0,1,1,0
2164,913,53,3,1,0,0,1,0
2165,913,54,4,1,1,0,1,1
2166,913,55,2,1,0,0,1,0
2167,913,56,3,1,1,0,1,1
2168,913,57,2,3,1,1,2,1
2169,913,58,2,4,0,1,2,1
2170,913,59,2,1,0,0,2,0
2171,913,60,3,4,0,1,1,0
2172,913,61,4,3,1,0,2,0
2173,913,62,1,4,0,1,2,1
2174,913,63,4,2,1,1,1,1
2175,913,64,1,4,1,1,2,1
2176,913,65,2,3,0,1,2,1
2177,913,66,2,4,0,1,2,1
2178,913,67,2,1,0,0,2,0
2179,913,68,3,1,0,0,1,0
2180,913,69,4,2,1,1,1,1
2181,913,70,1,2,0,0,1,0
2182,913,71,1,3,0,1,2,1
2183,913,72,3,4,0,1,2,1
2184,913,73,2,3,0,1,2,1
2185,913,74,4,1,1,1,2,1
2186,913,75,1,3,0,1,2,1
2187,913,76,1,4,1,1,2,1
2188,913,77,1,2,1,0,1,1
2189,913,78,3,2,1,0,2,0
2190,913,79,3,4,1,0,2,0
2191,913,80,4,1,1,1,1,1
2192,913,81,4,3,0,1,1,0
2193,913,82,3,2,1,0,1,1
2194,913,83,4,2,1,1,1,1
2195,913,84,1,2,1,1,1,1
2196,913,85,2,3,1,0,2,0
2197,913,86,4,3,1,1,2,1
2198,913,87,1,4,0,1,2,1
2199,913,88,1,4,0,1,2,1
2200,913,89,4,3,0,1,1,0
2201,913,90,1,3,0,0,1,0
2202,913,91,3,2,1,0,2,0
2203,913,92,3,1,0,0,2,0
2204,913,93,3,1,1,0,1,1
2205,913,94,2,4,1,0,2,0
2206,913,95,1,3,0,0,2,0
2207,913,96,4,2,1,1,2,1
2208,914,1,3,4,0,1,1,0
2209,914,2,3,4,0,1,1,0
2210,914,3,2,4,1,1,1,1
2211,914,4,4,2,1,0,2,0
2212,914,5,2,4,1,1,2,1
2213,914,6,4,2,1,0,1,1
2214,914,7,4,1,0,1,2,1
2215,914,8,2,3,0,1,2,1
2216,914,9,4,3,1,1,2,1
2217,914,10,3,4,1,0,2,0
2218,914,11,2,1,0,0,2,0
2219,914,12,4,3,1,0,2,0
2220,914,13,3,2,1,0,1,1
2221,914,14,1,4,0,1,1,0
2222,914,15,4,2,1,1,1,1
2223,914,16,2,3,1,1,2,1
2224,914,17,3,1,1,1,2,1
2225,914,18,1,4,0,1,1,0
2226,914,19,2,1,1,0,2,0
2227,914,20,2,4,1,1,1,1
2228,914,21,4,1,1,0,2,0
2229,914,22,1,4,0,1,2,1
2230,914,23,3,1,1,0,1,1
2231,914,24,2,1,0,0,2,0
2232,914,25,1,4,0,1,1,0
2233,914,26,3,4,1,1,2,1
2234,914,27,2,4,0,1,1,0
2235,914,28,2,3,0,0,2,0
2236,914,29,1,2,0,0,2,0
2237,914,30,1,3,0,0,2,0
2238,914,31,2,4,0,1,2,1
2239,914,32,1,2,0,1,1,0
2240,914,33,4,3,1,1,1,1
2241,914,34,2,1,0,0,1,0
2242,914,35,1,3,0,1,2,1
2243,914,36,3,2,0,1,1,0
2244,914,37,3,1,1,1,1,1
2245,914,38,4,1,0,0,1,0
2246,914,39,3,4,0,1,2,1
2247,914,40,2,3,0,1,2,1
