,trial,activation_0,activation_1,policy_0,policy_1,response,reward,error_0,error_1,error_2,error_3,values_0,values_1,values_2,values_3,dependent,ppt
28,29,0.997334634466858,0.999732365598233,0.49121706225628076,0.5087829377437193,1,1.0,0.0014944893526779581,0.0,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.5087829377437193,1
29,30,0.0,0.4152548014647236,0.0022716537824401246,0.9977283462175599,1,0.0,-0.0,-0.0,-0.23283631146301192,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.9977283462175599,1
30,31,0.0,0.999732365598233,4.3424062686186544e-07,0.9999995657593731,1,0.0,-0.0,-0.5605570257948198,-0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.9999995657593731,1
31,32,0.18241849000171168,0.43917533980341317,0.02270043372316108,0.9772995662768389,1,0.0,-0.0,-0.24624872691334398,-0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.9772995662768389,1
32,33,0.19292661289006918,0.0,0.9441210779212859,0.055878922078714185,0,1.0,0.0,0.4525317705461848,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.055878922078714185,1
33,34,0.18241849000171168,0.0,0.9354196741310644,0.06458032586893561,0,0.0,-0.0,-0.0,-0.10228334074605289,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.06458032586893561,1
34,35,0.08013514925565879,0.645458383436254,0.0002524577957239374,0.9997475422042761,1,1.0,0.0,0.19879399821424787,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.9997475422042761,1
35,36,0.0,0.9988291238195359,4.400263219261631e-07,0.9999995599736781,1,1.0,0.0006565185762513449,0.0,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.9999995599736781,1
36,37,0.08013514925565879,0.8442523816505019,1.3714277463450019e-05,0.9999862857225366,1,0.0,-0.0,-0.4733782963953638,-0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.9999862857225366,1
37,38,0.08013514925565879,0.0,0.7639155186377647,0.2360844813622354,0,1.0,0.0,0.0,0.5157747439314825,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.2360844813622354,1
38,39,0.3708740852551381,0.9994856423957873,9.988261603126095e-05,0.9999001173839688,1,1.0,0.00028840395563255357,0.0,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.9999001173839688,1
39,40,0.5959098931871413,0.0,0.9998387217754506,0.0001612782245493812,0,1.0,0.0,0.0,0.22657618801066004,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.0001612782245493812,1
40,41,0.9997740463514199,0.3708740852551381,0.9999005385705607,9.946142943927517e-05,0,0.0,-0.5605803964886609,-0.0,-0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,9.946142943927517e-05,1
41,42,0.3708740852551381,0.439193649862759,0.2687199409515267,0.7312800590484733,1,0.0,-0.0,-0.20795172921163865,-0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.7312800590484733,1
42,43,0.16292235604349944,0.8224860811978013,6.346393226603229e-05,0.999936536067734,1,0.0,-0.0,-0.0,-0.4611737774019018,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.999936536067734,1
43,44,0.439193649862759,0.16292235604349944,0.9828484404571584,0.017151559542841702,0,1.0,0.3144480968080562,0.0,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.017151559542841702,1
44,45,0.16292235604349944,0.3613123037958995,0.0518024886432418,0.9481975113567582,1,1.0,0.0,0.0,0.35811671974996906,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.9481975113567582,1
45,46,0.0,0.7536417466708152,1.598960176660655e-05,0.9999840103982334,1,1.0,0.13813481939596686,0.0,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.9999840103982334,1
46,47,0.0,0.16292235604349944,0.08413878953660964,0.9158612104633903,1,1.0,0.0,0.46935537009928374,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.9158612104633903,1
47,48,0.0,0.7194290235458686,2.6397448970577826e-05,0.9999736025510294,1,0.0,-0.0,-0.0,-0.40338895447085277,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.9999736025510294,1
48,49,0.3160400690750158,0.6322777261427832,0.00962217235123442,0.9903778276487656,1,1.0,0.0,0.20618448621353108,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.9903778276487656,1
49,50,0.3160400690750158,0.891776566066782,0.0002167377615250752,0.9997832622384749,1,1.0,0.060681646743131194,0.0,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.9997832622384749,1
50,51,0.0,0.8384622123563144,4.613680015131753e-06,0.9999953863199849,1,0.0,-0.0,-0.47013170741806676,-0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.9999953863199849,1
51,52,0.3683305049382476,0.0,0.9954919107775747,0.004508089222425316,0,0.0,-0.0,-0.2065255256932068,-0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.004508089222425316,1
52,53,0.9524582128099132,0.0,0.9999991318761727,8.681238272800578e-07,0,1.0,0.02665701716308668,0.0,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,8.681238272800578e-07,1
53,54,0.9791152299729998,0.3160400690750158,0.9999397188291169,6.028117088301942e-05,0,1.0,0.011710238633455232,0.0,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,6.028117088301942e-05,1
54,55,0.3160400690750158,0.990825468606455,5.0776430788377514e-05,0.9999492235692116,1,1.0,0.005144224802554354,0.0,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.9999492235692116,1
55,56,0.16180497924504078,0.3160400690750158,0.0944820251792506,0.9055179748207495,1,0.0,-0.0,-0.0,-0.17720590754973695,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.9055179748207495,1
56,57,0.13883416152527886,0.9959696934090094,3.509226956028334e-06,0.999996490773044,1,1.0,0.002259821481657279,0.0,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.999996490773044,1
57,58,0.9982295148906667,0.13883416152527886,0.9999966050759377,3.394924062325154e-06,0,1.0,0.000992723554076411,0.0,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,3.394924062325154e-06,1
58,59,0.16180497924504078,0.9992222384447431,4.684869445144324e-06,0.9999953151305548,1,0.0,-0.5602709938829028,-0.0,-0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.9999953151305548,1
59,60,0.13883416152527886,0.16180497924504078,0.41663442056236216,0.5833655794376378,1,1.0,0.0,0.46998189119271794,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.5833655794376378,1
60,61,0.0,0.4389512445618403,0.001606305501118009,0.998393694498882,1,0.0,-0.24612307512249126,-0.0,-0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.998393694498882,1
61,62,0.0,0.19282816943934905,0.055955074686855795,0.9440449253131442,1,1.0,0.45258696848699737,0.0,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.9440449253131442,1
62,63,0.6317868704377587,0.6454151379263464,0.45023951070123397,0.549760489298766,1,1.0,0.0,0.20645971248765327,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.549760489298766,1
63,64,0.0,0.6454151379263464,7.808396336646248e-05,0.9999219160366335,1,1.0,0.19881824627827674,0.0,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.9999219160366335,1
64,65,0.8442333842046231,0.838246582925412,0.5219179750916728,0.4780820249083272,1,1.0,0.08733944590873732,0.0,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.4780820249083272,1
65,66,0.13883416152527886,0.0,0.8843637178395871,0.11563628216041286,0,0.0,-0.0,-0.0,-0.07784529874328747,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.11563628216041286,1
66,67,0.9315728301133605,0.0,0.9999988210495728,1.1789504271752659e-06,0,1.0,0.03836759932470403,0.0,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,1.1789504271752659e-06,1
67,68,0.838246582925412,0.9699404294380645,0.12677411139267805,0.8732258886073219,1,1.0,0.016854614345495476,0.0,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.8732258886073219,1
68,69,0.838246582925412,0.06098886278199139,0.9999886877688365,1.131223116354689e-05,0,0.0,-0.0,-0.47001080246728216,-0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,1.131223116354689e-05,1
69,70,0.98679504378356,0.06098886278199139,0.9999987170955965,1.2829044034315548e-06,0,1.0,0.007404112577678779,0.0,0.0,0.0,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,1.2829044034315548e-06,1
70,71,0.0,0.06098886278199139,0.29034569519241327,0.7096543048075867,1,1.0,0.0,0.0,0.0,0.5607070903014992,0.9941991563612388,0.3682357804581298,0.06098886278199139,0.5607070903014992,0.7096543048075867,1
71,0,0.0,0.0,0.5,0.5,0,0.0,0.0,0.0,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5,2
72,1,0.0,0.0,0.5,0.5,0,0.0,0.0,0.0,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5,2
73,2,0.0,0.0,0.5,0.5,0,1.0,0.0,0.0,0.0,0.01400050363398503,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5,2
74,3,0.0,0.01400050363398503,0.4651240416063161,0.5348759583936838,1,0.0,0.0,0.0,0.0,-0.00019601410200522805,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5348759583936838,2
75,4,0.0,0.0,0.5,0.5,0,0.0,0.0,0.0,0.0,-0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5,2
76,5,0.0,0.0,0.5,0.5,0,1.0,0.0,0.01400050363398503,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5,2
77,6,0.013804489531979802,0.0,0.5343892296679279,0.4656107703320722,1,1.0,0.01400050363398503,0.0,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.4656107703320722,2
78,7,0.0,0.01400050363398503,0.4651240416063161,0.5348759583936838,0,1.0,0.013804489531979802,0.0,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5348759583936838,2
79,8,0.0,0.01400050363398503,0.4651240416063161,0.5348759583936838,1,1.0,0.0,0.013804489531979802,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5348759583936838,2
80,9,0.0,0.013804489531979802,0.4656107703320722,0.5343892296679279,0,1.0,0.0,0.0,0.01400050363398503,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5343892296679279,2
81,10,0.01400050363398503,0.027804993165964832,0.4656107703320721,0.5343892296679278,0,1.0,0.0,0.01361121972612201,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5343892296679278,2
82,11,0.027804993165964832,0.013804489531979802,0.534875958393684,0.4651240416063161,0,1.0,0.01361121972612201,0.0,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.4651240416063161,2
83,12,0.04141621289208684,0.04141621289208684,0.5,0.5,0,0.0,-0.0,-0.0005798478391015595,-0.0,-0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5,2
84,13,0.04141621289208684,0.013804489531979802,0.5684613552292315,0.43153864477076864,1,1.0,0.01342065579488347,0.0,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.43153864477076864,2
85,14,0.04083636505298528,0.05483686868697031,0.4651240416063161,0.534875958393684,0,1.0,0.013232759854656741,0.0,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.534875958393684,2
86,15,0.013804489531979802,0.06806962854162706,0.3678181957527499,0.6321818042472501,1,1.0,0.01304749455222397,0.0,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.6321818042472501,2
87,16,0.04083636505298528,0.013804489531979802,0.5670411409643139,0.4329588590356862,0,1.0,0.0,0.013428773956661972,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.4329588590356862,2
88,17,0.013804489531979802,0.08111712309385102,0.3380922170649846,0.6619077829350154,1,1.0,0.0,0.0,0.0,0.013807233828127239,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.6619077829350154,2
89,18,0.05426513900964725,0.08111712309385102,0.43339969006143675,0.5666003099385631,0,0.0,-0.0011356805766538722,-0.0,-0.0,-0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5666003099385631,2
90,19,0.07998144251719715,0.05426513900964725,0.5638148737283001,0.4361851262717,0,1.0,0.012880723157371647,0.0,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.4361851262717,2
91,20,0.02761172336010704,0.01400050363398503,0.5339092512598893,0.4660907487401107,1,1.0,0.0,0.0,0.013804489531979802,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.4660907487401107,2
92,21,0.09286216567456879,0.027804993165964832,0.6568520559200651,0.34314794407993476,1,0.0,-0.0,-0.0,-0.00038928390786301955,-0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.34314794407993476,2
93,22,0.09286216567456879,0.027415709258101814,0.6577272383530858,0.3422727616469142,0,1.0,0.012700386545998511,0.0,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.3422727616469142,2
94,23,0.027415709258101814,0.10556255222056729,0.3143333806752566,0.6856666193247433,1,0.0,-0.0,-0.0,-0.0003838337370963315,-0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.6856666193247433,2
95,24,0.02761172336010704,0.10556255222056729,0.3147551711459707,0.6852448288540295,0,0.0,-0.0,-0.0,-0.0,-0.000386578033243768,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.6852448288540295,2
96,25,0.027031875521005482,0.10556255222056729,0.3135083204682399,0.6864916795317602,1,0.0,-0.0,-0.0,-0.00037845987146526826,-0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.6864916795317602,2
97,26,0.05426513900964725,0.10556255222056729,0.37473203135408634,0.6252679686459136,1,1.0,0.012522574738008243,0.0,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.6252679686459136,2
98,27,0.11808512695857554,0.027225145326863272,0.7123489344037285,0.2876510655962715,0,1.0,0.0,0.0,0.0,0.01361933788790051,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.2876510655962715,2
99,28,0.040844483214763784,0.11808512695857554,0.3162859318087967,0.6837140681912032,0,1.0,0.0,0.0,0.0,0.01342866029830849,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.6837140681912032,2
100,29,0.11808512695857554,0.026653415649540213,0.7135167404464918,0.28648325955350823,0,1.0,0.01234725238488191,0.0,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.28648325955350823,2
101,30,0.05426513900964725,0.054273143513072275,0.4999800279472322,0.5000199720527678,0,0.0,-0.0,-0.0007597392759032691,-0.0,-0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5000199720527678,2
102,31,0.053505399733743984,0.054273143513072275,0.4980844103068466,0.5019155896931534,0,0.0,-0.0,-0.0,-0.0,-0.0007598513429825594,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5019155896931534,2
103,32,0.05351329217008972,0.053505399733743984,0.5000196924339707,0.4999803075660293,1,1.0,0.0,0.013251401090574925,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.4999803075660293,2
104,33,0.026653415649540213,0.06675680082431891,0.4012527202331189,0.598747279766881,1,0.0,-0.0,-0.0,-0.0003731612426595012,-0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.598747279766881,2
105,34,0.026280254406880713,0.06675680082431891,0.4003582905889528,0.5996417094110472,1,1.0,0.0,0.0,0.013632566836659445,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5996417094110472,2
106,35,0.05351329217008972,0.06675680082431891,0.4670041182260744,0.5329958817739255,0,1.0,0.0,0.013065874801450938,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5329958817739255,2
107,36,0.03991282124354016,0.05351329217008972,0.4661174448373098,0.5338825551626902,0,0.0,-0.0,-0.0,-0.0,-0.0007492130414938437,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5338825551626902,2
108,37,0.03991282124354016,0.13043237934345744,0.28834775573933935,0.7116522442606608,0,1.0,0.01217438463299764,0.0,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.7116522442606608,2
109,38,0.03991282124354016,0.14260676397645508,0.26406870267575616,0.7359312973242438,0,1.0,0.012003937116701825,0.0,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.7359312973242438,2
110,39,0.03991282124354016,0.07982267562576985,0.40171685342382957,0.5982831465761704,0,1.0,0.0,0.01288294597381203,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5982831465761704,2
111,40,0.09270562159958187,0.052764079128595875,0.5983591542893427,0.40164084571065733,1,0.0,-0.0,-0.0012979253920957872,-0.0,-0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.40164084571065733,2
112,41,0.03991282124354016,0.052764079128595875,0.46797868638339846,0.5320213136166014,1,1.0,0.0,0.0,0.0,0.01326177995240125,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5320213136166014,2
113,42,0.15461070109315692,0.09140769620748608,0.6526689751789566,0.34733102482104344,0,1.0,0.011835875951477315,0.0,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.34733102482104344,2
114,43,0.16644657704463423,0.09140769620748608,0.6789430342849516,0.3210569657150484,0,1.0,0.0,0.012720749851057922,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.3210569657150484,2
115,44,0.06602585908099712,0.104128446058544,0.4060595184029162,0.5939404815970838,0,1.0,0.0,0.0,0.0,0.013076108353984546,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5939404815970838,2
116,45,0.07910196743498166,0.104128446058544,0.43787901029329995,0.5621209897067,1,1.0,0.0,0.012542652946541171,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5621209897067,2
117,46,0.16644657704463423,0.11667109900508517,0.6217022240397821,0.3782977759602179,0,0.0,-0.0023303359067777707,-0.0,-0.0,-0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.3782977759602179,2
118,47,0.07910196743498166,0.11667109900508517,0.4073441993557511,0.5926558006442488,1,1.0,0.0,0.012367049488383308,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.5926558006442488,2
119,48,0.16411624113785644,0.03991282124354016,0.775494524008956,0.22450547599104387,0,1.0,0.011702793603538507,0.0,0.0,0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.22450547599104387,2
120,49,0.12903814849346848,0.07910196743498166,0.6220793649880575,0.3779206350119426,1,0.0,-0.0,-0.0,-0.0,-0.0011074673825288263,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.3779206350119426,2
121,50,0.03991282124354016,0.12903814849346848,0.291211546643461,0.708788453356539,0,0.0,-0.0,-0.0018065990669055053,-0.0,-0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.708788453356539,2
122,51,0.07799450005245283,0.03991282124354016,0.59389015408872,0.40610984591127997,0,0.0,-0.0,-0.0,-0.0005587995988627789,-0.0,0.21317907929118554,0.15940731017130647,0.06500096349340885,0.0877180295287556,0.40610984591127997,2
