ppt,trial,block,stake,s1,s2,choice,stimuli_left,stimuli_right,points,rews_1,rews_2,rt_1,rt_2,timeout_1,timeout_2,missed,score
123,111,4,5,1,1,2,1,2,0.777778,0.777778,0,0.5418,0.303014,0,0,0,176.333
123,112,4,5,1,1,2,2,1,0.888889,0.888889,0.222222,0.483287,0.242475,0,0,0,180.778
123,113,4,5,1,1,2,2,1,0.888889,0.888889,0.111111,0.442574,0.263409,0,0,0,185.222
123,114,4,1,1,2,1,2,1,0.111111,0.666667,0.111111,0.295095,0.227032,0,0,0,185.333
123,115,4,1,2,1,4,3,4,0.777778,0.777778,0.222222,0.414729,0.295453,0,0,0,186.111
123,116,4,5,2,1,4,4,3,0.888889,0.888889,0.666667,0.40561,0.221346,0,0,0,190.556
123,117,4,5,2,1,4,4,3,0.777778,0.777778,0.888889,0.337696,0.25248,0,0,0,194.444
123,118,4,1,1,1,2,1,2,1,1,0.666667,0.358226,0.292253,0,0,0,195.444
123,119,4,5,2,1,4,3,4,1,1,0.888889,0.451712,0.383634,0,0,0,200.444
123,120,4,1,1,1,2,1,2,0.666667,0.666667,0.888889,0.560163,0.215714,0,0,0,201.111
123,121,4,1,2,1,4,3,4,0.777778,0.777778,0.888889,0.326742,0.611215,0,0,0,201.889
123,122,4,1,1,1,2,1,2,0.333333,0.333333,0.777778,0.649483,0.383013,0,0,0,202.222
123,123,4,5,2,2,3,4,3,0.666667,0.222222,0.666667,0.705745,0.213744,0,0,0,205.556
123,124,4,5,1,2,1,2,1,0.888889,0.222222,0.888889,0.470083,0.237039,0,0,0,210
123,125,4,5,1,2,1,2,1,0.777778,0.222222,0.777778,0.51272,0.373443,0,0,0,213.889
123,126,4,1,1,2,1,1,2,0.666667,0.333333,0.666667,0.4715,0.181983,0,0,0,214.556
123,127,4,5,1,1,2,2,1,0.111111,0.111111,0.666667,0.420279,0.259862,0,0,0,215.111
123,128,4,1,1,2,1,2,1,0.666667,0.222222,0.666667,0.472432,0.196219,0,0,0,215.778
123,129,4,5,2,1,4,4,3,0.222222,0.222222,0.111111,0.486668,0.318734,0,0,0,216.889
123,130,4,5,2,2,3,3,4,0.111111,0.333333,0.111111,0.77793,0.215162,0,0,0,217.444
123,131,4,1,1,1,2,2,1,0.444444,0.444444,0,0.820865,0.523393,0,0,0,217.889
123,132,4,5,1,1,2,2,1,0.666667,0.666667,0.333333,0.41276,0.228755,0,0,0,221.222
123,133,4,5,1,1,2,2,1,0.333333,0.333333,0.666667,0.324347,0.203369,0,0,0,222.889
123,134,4,1,1,1,2,1,2,0.555556,0.555556,0.666667,0.0389262,0.219983,0,0,0,223.444
123,135,4,1,2,2,3,3,4,0.111111,0.666667,0.111111,0.136428,0.209403,0,0,0,223.556
123,136,4,5,2,1,4,3,4,0.777778,0.777778,0.111111,0.254168,0.208679,0,0,0,227.444
123,137,4,5,2,1,4,3,4,0.666667,0.666667,0.111111,0.397014,0.133983,0,0,0,230.778
123,138,4,5,2,2,3,4,3,0.222222,1,0.222222,0.21867,0.000933831,0,0,0,231.889
123,139,4,5,2,1,4,3,4,1,1,0.222222,0.516013,0.255372,0,0,0,236.889
104,0,1,1,2,1,4,4,3,0.222222,0.222222,0.888889,0.503771,1.76944,0,0,0,0.222222
104,1,1,1,1,2,1,1,2,0.777778,0.555556,0.777778,1.03814,0.658821,0,0,0,1
104,2,1,5,1,2,1,2,1,0.888889,0.222222,0.888889,0.870561,0.467394,0,0,0,5.44444
104,3,1,1,2,2,3,3,4,1,0.555556,1,0.917318,0.321013,0,0,0,6.44444
104,4,1,1,2,2,3,4,3,0.777778,0.777778,0.777778,1.41106,0.548477,0,0,0,7.22222
104,5,1,1,1,1,2,1,2,0,0.888889,0.888889,1.45953,-1,0,1,1,7.22222
104,6,1,5,1,0,-1,1,2,0,0.666667,0.888889,-1,-1,1,0,1,7.22222
104,7,1,5,1,2,1,2,1,0.666667,0.777778,0.666667,1.65504,0.538269,0,0,0,10.5556
104,8,1,1,2,1,4,4,3,0.555556,0.555556,0.777778,0.461107,0.964857,0,0,0,11.1111
104,9,1,1,2,2,3,3,4,0.777778,0.444444,0.777778,0.891395,0.587545,0,0,0,11.8889
104,10,1,5,1,2,1,2,1,1,0.333333,1,0.620047,0.352767,0,0,0,16.8889
104,11,1,1,1,2,1,1,2,1,0.333333,1,0.75434,0.319137,0,0,0,17.8889
104,12,1,5,1,2,1,2,1,0.777778,0.111111,0.777778,0.640607,0.472833,0,0,0,21.7778
104,13,1,5,2,2,3,3,4,0.666667,0.555556,0.666667,1.00728,0.431819,0,0,0,25.1111
104,14,1,5,1,2,1,1,2,1,0.222222,1,0.863806,0.850521,0,0,0,30.1111
104,15,1,5,2,2,3,3,4,1,0.666667,1,1.03482,0.533802,0,0,0,35.1111
104,16,1,1,1,2,1,1,2,1,0.777778,1,0.523739,0.46053,0,0,0,36.1111
104,17,1,5,2,2,3,3,4,0.555556,0.555556,0.555556,1.08436,0.390654,0,0,0,38.8889
104,18,1,1,2,2,3,4,3,0.444444,0.888889,0.444444,0.838511,0.49133,0,0,0,39.3333
104,19,1,5,1,1,2,1,2,0.888889,0.888889,0.333333,0.823234,0.413689,0,0,0,43.7778
104,20,1,5,2,1,4,4,3,0.777778,0.777778,0.333333,1.00244,0.327339,0,0,0,47.6667
104,21,1,5,2,1,4,4,3,0.888889,0.888889,0.222222,0.816058,0.459414,0,0,0,52.1111
104,22,1,5,2,1,4,4,3,0.888889,0.888889,0.222222,0.56167,0.667299,0,0,0,56.5556
104,23,1,5,1,1,2,1,2,1,1,0.444444,1.09161,0.417423,0,0,0,61.5556
104,24,1,5,1,1,2,1,2,0.666667,0.666667,0.222222,0.849583,0.361699,0,0,0,64.8889
104,25,1,5,2,1,4,4,3,0.777778,0.777778,0.111111,1.15651,0.67795,0,0,0,68.7778
104,26,1,5,1,2,1,1,2,0,0.777778,0,1.091,0.35089,0,0,0,68.7778
104,27,1,1,1,1,2,2,1,0.888889,0.888889,0.111111,0.894187,0.533371,0,0,0,69.6667
104,28,1,5,2,1,4,3,4,0.888889,0.888889,0.333333,1.30469,0.774201,0,0,0,74.1111
104,29,1,1,2,1,4,4,3,1,1,0.444444,0.885138,0.54458,0,0,0,75.1111
104,30,1,1,2,1,4,3,4,0.888889,0.888889,0.333333,0.962333,0.569042,0,0,0,76
104,31,1,5,1,1,2,1,2,0.888889,0.888889,0.222222,1.17229,0.42572,0,0,0,80.4444
104,32,1,5,1,1,2,2,1,0.888889,0.888889,0.222222,0.899245,0.33132,0,0,0,84.8889
104,33,1,5,1,1,2,2,1,0.888889,0.888889,0,0.752771,0.610857,0,0,0,89.3333
104,34,1,5,1,1,2,2,1,0.888889,0.888889,0.222222,0.99001,0.565605,0,0,0,93.7778
104,35,2,1,1,2,1,1,2,0.111111,0.777778,0.111111,0.502492,0.534057,0,0,0,93.8889
104,36,2,5,2,1,4,3,4,0.888889,0.888889,0,0.490212,0.682636,0,0,0,98.3333
104,37,2,1,1,1,2,1,2,0.777778,0.777778,0.111111,1.38398,0.425183,0,0,0,99.1111
104,38,2,1,2,1,4,3,4,0.555556,0.555556,0.222222,0.864051,0.748487,0,0,0,99.6667
104,39,2,1,1,1,2,1,2,0.777778,0.777778,0.777778,0.660244,0.318688,0,0,0,100.444
104,40,2,5,1,1,2,2,1,0.555556,0.555556,0.666667,0.974437,0.384997,0,0,0,103.222
104,41,2,1,2,2,3,3,4,0.777778,0.222222,0.777778,0.942472,0.427184,0,0,0,104
104,42,2,1,2,2,3,4,3,1,0.444444,1,0.790644,0.37543,0,0,0,105
104,43,2,1,2,2,3,4,3,1,0.888889,1,1.34517,0.41416,0,0,0,106
104,44,2,5,2,2,3,3,4,0.777778,0.888889,0.777778,0.878753,0.358265,0,0,0,109.889
104,45,2,1,1,2,1,2,1,0.888889,0.555556,0.888889,0.994423,0.413021,0,0,0,110.778
104,46,2,1,1,2,1,2,1,0.777778,0.555556,0.777778,0.542541,0.456259,0,0,0,111.556
104,47,2,1,1,2,1,1,2,0.666667,0.555556,0.666667,0.832692,0.713749,0,0,0,112.222
104,48,2,5,2,2,3,4,3,0.666667,0.333333,0.666667,0.796338,0.42937,0,0,0,115.556
104,49,2,5,1,2,1,1,2,0.555556,0.555556,0.555556,0.937164,0.34237,0,0,0,118.333
104,50,2,5,2,1,4,4,3,0.555556,0.555556,0.333333,0.618978,0.485383,0,0,0,121.111
104,51,2,1,2,2,3,3,4,0.222222,0.777778,0.222222,1.13564,0.434694,0,0,0,121.333
104,52,2,1,1,1,2,2,1,0.444444,0.444444,0.444444,0.999037,0.399872,0,0,0,121.778
104,53,2,1,2,2,3,3,4,0.444444,0.333333,0.444444,0.749162,0.489078,0,0,0,122.222
104,54,2,5,1,1,2,2,1,0,0,0.222222,1.04164,0.000642529,0,0,0,122.222
104,55,2,1,2,2,3,3,4,0,0.222222,0,1.20591,0.353744,0,0,0,122.222
104,56,2,1,2,1,4,4,3,0.222222,0.222222,0.111111,0.67412,0.372128,0,0,0,122.444
104,57,2,5,1,1,2,2,1,0.555556,0.555556,0,0.725661,0.311478,0,0,0,125.222
104,58,2,1,2,1,4,3,4,0.777778,0.777778,0.555556,0.931294,0.506,0,0,0,126
104,59,2,1,2,2,3,4,3,0.333333,0.444444,0.333333,0.575345,0.327743,0,0,0,126.333
104,60,2,1,2,1,4,3,4,0.555556,0.555556,0.444444,0.857227,1.16659,0,0,0,126.889
104,61,2,5,2,1,4,3,4,0.333333,0.333333,0.888889,0.527088,0.344343,0,0,0,128.556
104,62,2,5,2,2,3,4,3,0.888889,0.333333,0.888889,1.12954,0.905972,0,0,0,133
104,63,2,5,1,2,1,2,1,0.888889,0.777778,0.888889,0.725216,0.363151,0,0,0,137.444
104,64,2,5,1,2,1,1,2,0.888889,1,0.888889,0.721243,0.54218,0,0,0,141.889
104,65,2,5,2,2,3,3,4,0.777778,0.777778,0.777778,1.16388,0.335668,0,0,0,145.778
104,66,2,1,1,2,1,1,2,0.888889,0.333333,0.888889,0.754036,0.398599,0,0,0,146.667
104,67,2,1,1,2,1,2,1,0.777778,0.333333,0.777778,0.709288,0.000666313,0,0,0,147.444
104,68,2,5,2,2,3,4,3,0.777778,0.222222,0.777778,0.961061,0.000357058,0,0,0,151.333
104,69,2,5,1,2,1,1,2,0.777778,0.333333,0.777778,0.99332,0.261718,0,0,0,155.222
104,70,3,5,1,1,2,1,2,0.222222,0.222222,0.888889,0.979495,0.000604318,0,0,0,156.333
104,71,3,5,1,2,1,2,1,1,0.222222,1,0.777496,0.421391,0,0,0,161.333
104,72,3,5,1,2,1,1,2,0.555556,0.111111,0.555556,0.799066,0.423325,0,0,0,164.111
104,73,3,5,2,1,4,3,4,0.555556,0.555556,0.222222,0.545481,0.440034,0,0,0,166.889
104,74,3,1,2,1,4,3,4,0.555556,0.555556,0.222222,0.481076,0.663604,0,0,0,167.444
104,75,3,1,1,2,1,2,1,0.111111,0.444444,0.111111,0.734038,0.433109,0,0,0,167.556
104,76,3,5,1,2,1,2,1,0.222222,0.222222,0.222222,0.785485,0.463612,0,0,0,168.667
104,77,3,5,1,1,2,2,1,0.222222,0.222222,0.222222,0.80697,0.653577,0,0,0,169.778
104,78,3,1,1,1,2,1,2,0.222222,0.222222,0.444444,0.654403,0.417411,0,0,0,170
104,79,3,1,2,2,3,4,3,0.222222,0.111111,0.222222,0.950551,0.000666313,0,0,0,170.222
104,80,3,5,2,1,4,4,3,0.333333,0.333333,0.333333,0.680586,0.349455,0,0,0,171.889
104,81,3,5,1,2,1,1,2,0.222222,0.333333,0.222222,0.784422,0.553177,0,0,0,173
104,82,3,1,1,1,2,2,1,0.666667,0.666667,0.444444,0.907392,0.610385,0,0,0,173.667
104,83,3,5,2,1,4,3,4,0.444444,0.444444,0.111111,0.484074,0.109757,0,0,0,175.889
104,84,3,5,2,1,4,3,4,0.222222,0.222222,0.222222,0.520351,0.440195,0,0,0,177
104,85,3,1,1,2,1,2,1,0.111111,0.444444,0.111111,0.524603,0.533628,0,0,0,177.111
104,86,3,5,2,1,4,3,4,0.444444,0.444444,0,0.485531,0.762534,0,0,0,179.333
104,87,3,5,1,2,1,2,1,0,0.555556,0.111111,0.843475,-1,0,1,1,179.333
104,88,3,5,2,1,4,4,3,0.888889,0.888889,0.222222,0.625482,0.315197,0,0,0,183.778
104,89,3,5,2,1,4,4,3,0.777778,0.777778,0.444444,0.439406,0.399037,0,0,0,187.667
104,90,3,1,1,1,2,1,2,1,1,0.666667,1.05392,1.55749,0,0,0,188.667
104,91,3,1,1,1,2,1,2,0.777778,0.777778,0.666667,1.00568,0.458864,0,0,0,189.444
104,92,3,5,2,1,4,4,3,1,1,0.555556,0.478357,0.630126,0,0,0,194.444
104,93,3,1,1,1,2,1,2,1,1,0.111111,1.08547,0.382298,0,0,0,195.444
104,94,3,5,2,1,4,3,4,1,1,0.111111,0.53457,0.250197,0,0,0,200.444
104,95,3,5,1,1,2,2,1,0.888889,0.888889,0,1.17639,0.44716,0,0,0,204.889
104,96,3,1,2,1,4,4,3,0.666667,0.666667,0.111111,0.988039,0.584259,0,0,0,205.556
104,97,3,5,2,2,3,4,3,0,0.555556,0,0.908887,0.000707433,0,0,0,205.556
104,98,3,1,2,1,4,3,4,0.222222,0.222222,0.111111,1.05508,0.244191,0,0,0,205.778
104,99,3,1,1,2,1,2,1,0.333333,0.666667,0.333333,0.442563,0.459724,0,0,0,206.111
104,100,3,5,1,2,1,2,1,0.333333,0.555556,0.333333,0.513852,0.49693,0,0,0,207.778
104,101,3,5,2,1,4,4,3,0.666667,0.666667,0.555556,0.507738,0.289603,0,0,0,211.111
104,102,3,5,1,1,2,2,1,0.888889,0.888889,0.777778,0.802758,0.323178,0,0,0,215.556
104,103,3,1,1,1,2,2,1,0.888889,0.888889,0.444444,0.566598,0.414762,0,0,0,216.444
104,104,3,5,1,1,2,1,2,0,0.666667,0.444444,0.58243,-1,0,1,1,216.444
104,105,4,1,2,1,4,3,4,0.666667,0.666667,0.555556,0.500215,0.534671,0,0,0,217.111
104,106,4,1,2,2,3,3,4,0.333333,1,0.333333,0.746684,0.463658,0,0,0,217.444
104,107,4,5,1,1,2,1,2,0.777778,0.777778,0.444444,0.639635,0.403828,0,0,0,221.333
104,108,4,1,1,1,2,1,2,0.666667,0.666667,0.333333,0.901653,0.611346,0,0,0,222
104,109,4,5,1,1,2,1,2,0.555556,0.555556,0.111111,0.526784,0.463704,0,0,0,224.778
104,110,4,5,2,1,4,3,4,0.555556,0.555556,0.111111,0.787895,0.48339,0,0,0,227.556
104,111,4,1,2,1,4,4,3,0.555556,0.555556,0.222222,0.940079,0.275547,0,0,0,228.111
104,112,4,1,1,2,1,1,2,0.333333,0.666667,0.333333,0.552056,0.702127,0,0,0,228.444
104,113,4,5,1,1,2,1,2,0.555556,0.555556,0.333333,1.05401,0.591862,0,0,0,231.222
104,114,4,1,2,1,4,4,3,0.666667,0.666667,0.777778,0.939301,0.677334,0,0,0,231.889
104,115,4,1,2,1,4,3,4,0,0.777778,0.888889,0.492577,-1,0,1,1,231.889
104,116,4,1,1,1,2,2,1,0.777778,0.777778,0.555556,0.902388,0.125048,0,0,0,232.667
104,117,4,1,2,1,4,4,3,0.888889,0.888889,0.666667,0.866789,0.294918,0,0,0,233.556
104,118,4,5,1,1,2,2,1,0.777778,0.777778,0.777778,0.60656,0.128467,0,0,0,237.444
104,119,4,1,1,1,2,2,1,0.888889,0.888889,0.555556,0.948564,0.688681,0,0,0,238.333
104,120,4,1,2,2,3,3,4,0.444444,0.888889,0.444444,0.903151,0.608906,0,0,0,238.778
104,121,4,5,1,2,1,2,1,0.777778,1,0.777778,1.28925,0.541906,0,0,0,242.667
104,122,4,5,2,2,3,4,3,0.777778,0.888889,0.777778,1.11208,0.686651,0,0,0,246.556
104,123,4,5,2,2,3,3,4,1,0.888889,1,0.959989,0.611112,0,0,0,251.556
104,124,4,5,1,2,1,1,2,1,0.777778,1,0.635778,0.19357,0,0,0,256.556
104,125,4,5,2,2,3,3,4,0.888889,0.888889,0.888889,0.861784,0.36697,0,0,0,261
104,126,4,5,1,2,1,1,2,0.777778,0.888889,0.777778,0.589311,0.527075,0,0,0,264.889
104,127,4,1,2,2,3,3,4,0.666667,0.888889,0.666667,0.758517,0.668602,0,0,0,265.556
104,128,4,1,1,1,2,1,2,0.888889,0.888889,0.333333,0.901894,0.586416,0,0,0,266.444
104,129,4,5,1,1,2,2,1,0.777778,0.777778,0.666667,0.76147,0.629258,0,0,0,270.333
104,130,4,5,2,1,4,3,4,0.666667,0.666667,1,1.01501,0.444189,0,0,0,273.667
104,131,4,5,2,1,4,3,4,0.666667,0.666667,0.666667,0.871367,0.551547,0,0,0,277
104,132,4,1,1,2,1,2,1,1,0.888889,1,1.09146,0.392091,0,0,0,278
104,133,4,1,1,2,1,1,2,1,0.555556,1,0.547689,0.770841,0,0,0,279
104,134,4,5,2,2,3,4,3,0.888889,0.444444,0.888889,0.866032,0.392293,0,0,0,283.444
104,135,4,1,1,2,1,1,2,0.444444,0.888889,0.444444,0.716633,0.453853,0,0,0,283.889
104,136,4,1,1,1,2,2,1,0,0.666667,0.666667,1.4794,-1,0,1,1,283.889
104,137,4,5,1,1,2,2,1,0.555556,0.555556,0.444444,0.63369,0.5634,0,0,0,286.667
104,138,4,5,1,2,1,1,2,0.222222,0.555556,0.222222,0.493608,0.336041,0,0,0,287.778
104,139,4,5,1,1,2,1,2,0.333333,0.333333,0.444444,0.572721,0.886787,0,0,0,289.444
107,0,1,1,1,1,2,2,1,0.888889,0.888889,0.111111,0.821682,0.382644,0,0,0,0.888889
107,1,1,1,2,1,4,4,3,0.888889,0.888889,0,0.373479,0.292822,0,0,0,1.77778
107,2,1,1,1,1,2,1,2,0.777778,0.777778,0,0.469148,0.315843,0,0,0,2.55556
107,3,1,1,2,1,4,4,3,0.888889,0.888889,0.111111,0.353742,0.257002,0,0,0,3.44444
107,4,1,1,1,1,2,2,1,0.888889,0.888889,0.222222,0.621926,0.29067,0,0,0,4.33333
107,5,1,5,2,1,4,4,3,1,1,0.111111,0.513941,0.307929,0,0,0,9.33333
107,6,1,1,1,1,2,2,1,0.777778,0.777778,0.222222,0.505628,0.321335,0,0,0,10.1111
107,7,1,5,2,1,4,4,3,1,1,0.333333,0.572971,0.239199,0,0,0,15.1111
107,8,1,5,1,1,2,1,2,0.666667,0.666667,0.111111,0.437776,0.318861,0,0,0,18.4444
107,9,1,5,2,1,4,3,4,0.888889,0.888889,0.222222,0.394637,0.333119,0,0,0,22.8889
107,10,1,5,2,1,4,4,3,1,1,0.111111,0.458998,0.341547,0,0,0,27.8889
107,11,1,1,1,1,2,1,2,0.888889,0.888889,0.444444,0.651604,0.330363,0,0,0,28.7778
107,12,1,5,1,1,2,1,2,0.666667,0.666667,0.333333,0.647537,0.244464,0,0,0,32.1111
107,13,1,1,2,2,3,3,4,0.444444,0.555556,0.444444,0.743906,0.348901,0,0,0,32.5556
107,14,1,1,2,1,4,3,4,0,0,0.555556,0.500192,0.290188,0,0,0,32.5556
107,15,1,1,2,2,3,4,3,0.222222,0.111111,0.222222,0.472137,0.294805,0,0,0,32.7778
107,16,1,5,2,2,3,4,3,0.444444,0.222222,0.444444,0.812871,0.576714,0,0,0,35
107,17,1,5,1,2,1,1,2,0.333333,0.444444,0.333333,0.832669,0.278949,0,0,0,36.6667
107,18,1,5,2,2,3,3,4,0.555556,0.666667,0.555556,0.55064,0.355554,0,0,0,39.4444
107,19,1,5,1,2,1,2,1,0.555556,0.888889,0.555556,0.603525,0.349043,0,0,0,42.2222
107,20,1,5,1,2,1,1,2,0.888889,0.888889,0.888889,0.649763,0.326837,0,0,0,46.6667
107,21,1,5,1,2,1,1,2,0.888889,0.888889,0.888889,0.520751,0.36499,0,0,0,51.1111
107,22,1,1,1,2,1,1,2,0.888889,0.888889,0.888889,0.700795,0.319044,0,0,0,52
107,23,1,1,2,2,3,4,3,1,0.888889,1,0.824596,0.387307,0,0,0,53
107,24,1,5,1,2,1,2,1,0.777778,1,0.777778,0.576838,0.252606,0,0,0,56.8889
107,25,1,5,2,2,3,3,4,0.666667,0.888889,0.666667,0.735924,0.28361,0,0,0,60.2222
107,26,1,1,2,1,4,4,3,0.777778,0.777778,0.777778,0.615316,0.301327,0,0,0,61
107,27,1,5,1,1,2,2,1,0.555556,0.555556,0.666667,0.832948,0.28924,0,0,0,63.7778
107,28,1,1,1,1,2,2,1,0.333333,0.333333,1,0.572345,0.292006,0,0,0,64.1111
107,29,1,1,2,2,3,4,3,0.777778,0.222222,0.777778,0.415906,0.21309,0,0,0,64.8889
107,30,1,5,1,2,1,1,2,0.888889,0.333333,0.888889,0.771459,0.328838,0,0,0,69.3333
107,31,1,1,1,2,1,1,2,0.777778,0.222222,0.777778,0.530253,0.289677,0,0,0,70.1111
107,32,1,1,2,2,3,4,3,1,0.222222,1,0.51997,0.35465,0,0,0,71.1111
107,33,1,5,1,2,1,1,2,0.666667,0.111111,0.666667,0.727389,0.22427,0,0,0,74.4444
107,34,1,1,2,2,3,4,3,0.666667,0,0.666667,0.449707,0.325983,0,0,0,75.1111
107,35,2,5,2,1,4,4,3,0.111111,0.111111,0.777778,0.328682,0.385775,0,0,0,75.6667
107,36,2,5,1,2,1,1,2,0.777778,0.222222,0.777778,0.723572,0.266335,0,0,0,79.5556
107,37,2,5,2,2,3,4,3,0.888889,0.222222,0.888889,0.38875,0.429979,0,0,0,84
107,38,2,5,1,2,1,2,1,0.888889,0.777778,0.888889,0.746217,0.340432,0,0,0,88.4444
107,39,2,5,2,2,3,3,4,0.666667,0.888889,0.666667,0.577793,0.305124,0,0,0,91.7778
107,40,2,5,1,2,1,2,1,1,0.666667,1,0.742601,0.426466,0,0,0,96.7778
107,41,2,5,1,2,1,2,1,1,0.666667,1,0.502692,0.344474,0,0,0,101.778
107,42,2,5,2,2,3,3,4,1,1,1,0.514069,0.417569,0,0,0,106.778
107,43,2,5,1,2,1,1,2,1,0.666667,1,0.745962,0.270415,0,0,0,111.778
107,44,2,1,2,2,3,3,4,0.777778,0.888889,0.777778,0.519041,0.286687,0,0,0,112.556
107,45,2,1,2,2,3,4,3,0.666667,0.888889,0.666667,0.690317,0.338764,0,0,0,113.222
107,46,2,5,1,2,1,2,1,1,0.777778,1,0.722497,0.353947,0,0,0,118.222
107,47,2,1,1,2,1,2,1,0.777778,0.888889,0.777778,0.632858,0.905653,0,0,0,119
107,48,2,5,1,2,1,2,1,0.777778,0.888889,0.777778,0.470477,0.234736,0,0,0,122.889
107,49,2,5,1,2,1,2,1,0.555556,0.888889,0.555556,0.51837,0.412988,0,0,0,125.667
107,50,2,5,2,2,3,4,3,0.888889,0.888889,0.888889,0.659861,0.31503,0,0,0,130.111
107,51,2,5,2,2,3,3,4,0.777778,0.444444,0.777778,0.537275,0.282735,0,0,0,134
107,52,2,5,1,2,1,2,1,0.777778,0.333333,0.777778,0.975836,0.290887,0,0,0,137.889
107,53,2,1,1,2,1,2,1,0.888889,0.333333,0.888889,0.546504,0.437063,0,0,0,138.778
107,54,2,5,2,2,3,3,4,0.666667,0.222222,0.666667,0.558414,0.270536,0,0,0,142.111
107,55,2,1,2,2,3,3,4,0.555556,0.333333,0.555556,0.612779,0.314775,0,0,0,142.667
107,56,2,1,2,1,4,3,4,0.555556,0.555556,0.444444,0.393855,0.332972,0,0,0,143.222
107,57,2,1,2,1,4,3,4,0.555556,0.555556,0.444444,0.372158,0.299742,0,0,0,143.778
107,58,2,5,1,2,1,2,1,0.222222,0.777778,0.222222,0.725607,0.346859,0,0,0,144.889
107,59,2,1,1,1,2,2,1,0.444444,0.444444,0.111111,0.785517,0.342898,0,0,0,145.333
107,60,2,1,1,1,2,2,1,0.222222,0.222222,0.444444,0.563337,0.310003,0,0,0,145.556
107,61,2,5,2,2,3,4,3,0.111111,0.111111,0.111111,0.850959,0.362132,0,0,0,146.111
107,62,2,1,2,1,4,3,4,0.333333,0.333333,0.555556,0.61012,0.274235,0,0,0,146.444
107,63,2,5,2,2,3,4,3,0.888889,0.111111,0.888889,0.717708,0.407971,0,0,0,150.889
107,64,2,5,1,2,1,1,2,0.777778,0.111111,0.777778,0.422111,0.321462,0,0,0,154.778
107,65,2,1,2,2,3,3,4,0.777778,0.111111,0.777778,0.514219,1.23403,0,0,0,155.556
107,66,2,1,1,2,1,1,2,0.888889,0.111111,0.888889,0.706831,0.843477,0,0,0,156.444
107,67,2,5,1,2,1,1,2,0.888889,0.111111,0.888889,0.634188,0.366696,0,0,0,160.889
107,68,2,5,2,2,3,4,3,0.777778,0.333333,0.777778,0.471127,0.544637,0,0,0,164.778
107,69,2,5,2,2,3,4,3,1,0.666667,1,0.54658,0.438802,0,0,0,169.778
107,70,3,1,1,2,1,1,2,1,0.777778,1,0.286831,0.268357,0,0,0,170.778
107,71,3,5,1,2,1,1,2,0.888889,0.666667,0.888889,0.875458,0.293092,0,0,0,175.222
107,72,3,5,2,2,3,3,4,1,0.777778,1,0.691722,0.349843,0,0,0,180.222
107,73,3,5,1,2,1,1,2,0.888889,0.888889,0.888889,0.557438,0.288984,0,0,0,184.667
107,74,3,1,2,2,3,4,3,0.888889,0.444444,0.888889,0.996669,0.283562,0,0,0,185.556
107,75,3,5,2,2,3,3,4,0.555556,0.333333,0.555556,0.436112,0.362134,0,0,0,188.333
107,76,3,5,2,2,3,4,3,0.666667,0.333333,0.666667,0.585137,0.269854,0,0,0,191.667
107,77,3,1,2,2,3,3,4,0.222222,0,0.222222,0.654701,0.28361,0,0,0,191.889
107,78,3,5,2,1,4,3,4,0.333333,0.333333,0.333333,0.410821,0.231283,0,0,0,193.556
107,79,3,5,1,2,1,2,1,0.333333,0.666667,0.333333,0.673437,0.276105,0,0,0,195.222
107,80,3,5,1,1,2,1,2,0.444444,0.444444,0.444444,1.18027,0.286446,0,0,0,197.444
107,81,3,1,1,1,2,1,2,0.222222,0.222222,0.555556,0.540971,0.258735,0,0,0,197.667
107,82,3,5,1,2,1,2,1,0.444444,0,0.444444,0.713914,0.247379,0,0,0,199.889
107,83,3,1,1,2,1,1,2,0.555556,0.111111,0.555556,1.12822,0.339022,0,0,0,200.444
107,84,3,5,2,2,3,4,3,0.666667,0.333333,0.666667,0.730794,0.240165,0,0,0,203.778
107,85,3,5,2,2,3,4,3,0.666667,0.666667,0.666667,0.460839,0.313673,0,0,0,207.111
107,86,3,5,2,2,3,3,4,0.333333,0.777778,0.333333,0.571804,0.366889,0,0,0,208.778
107,87,3,5,1,1,2,2,1,0.333333,0.333333,0.555556,0.790281,0.372552,0,0,0,210.444
107,88,3,5,1,2,1,2,1,0.444444,0.333333,0.444444,0.686615,0.266084,0,0,0,212.667
107,89,3,1,1,2,1,1,2,0.444444,0.444444,0.444444,0.475744,0.362391,0,0,0,213.111
107,90,3,5,1,2,1,1,2,0.222222,0.888889,0.222222,0.515436,0.516329,0,0,0,214.222
107,91,3,1,1,1,2,1,2,0.777778,0.777778,0,0.626351,0.315473,0,0,0,215
107,92,3,1,1,1,2,2,1,0.555556,0.555556,0.111111,0.510975,0.230666,0,0,0,215.556
107,93,3,5,1,1,2,1,2,0.444444,0.444444,0.555556,0.612985,0.329585,0,0,0,217.778
107,94,3,5,1,1,2,1,2,0.444444,0.444444,0.333333,0.467173,0.362182,0,0,0,220
107,95,3,1,2,1,4,4,3,0.111111,0.111111,0.888889,0.903314,0.244008,0,0,0,220.111
107,96,3,1,1,2,1,2,1,0.888889,0.333333,0.888889,0.596326,0.233969,0,0,0,221
107,97,3,1,2,2,3,3,4,0.888889,0.111111,0.888889,1.08344,0.426656,0,0,0,221.889
107,98,3,5,1,2,1,2,1,0.666667,0.444444,0.666667,1.15111,0.307579,0,0,0,225.222
