choice,rt,task,ppt,feedback,safe_magnitudes,risky_magnitudes,optimal,risky_probability,ambiguity,attempt,rt_flip
0,0.607,2,68,42,0.42,0.8,1,0.5,0,1,0.607
0,1.24,2,68,-40,-0.4,-0.88,1,0.5,1,1,1.24
0,0.624,2,68,-50,-0.5,-0.62,0,0.5,1,1,-0.624
1,0.691,2,68,-82,-0.53,-0.82,1,0.5,1,1,0.691
0,0.742,2,68,53,0.53,0.82,1,0.5,0,1,0.742
0,1.423,2,68,-43,-0.43,-0.77,0,0.5,0,1,-1.423
0,1.458,2,68,35,0.35,0.91,0,0.5,1,1,-1.458
1,0.941,2,68,0,0.52,0.86,0,0.5,1,1,-0.941
1,1.229,2,68,-103,-0.45,-1.03,0,0.5,0,1,-1.229
1,1.041,2,68,0,0.35,0.98,1,0.5,0,1,1.041
0,2.34,2,68,-33,-0.33,-0.84,1,0.5,1,1,2.34
1,2.318,2,69,0,-0.47,-1.13,0,0.5,0,1,-2.318
0,1.018,2,69,50,0.5,0.7,1,0.5,0,1,1.018
1,3.568,2,69,0,-0.3,-0.5,1,0.5,1,1,3.568
0,5.619,2,69,-55,-0.55,-1.62,1,0.5,0,1,5.619
1,2.718,2,69,-65,-0.41,-0.65,1,0.5,0,1,2.718
0,1.65,2,69,-40,-0.4,-0.8,1,0.5,0,1,1.65
1,2.951,2,69,-151,-0.55,-1.51,0,0.5,1,1,-2.951
0,1.018,2,69,49,0.49,1.03,0,0.5,1,1,-1.018
1,3.468,2,69,-102,-0.53,-1.02,1,0.5,1,1,3.468
0,1.083,2,69,38,0.38,0.8,0,0.5,0,1,-1.083
0,1.1,2,69,38,0.38,0.72,1,0.5,1,1,1.1
0,2.752,2,69,54,0.54,0.94,1,0.5,1,1,2.752
1,1.851,2,69,-86,-0.54,-0.86,1,0.5,0,1,1.851
0,1.134,2,69,51,0.51,1.22,0,0.5,1,1,-1.134
1,1.493,2,69,0,-0.46,-0.36,1,0.5,0,1,1.493
1,1.784,2,69,0,0.53,1.4,1,0.5,0,1,1.784
1,2.303,2,69,62,0.3,0.62,1,0.5,1,1,2.303
1,1.092,2,69,0,0.41,0.65,0,0.5,1,1,-1.092
0,2.986,2,69,-51,-0.51,-0.82,0,0.5,0,1,-2.986
0,3.318,2,69,-47,-0.47,-1.41,1,0.5,1,1,3.318
1,1.174,2,69,59,0.36,0.59,0,0.5,0,1,-1.174
1,1.251,2,69,0,0.37,0.77,1,0.5,1,1,1.251
1,1.851,2,69,-72,-0.42,-0.72,1,0.5,1,1,1.851
0,0.951,2,69,53,0.53,1.62,0,0.5,1,1,-0.951
0,1.543,2,69,-35,-0.35,-1.05,1,0.5,0,1,1.543
1,2.502,2,69,0,-0.34,-0.49,1,0.5,1,1,2.502
1,2.018,2,69,0,-0.45,-0.71,1,0.5,1,1,2.018
1,1.25,2,69,84,0.35,0.84,1,0.5,0,1,1.25
1,2.317,2,69,0,0.41,0.65,0,0.5,0,1,-2.317
0,1.084,2,69,42,0.42,0.39,1,0.5,1,1,1.084
0,5.002,2,69,-35,-0.35,-0.91,1,0.5,1,1,5.002
1,1.234,2,69,-38,-0.46,-0.38,1,0.5,1,1,1.234
0,2.268,2,69,-38,-0.38,-0.54,0,0.5,0,1,-2.268
1,0.967,2,69,0,0.49,1.22,1,0.5,0,1,0.967
1,2.568,2,69,0,0.3,0.68,1,0.5,0,1,2.568
1,1.876,2,69,0,-0.5,-0.86,1,0.5,1,1,1.876
1,1.617,2,69,0,0.38,0.59,0,0.5,1,1,-1.617
0,2.285,2,69,-32,-0.32,-0.62,0,0.5,0,1,-2.285
0,1.277,2,69,42,0.42,0.39,1,0.5,0,1,1.277
1,1.468,2,69,92,0.53,0.92,0,0.5,0,1,-1.468
1,1.685,2,70,0,-0.34,-0.54,1,0.5,1,1,1.685
0,3.269,2,70,52,0.52,0.78,1,0.5,1,1,3.269
1,1.461,2,70,0,0.45,1.22,1,0.5,1,1,1.461
1,1.871,2,70,88,0.38,0.88,1,0.5,0,1,1.871
1,2.137,2,70,0,-0.3,-0.74,0,0.5,0,1,-2.137
1,1.551,2,70,-39,-0.46,-0.39,1,0.5,0,1,1.551
1,1.637,2,70,0,0.41,0.71,0,0.5,1,1,-1.637
1,2.245,2,70,-119,-0.53,-1.19,0,0.5,1,1,-2.245
1,1.463,2,70,-39,-0.42,-0.39,1,0.5,1,1,1.463
1,2.055,2,70,0,-0.45,-0.77,1,0.5,1,1,2.055
1,1.738,2,70,-80,-0.42,-0.8,1,0.5,1,1,1.738
1,1.625,2,70,151,0.55,1.51,1,0.5,1,1,1.625
1,2.666,2,70,0,-0.5,-0.62,1,0.5,1,1,2.666
0,1.245,2,70,-55,-0.55,-1.51,1,0.5,0,1,1.245
0,3.253,2,70,38,0.38,0.59,1,0.5,0,1,3.253
1,1.177,2,70,0,0.55,1.62,1,0.5,0,1,1.177
1,1.503,2,70,50,0.32,0.5,0,0.5,1,1,-1.503
1,2.557,2,70,-122,-0.53,-1.22,0,0.5,1,1,-2.557
1,1.281,2,70,-62,-0.32,-0.62,1,0.5,1,1,1.281
1,1.236,2,70,49,0.36,0.49,0,0.5,1,1,-1.236
0,1.284,2,70,-51,-0.51,-1.02,1,0.5,0,1,1.284
1,1.253,2,70,-84,-0.33,-0.84,0,0.5,1,1,-1.253
1,1.024,2,70,0,-0.37,-0.77,0,0.5,0,1,-1.024
1,1.27,2,70,0,-0.41,-0.52,1,0.5,0,1,1.27
0,1.52,2,70,-45,-0.45,-1.32,1,0.5,0,1,1.52
0,1.654,2,70,53,0.53,1.12,0,0.5,1,1,-1.654
1,1.124,2,70,-72,-0.42,-0.72,1,0.5,0,1,1.124
0,2.457,2,70,-34,-0.34,-0.59,0,0.5,0,1,-2.457
1,1.478,2,70,0,0.37,0.84,1,0.5,0,1,1.478
0,1.169,2,70,44,0.44,0.36,1,0.5,1,1,1.169
1,1.263,2,70,77,0.35,0.77,1,0.5,1,1,1.263
1,1.152,2,70,0,0.45,1.13,1,0.5,0,1,1.152
1,1.402,2,70,0,0.4,0.72,0,0.5,1,1,-1.402
1,1.47,2,70,78,0.5,0.78,0,0.5,0,1,-1.47
1,2.196,2,70,-70,-0.5,-0.7,1,0.5,0,1,2.196
0,3.184,2,70,-49,-0.49,-1.22,1,0.5,1,1,3.184
0,1.446,2,70,49,0.49,0.82,1,0.5,0,1,1.446
0,1.401,2,70,42,0.42,0.39,1,0.5,0,1,1.401
1,1.403,2,70,0,0.3,0.56,0,0.5,0,1,-1.403
1,1.134,2,70,0,0.43,0.77,0,0.5,0,1,-1.134
0,3.382,2,71,34,0.34,0.59,1,0.5,0,1,3.382
1,4.952,2,71,-62,-0.5,-0.62,1,0.5,0,1,4.952
1,1.685,2,71,132,0.49,1.32,1,0.5,0,1,1.685
0,2.229,2,71,-38,-0.38,-0.59,0,0.5,0,1,-2.229
0,5.393,2,71,35,0.35,1.05,0,0.5,1,1,-5.393
1,2.654,2,71,0,0.36,0.65,0,0.5,1,1,-2.654
1,1.472,2,71,0,-0.37,-1.05,0,0.5,1,1,-1.472
0,1.683,2,71,55,0.55,1.19,0,0.5,1,1,-1.683
1,2.584,2,71,105,0.35,1.05,1,0.5,0,1,2.584
1,2.831,2,71,-38,-0.46,-0.38,1,0.5,0,1,2.831
1,6.299,2,71,0,-0.52,-0.7,1,0.5,1,1,6.299
0,2.46,2,71,-49,-0.49,-1.12,1,0.5,1,1,2.46
0,4.185,2,71,-41,-0.41,-0.52,0,0.5,0,1,-4.185
0,2.448,2,71,-51,-0.51,-1.12,1,0.5,0,1,2.448
0,3.15,2,71,43,0.43,0.71,1,0.5,1,1,3.15
0,1.718,2,71,-49,-0.49,-1.41,1,0.5,0,1,1.718
0,3.82,2,71,49,0.49,1.03,0,0.5,1,1,-3.82
0,1.852,2,71,55,0.55,1.19,0,0.5,0,1,-1.852
0,2.235,2,71,-45,-0.45,-0.71,0,0.5,1,1,-2.235
0,3.256,2,71,53,0.53,1.22,0,0.5,0,1,-3.256
1,3.651,2,71,68,0.3,0.68,1,0.5,0,1,3.651
1,2.007,2,71,96,0.38,0.96,1,0.5,1,1,2.007
0,1.81,2,71,-35,-0.35,-0.77,1,0.5,0,1,1.81
0,1.578,2,71,30,0.3,0.5,1,0.5,1,1,1.578
1,4.027,2,71,0,0.52,0.78,0,0.5,0,1,-4.027
1,2.193,2,71,-40,-0.46,-0.4,1,0.5,1,1,2.193
0,1.818,2,71,-55,-0.55,-1.62,1,0.5,0,1,1.818
1,3.112,2,71,0,0.52,0.7,0,0.5,1,1,-3.112
0,2.119,2,71,-40,-0.4,-0.64,0,0.5,0,1,-2.119
1,3.911,2,71,-65,-0.38,-0.65,1,0.5,1,1,3.911
0,2.561,2,71,42,0.42,0.88,0,0.5,0,1,-2.561
0,4.043,2,71,49,0.49,1.02,0,0.5,1,1,-4.043
0,2.095,2,71,-55,-0.55,-1.3,1,0.5,1,1,2.095
0,1.448,2,71,-40,-0.4,-0.96,1,0.5,1,1,1.448
0,1.47,2,71,-49,-0.49,-1.03,1,0.5,1,1,1.47
0,2.184,2,71,46,0.46,0.38,1,0.5,1,1,2.184
0,1.917,2,71,-30,-0.3,-0.56,0,0.5,1,1,-1.917
1,2.893,2,71,0,-0.32,-0.5,1,0.5,0,1,2.893
0,1.522,2,71,46,0.46,0.36,1,0.5,0,1,1.522
1,1.685,2,71,0,0.41,0.77,0,0.5,0,1,-1.685
1,4.82,2,72,0,-0.45,-1.41,0,0.5,1,1,-4.82
1,3.735,2,72,0,-0.42,-0.39,1,0.5,1,1,3.735
0,2.451,2,72,54,0.54,0.86,1,0.5,1,1,2.451
1,5.553,2,72,-78,-0.5,-0.78,1,0.5,1,1,5.553
0,2.635,2,72,-43,-0.43,-0.77,0,0.5,1,1,-2.635
1,2.635,2,72,-43,-0.38,-0.43,1,0.5,1,1,2.635
0,1.703,2,72,-30,-0.3,-0.5,0,0.5,1,1,-1.703
1,3.811,2,72,0,-0.4,-0.88,0,0.5,0,1,-3.811
0,2.009,2,72,42,0.42,0.38,1,0.5,0,1,2.009
0,2.885,2,72,38,0.38,0.65,1,0.5,0,1,2.885
1,1.402,2,72,0,0.3,0.5,0,0.5,0,1,-1.402
0,2.218,2,72,-53,-0.53,-1.62,1,0.5,1,1,2.218
1,1.669,2,72,0,0.37,0.98,1,0.5,1,1,1.669
0,1.903,2,72,42,0.42,0.39,1,0.5,1,1,1.903
1,2.711,2,72,0,0.41,0.71,0,0.5,0,1,-2.711
1,1.534,2,72,0,0.54,0.94,0,0.5,0,1,-1.534
1,1.869,2,72,0,0.32,0.56,0,0.5,1,1,-1.869
1,2.218,2,72,-94,-0.52,-0.94,1,0.5,0,1,2.218
1,1.325,2,72,-39,-0.44,-0.39,1,0.5,0,1,1.325
1,1.577,2,72,122,0.45,1.22,1,0.5,1,1,1.577
1,3.503,2,72,0,0.53,1.19,1,0.5,0,1,3.503
0,1.136,2,72,-38,-0.38,-0.64,0,0.5,1,1,-1.136
1,1.717,2,72,77,0.33,0.77,1,0.5,0,1,1.717
1,3.435,2,72,-58,-0.41,-0.58,1,0.5,0,1,3.435
1,1.199,2,72,0,0.41,0.65,0,0.5,1,1,-1.199
1,1.118,2,72,102,0.51,1.02,1,0.5,0,1,1.118
0,1.35,2,72,36,0.36,0.43,1,0.5,1,1,1.35
1,1.401,2,72,162,0.55,1.62,1,0.5,1,1,1.401
0,1.36,2,72,-49,-0.49,-1.02,1,0.5,1,1,1.36
0,1.0,2,72,-55,-0.55,-1.62,1,0.5,0,1,1.0
0,2.586,2,72,-33,-0.33,-0.84,1,0.5,0,1,2.586
1,1.493,2,72,0,0.49,1.02,1,0.5,1,1,1.493
0,2.812,2,72,-53,-0.53,-0.92,0,0.5,0,1,-2.812
1,1.568,2,72,88,0.38,0.88,1,0.5,1,1,1.568
0,1.15,2,72,-32,-0.32,-0.74,1,0.5,0,1,1.15
0,2.034,2,72,47,0.47,1.03,0,0.5,0,1,-2.034
0,1.317,2,72,-47,-0.47,-1.13,1,0.5,0,1,1.317
0,0.918,2,72,-35,-0.35,-0.98,1,0.5,1,1,0.918
1,1.318,2,72,0,0.4,0.88,1,0.5,0,1,1.318
0,1.134,2,72,-36,-0.36,-0.65,0,0.5,0,1,-1.134
0,3.487,2,73,53,0.53,1.22,0,0.5,1,1,-3.487
0,4.317,2,73,43,0.43,0.52,1,0.5,0,1,4.317
1,6.454,2,73,-102,-0.53,-1.02,1,0.5,1,1,6.454
1,8.926,2,73,141,0.47,1.41,1,0.5,1,1,8.926
0,5.309,2,73,-37,-0.37,-0.98,1,0.5,0,1,5.309
1,4.787,2,73,0,0.43,0.71,0,0.5,1,1,-4.787
0,4.243,2,73,-53,-0.53,-1.4,1,0.5,1,1,4.243
1,7.284,2,73,-72,-0.42,-0.72,1,0.5,1,1,7.284
1,6.876,2,73,0,-0.55,-1.62,0,0.5,0,1,-6.876
1,4.509,2,73,72,0.42,0.72,0,0.5,1,1,-4.509
1,3.301,2,73,0,-0.46,-0.38,1,0.5,0,1,3.301
1,2.826,2,73,84,0.33,0.84,1,0.5,1,1,2.826
0,2.235,2,73,-32,-0.32,-0.74,1,0.5,1,1,2.235
1,3.725,2,73,-36,-0.46,-0.36,1,0.5,1,1,3.725
0,2.434,2,73,-36,-0.36,-0.49,0,0.5,1,1,-2.434
1,3.142,2,73,-58,-0.41,-0.58,1,0.5,0,1,3.142
1,2.9,2,73,0,0.51,1.12,1,0.5,0,1,2.9
0,2.037,2,73,54,0.54,0.62,1,0.5,0,1,2.037
0,1.758,2,73,38,0.38,0.49,1,0.5,1,1,1.758
0,2.322,2,73,52,0.52,0.78,1,0.5,1,1,2.322
0,1.801,2,73,-50,-0.5,-0.62,0,0.5,1,1,-1.801
0,2.121,2,73,-49,-0.49,-1.03,1,0.5,0,1,2.121
1,2.47,2,73,-82,-0.51,-0.82,1,0.5,0,1,2.47
0,3.184,2,73,53,0.53,1.62,0,0.5,1,1,-3.184
0,1.918,2,73,-37,-0.37,-0.91,1,0.5,1,1,1.918
1,2.376,2,73,-80,-0.42,-0.8,1,0.5,0,1,2.376
1,2.035,2,73,130,0.55,1.3,1,0.5,0,1,2.035
0,1.517,2,73,-30,-0.3,-0.62,1,0.5,0,1,1.517
0,2.593,2,73,32,0.32,0.74,0,0.5,1,1,-2.593
1,3.001,2,73,0,-0.38,-0.43,1,0.5,0,1,3.001
1,7.659,2,73,68,0.32,0.68,1,0.5,0,1,7.659
0,2.825,2,73,47,0.47,1.03,0,0.5,0,1,-2.825
1,3.876,2,73,0,-0.5,-0.78,1,0.5,0,1,3.876
0,2.653,2,73,35,0.35,0.91,0,0.5,0,1,-2.653
0,1.996,2,73,44,0.44,0.39,1,0.5,0,1,1.996
0,3.858,2,73,34,0.34,0.49,1,0.5,0,1,3.858
0,5.651,2,73,-45,-0.45,-1.32,1,0.5,1,1,5.651
1,3.292,2,73,37,0.44,0.37,0,0.5,1,1,-3.292
0,1.434,2,74,47,0.47,1.13,0,0.5,1,1,-1.434
0,1.631,2,74,32,0.32,0.5,1,0.5,1,1,1.631
1,3.223,2,74,103,0.49,1.03,1,0.5,0,1,3.223
0,4.514,2,74,-37,-0.37,-0.77,1,0.5,0,1,4.514
1,2.081,2,74,-38,-0.44,-0.38,1,0.5,1,1,2.081
1,2.49,2,74,-36,-0.44,-0.36,1,0.5,0,1,2.49
0,1.831,2,74,55,0.55,1.3,0,0.5,0,1,-1.831
0,2.647,2,74,38,0.38,0.64,1,0.5,0,1,2.647
0,4.864,2,74,37,0.37,0.84,0,0.5,1,1,-4.864
1,1.465,2,74,0,-0.38,-0.43,1,0.5,0,1,1.465
0,1.758,2,74,53,0.53,0.92,1,0.5,1,1,1.758
0,3.308,2,74,-40,-0.4,-0.88,1,0.5,0,1,3.308
0,1.399,2,74,52,0.52,0.86,1,0.5,0,1,1.399
0,1.215,2,74,-45,-0.45,-1.13,1,0.5,1,1,1.215
0,1.692,2,74,36,0.36,0.54,1,0.5,1,1,1.692
1,1.465,2,74,-58,-0.41,-0.58,1,0.5,0,1,1.465
1,2.473,2,74,0,0.35,0.84,1,0.5,0,1,2.473
1,1.523,2,74,0,-0.52,-0.62,1,0.5,0,1,1.523
0,1.931,2,74,43,0.43,0.58,1,0.5,0,1,1.931
1,3.448,2,74,-78,-0.5,-0.78,1,0.5,1,1,3.448
0,1.781,2,74,-51,-0.51,-1.12,1,0.5,1,1,1.781
1,1.964,2,74,-58,-0.41,-0.58,1,0.5,1,1,1.964
0,1.241,2,74,-55,-0.55,-1.62,1,0.5,1,1,1.241
0,1.749,2,74,-47,-0.47,-1.41,1,0.5,0,1,1.749
1,1.922,2,74,-80,-0.42,-0.8,1,0.5,1,1,1.922
0,1.799,2,74,45,0.45,0.77,1,0.5,1,1,1.799
0,1.074,2,74,42,0.42,0.37,1,0.5,0,1,1.074
1,3.69,2,74,-65,-0.34,-0.65,1,0.5,1,1,3.69
0,2.439,2,74,30,0.3,0.68,0,0.5,0,1,-2.439
1,3.255,2,74,-91,-0.35,-0.91,0,0.5,1,1,-3.255
1,2.372,2,74,-56,-0.32,-0.56,1,0.5,0,1,2.372
0,1.825,2,74,-53,-0.53,-1.62,1,0.5,0,1,1.825
0,1.065,2,74,40,0.4,0.64,1,0.5,1,1,1.065
0,1.215,2,74,42,0.42,0.38,1,0.5,1,1,1.215
1,1.74,2,74,54,0.34,0.54,0,0.5,0,1,-1.74
1,1.948,2,74,0,0.53,1.4,1,0.5,1,1,1.948
0,1.423,2,74,-51,-0.51,-1.02,1,0.5,0,1,1.423
1,2.058,2,74,0,-0.3,-0.5,1,0.5,1,1,2.058
0,2.022,2,74,54,0.54,0.86,1,0.5,1,1,2.022
1,1.606,2,74,102,0.49,1.02,1,0.5,0,1,1.606
1,2.289,2,75,0,0.4,0.96,1,0.5,0,1,2.289
0,2.314,2,75,50,0.5,0.94,1,0.5,1,1,2.314
1,1.621,2,75,77,0.37,0.77,1,0.5,1,1,1.621
1,3.613,2,75,-132,-0.45,-1.32,0,0.5,0,1,-3.613
1,1.484,2,75,141,0.49,1.41,1,0.5,1,1,1.484
1,2.088,2,75,0,-0.46,-0.4,1,0.5,1,1,2.088
1,2.362,2,75,-38,-0.42,-0.38,1,0.5,0,1,2.362
0,2.429,2,75,-38,-0.38,-0.59,0,0.5,0,1,-2.429
0,1.396,2,75,38,0.38,0.54,1,0.5,1,1,1.396
0,2.921,2,75,43,0.43,0.58,1,0.5,0,1,2.921
0,1.771,2,75,38,0.38,0.43,1,0.5,0,1,1.771
1,1.262,2,75,0,0.55,1.3,1,0.5,1,1,1.262
1,1.04,2,75,0,0.47,1.03,1,0.5,0,1,1.04
1,4.513,2,75,0,-0.41,-0.71,1,0.5,0,1,4.513
1,1.137,2,75,0,0.4,0.88,1,0.5,1,1,1.137
1,1.863,2,75,-132,-0.49,-1.32,0,0.5,1,1,-1.863
1,2.421,2,75,-122,-0.51,-1.22,0,0.5,0,1,-2.421
0,1.246,2,75,-37,-0.37,-1.05,1,0.5,1,1,1.246
1,2.646,2,75,-62,-0.3,-0.62,0,0.5,0,1,-2.646
0,2.638,2,75,42,0.42,0.38,1,0.5,1,1,2.638
1,1.043,2,75,0,0.55,1.4,1,0.5,0,1,1.043
1,2.187,2,75,0,-0.53,-1.51,0,0.5,0,1,-2.187
1,4.437,2,75,0,-0.49,-0.82,1,0.5,1,1,4.437
1,1.321,2,75,68,0.32,0.68,1,0.5,1,1,1.321
0,0.755,2,75,46,0.46,0.4,1,0.5,0,1,0.755
0,1.946,2,75,54,0.54,0.78,1,0.5,0,1,1.946
0,1.119,2,75,-37,-0.37,-0.77,1,0.5,0,1,1.119
0,1.372,2,75,-54,-0.54,-0.7,0,0.5,0,1,-1.372
1,1.379,2,75,-65,-0.41,-0.65,1,0.5,1,1,1.379
1,1.387,2,75,0,0.51,1.02,1,0.5,0,1,1.387
1,1.08,2,75,0,0.33,0.91,1,0.5,0,1,1.08
1,0.914,2,75,58,0.41,0.58,0,0.5,1,1,-0.914
0,1.228,2,75,32,0.32,0.5,1,0.5,0,1,1.228
0,1.504,2,75,-55,-0.55,-1.62,1,0.5,1,1,1.504
1,1.654,2,75,0,-0.4,-0.64,1,0.5,1,1,1.654
0,1.52,2,75,-38,-0.38,-0.88,1,0.5,0,1,1.52
1,2.213,2,75,0,-0.3,-0.62,0,0.5,1,1,-2.213
1,2.296,2,75,-54,-0.38,-0.54,1,0.5,1,1,2.296
1,1.237,2,75,-70,-0.54,-0.7,1,0.5,1,1,1.237
1,1.388,2,75,92,0.53,0.92,0,0.5,1,1,-1.388
1,7.004,2,76,-68,-0.3,-0.68,0,0.5,1,1,-7.004
0,3.436,2,76,52,0.52,0.7,1,0.5,0,1,3.436
1,3.868,2,76,-113,-0.47,-1.13,0,0.5,1,1,-3.868
0,2.235,2,76,43,0.43,0.77,1,0.5,1,1,2.235
1,6.029,2,76,-130,-0.53,-1.3,0,0.5,1,1,-6.029
1,3.952,2,76,0,-0.34,-0.59,1,0.5,1,1,3.952
0,2.294,2,76,45,0.45,0.71,1,0.5,0,1,2.294
1,3.252,2,76,0,-0.51,-1.12,0,0.5,1,1,-3.252
1,2.301,2,76,0,-0.41,-0.77,1,0.5,1,1,2.301
1,3.053,2,76,0,-0.54,-0.78,1,0.5,1,1,3.053
1,5.009,2,76,105,0.37,1.05,1,0.5,0,1,5.009
0,1.184,2,76,49,0.49,0.82,1,0.5,1,1,1.184
0,1.484,2,76,38,0.38,0.59,1,0.5,1,1,1.484
0,3.419,2,76,46,0.46,0.36,1,0.5,0,1,3.419
0,6.872,2,76,-34,-0.34,-0.65,0,0.5,0,1,-6.872
1,5.553,2,76,-84,-0.33,-0.84,0,0.5,1,1,-5.553
1,3.085,2,76,122,0.47,1.22,1,0.5,0,1,3.085
0,2.777,2,76,47,0.47,1.41,0,0.5,1,1,-2.777
0,2.819,2,76,-32,-0.32,-0.74,1,0.5,0,1,2.819
0,1.747,2,76,32,0.32,0.74,0,0.5,1,1,-1.747
1,4.907,2,76,-40,-0.42,-0.4,1,0.5,1,1,4.907
1,3.653,2,76,0,0.55,1.3,1,0.5,0,1,3.653
0,3.051,2,76,-41,-0.41,-0.58,0,0.5,0,1,-3.051
1,2.151,2,76,-40,-0.44,-0.4,1,0.5,0,1,2.151
0,2.501,2,76,-47,-0.47,-1.22,1,0.5,0,1,2.501
0,5.035,2,76,-55,-0.55,-1.4,1,0.5,0,1,5.035
0,2.551,2,76,35,0.35,0.91,0,0.5,1,1,-2.551
0,1.817,2,76,50,0.5,0.7,1,0.5,1,1,1.817
0,3.095,2,76,42,0.42,0.88,0,0.5,0,1,-3.095
1,3.311,2,76,0,-0.4,-0.64,1,0.5,0,1,3.311
0,1.468,2,76,38,0.38,0.49,1,0.5,0,1,1.468
0,1.284,2,76,49,0.49,1.02,0,0.5,0,1,-1.284
1,4.268,2,76,-77,-0.35,-0.77,0,0.5,0,1,-4.268
0,1.117,2,76,46,0.46,0.36,1,0.5,1,1,1.117
0,1.434,2,76,38,0.38,0.72,1,0.5,1,1,1.434
0,2.745,2,76,-52,-0.52,-0.86,0,0.5,0,1,-2.745
1,3.554,2,76,-80,-0.4,-0.8,1,0.5,1,1,3.554
1,4.636,2,76,-92,-0.53,-0.92,1,0.5,0,1,4.636
0,1.886,2,76,32,0.32,0.5,1,0.5,0,1,1.886
0,2.284,2,76,55,0.55,1.62,0,0.5,1,1,-2.284
1,8.424,2,77,-68,-0.32,-0.68,0,0.5,1,1,-8.424
1,2.875,2,77,0,0.4,0.8,1,0.5,1,1,2.875
1,2.341,2,77,0,-0.53,-1.22,0,0.5,1,1,-2.341
1,3.89,2,77,-94,-0.52,-0.94,1,0.5,0,1,3.89
0,0.959,2,77,53,0.53,1.12,0,0.5,1,1,-0.959
0,0.84,2,77,34,0.34,0.59,1,0.5,0,1,0.84
1,1.855,2,77,-40,-0.42,-0.4,1,0.5,0,1,1.855
1,2.057,2,77,0,-0.4,-0.88,0,0.5,0,1,-2.057
0,0.724,2,77,33,0.33,0.77,0,0.5,1,1,-0.724
0,2.391,2,77,-55,-0.55,-1.19,1,0.5,0,1,2.391
1,5.741,2,77,-84,-0.37,-0.84,0,0.5,1,1,-5.741
1,1.258,2,77,122,0.49,1.22,1,0.5,0,1,1.258
0,0.741,2,77,37,0.37,0.98,0,0.5,0,1,-0.741
0,1.141,2,77,52,0.52,0.86,1,0.5,0,1,1.141
1,1.957,2,77,0,-0.45,-0.52,1,0.5,0,1,1.957
1,2.941,2,77,0,-0.54,-0.78,1,0.5,1,1,2.941
0,3.707,2,77,-32,-0.32,-0.5,0,0.5,0,1,-3.707
0,3.342,2,77,-49,-0.49,-1.22,1,0.5,1,1,3.342
1,1.841,2,77,-54,-0.36,-0.54,1,0.5,0,1,1.841
1,2.158,2,77,0,-0.55,-1.51,0,0.5,1,1,-2.158
0,0.791,2,77,43,0.43,0.52,1,0.5,1,1,0.791
1,2.09,2,77,65,0.34,0.65,0,0.5,1,1,-2.09
0,2.974,2,77,43,0.43,0.71,1,0.5,0,1,2.974
0,2.058,2,77,46,0.46,0.38,1,0.5,1,1,2.058
1,3.407,2,77,0,0.32,0.5,0,0.5,1,1,-3.407
1,1.44,2,77,0,0.5,0.86,0,0.5,1,1,-1.44
0,1.625,2,77,-36,-0.36,-0.54,0,0.5,1,1,-1.625
0,1.606,2,77,-37,-0.37,-0.77,1,0.5,0,1,1.606
0,0.691,2,77,55,0.55,1.3,0,0.5,1,1,-0.691
1,1.775,2,77,0,0.32,0.74,1,0.5,0,1,1.775
1,1.509,2,77,0,0.4,0.8,1,0.5,0,1,1.509
1,2.309,2,77,-141,-0.47,-1.41,0,0.5,0,1,-2.309
0,2.009,2,77,-40,-0.4,-0.72,0,0.5,1,1,-2.009
1,1.241,2,77,92,0.51,0.92,0,0.5,0,1,-1.241
1,2.791,2,77,0,0.55,1.62,1,0.5,0,1,2.791
1,1.39,2,77,-102,-0.53,-1.02,1,0.5,0,1,1.39
1,1.257,2,77,-36,-0.44,-0.36,1,0.5,1,1,1.257
0,2.107,2,77,46,0.46,0.37,1,0.5,0,1,2.107
1,1.742,2,77,0,0.47,1.03,1,0.5,1,1,1.742
1,2.358,2,77,0,-0.41,-0.65,1,0.5,1,1,2.358
1,5.754,2,78,0,0.49,1.13,1,0.5,0,1,5.754
0,2.863,2,78,41,0.41,0.52,1,0.5,1,1,2.863
1,5.396,2,78,-36,-0.44,-0.36,1,0.5,1,1,5.396
0,4.382,2,78,42,0.42,0.39,1,0.5,0,1,4.382
1,9.165,2,78,0,-0.45,-0.65,1,0.5,0,1,9.165
1,3.247,2,78,-96,-0.4,-0.96,0,0.5,1,1,-3.247
1,3.808,2,78,0,-0.3,-0.62,0,0.5,1,1,-3.808
1,4.015,2,78,-54,-0.34,-0.54,1,0.5,0,1,4.015
0,3.407,2,78,43,0.43,0.52,1,0.5,0,1,3.407
0,6.37,2,78,49,0.49,1.32,0,0.5,1,1,-6.37
1,5.7,2,78,-62,-0.3,-0.62,0,0.5,0,1,-5.7
1,2.983,2,78,0,0.42,0.72,0,0.5,0,1,-2.983
0,3.749,2,78,53,0.53,1.02,1,0.5,0,1,3.749
0,2.698,2,78,53,0.53,1.02,1,0.5,1,1,2.698
1,1.824,2,78,0,0.3,0.62,1,0.5,1,1,1.824
1,1.647,2,78,80,0.4,0.8,1,0.5,1,1,1.647
1,3.154,2,78,0,0.36,0.54,0,0.5,1,1,-3.154
1,5.072,2,78,0,-0.33,-1.05,0,0.5,0,1,-5.072
1,6.073,2,78,-140,-0.53,-1.4,0,0.5,1,1,-6.073
0,1.799,2,78,53,0.53,1.4,0,0.5,0,1,-1.799
0,1.932,2,78,55,0.55,1.4,0,0.5,1,1,-1.932
