choice,rt,task,ppt,feedback,safe_magnitudes,risky_magnitudes,optimal,risky_probability,ambiguity,attempt,rt_flip
1,5.224,2,1,-62,-0.32,-0.62,1,0.5,0,1,5.224
1,4.578,2,1,0,-0.35,-0.91,0,0.5,0,1,-4.578
0,3.355,2,1,47,0.47,1.03,0,0.5,1,1,-3.355
0,1.712,2,1,30,0.3,0.68,0,0.5,1,1,-1.712
0,1.622,2,1,34,0.34,0.54,1,0.5,1,1,1.622
0,3.271,2,1,55,0.55,1.3,0,0.5,0,1,-3.271
1,3.355,2,1,0,-0.55,-1.4,0,0.5,1,1,-3.355
0,1.17,2,1,49,0.49,1.12,0,0.5,1,1,-1.17
1,1.88,2,1,112,0.53,1.12,1,0.5,0,1,1.88
1,4.27,2,1,0,-0.51,-0.92,1,0.5,0,1,4.27
0,1.297,2,1,42,0.42,0.36,1,0.5,1,1,1.297
1,1.488,2,1,113,0.47,1.13,1,0.5,0,1,1.488
1,4.628,2,1,0,-0.42,-0.64,1,0.5,1,1,4.628
0,2.272,2,1,46,0.46,0.38,1,0.5,0,1,2.272
0,1.088,2,1,37,0.37,0.98,0,0.5,1,1,-1.088
0,2.272,2,1,52,0.52,0.78,1,0.5,0,1,2.272
1,2.313,2,1,-72,-0.42,-0.72,1,0.5,0,1,2.313
0,1.972,2,1,41,0.41,0.71,1,0.5,1,1,1.972
1,3.229,2,1,-78,-0.54,-0.78,1,0.5,0,1,3.229
1,1.681,2,1,0,-0.41,-0.71,1,0.5,1,1,1.681
0,1.813,2,1,40,0.4,0.96,0,0.5,0,1,-1.813
0,1.086,2,1,38,0.38,0.8,0,0.5,1,1,-1.086
0,1.421,2,1,41,0.41,0.77,1,0.5,0,1,1.421
1,4.42,2,1,0,-0.42,-0.4,1,0.5,1,1,4.42
0,5.13,2,1,-49,-0.49,-1.41,1,0.5,0,1,5.13
1,2.505,2,1,98,0.35,0.98,1,0.5,0,1,2.505
1,3.521,2,1,0,-0.41,-0.77,1,0.5,0,1,3.521
1,3.613,2,1,0,-0.42,-0.39,1,0.5,0,1,3.613
1,2.995,2,1,0,-0.47,-1.41,0,0.5,1,1,-2.995
1,3.314,2,1,0,-0.38,-0.54,1,0.5,0,1,3.314
0,1.247,2,1,-36,-0.36,-0.49,0,0.5,1,1,-1.247
0,2.147,2,1,30,0.3,0.62,0,0.5,0,1,-2.147
0,1.28,2,1,53,0.53,1.19,0,0.5,1,1,-1.28
1,3.338,2,1,-140,-0.55,-1.4,0,0.5,0,1,-3.338
0,2.279,2,1,-35,-0.35,-0.84,1,0.5,1,1,2.279
1,2.996,2,1,-70,-0.54,-0.7,1,0.5,1,1,2.996
1,2.721,2,1,0,-0.49,-1.22,0,0.5,1,1,-2.721
1,1.797,2,1,-62,-0.3,-0.62,0,0.5,1,1,-1.797
1,2.284,2,1,94,0.5,0.94,0,0.5,1,1,-2.284
1,2.371,2,1,59,0.34,0.59,0,0.5,0,1,-2.371
0,2.34,2,2,35,0.35,0.84,0,0.5,1,1,-2.34
0,2.008,2,2,52,0.52,0.86,1,0.5,1,1,2.008
1,3.325,2,2,-39,-0.46,-0.39,1,0.5,1,1,3.325
1,2.174,2,2,0,-0.33,-0.98,0,0.5,1,1,-2.174
0,2.74,2,2,43,0.43,0.77,1,0.5,1,1,2.74
1,2.808,2,2,-37,-0.42,-0.37,1,0.5,0,1,2.808
1,2.458,2,2,-52,-0.43,-0.52,1,0.5,1,1,2.458
0,4.959,2,2,-37,-0.37,-0.91,1,0.5,0,1,4.959
1,2.173,2,2,132,0.45,1.32,1,0.5,0,1,2.173
0,1.308,2,2,32,0.32,0.56,1,0.5,1,1,1.308
1,2.238,2,2,50,0.3,0.5,0,0.5,0,1,-2.238
0,1.24,2,2,51,0.51,0.82,1,0.5,0,1,1.24
1,1.673,2,2,80,0.38,0.8,1,0.5,1,1,1.673
0,2.058,2,2,42,0.42,0.72,1,0.5,0,1,2.058
0,1.856,2,2,50,0.5,0.7,1,0.5,0,1,1.856
0,7.091,2,2,-40,-0.4,-0.8,1,0.5,0,1,7.091
0,2.123,2,2,-34,-0.34,-0.54,0,0.5,0,1,-2.123
1,1.64,2,2,0,-0.51,-0.92,1,0.5,1,1,1.64
1,1.79,2,2,0,0.53,1.51,1,0.5,1,1,1.79
0,1.49,2,2,34,0.34,0.59,1,0.5,1,1,1.49
1,1.074,2,2,0,0.53,1.19,1,0.5,0,1,1.074
1,3.708,2,2,-86,-0.54,-0.86,1,0.5,0,1,3.708
0,1.458,2,2,38,0.38,0.54,1,0.5,0,1,1.458
0,1.056,2,2,42,0.42,0.39,1,0.5,1,1,1.056
1,3.135,2,2,0,-0.34,-0.59,1,0.5,1,1,3.135
1,2.875,2,2,98,0.37,0.98,1,0.5,0,1,2.875
1,2.056,2,2,0,-0.54,-0.78,1,0.5,1,1,2.056
1,1.573,2,2,-72,-0.42,-0.72,1,0.5,1,1,1.573
0,2.056,2,2,-45,-0.45,-1.03,1,0.5,0,1,2.056
0,1.64,2,2,-53,-0.53,-1.62,1,0.5,0,1,1.64
0,2.69,2,2,-51,-0.51,-1.02,1,0.5,0,1,2.69
0,2.757,2,2,-49,-0.49,-1.03,1,0.5,1,1,2.757
0,1.773,2,2,-55,-0.55,-1.4,1,0.5,1,1,1.773
1,1.958,2,2,0,-0.41,-0.58,1,0.5,0,1,1.958
1,1.837,2,2,0,-0.32,-0.56,1,0.5,1,1,1.837
1,1.122,2,2,0,-0.3,-0.56,1,0.5,0,1,1.122
0,1.857,2,2,53,0.53,0.92,1,0.5,1,1,1.857
1,1.606,2,2,0,0.43,0.71,0,0.5,0,1,-1.606
1,1.257,2,2,0,0.47,1.03,1,0.5,1,1,1.257
0,1.357,2,2,46,0.46,0.39,1,0.5,0,1,1.357
0,1.18,2,3,42,0.42,0.39,1,0.5,0,1,1.18
0,3.532,2,3,33,0.33,0.98,0,0.5,1,1,-3.532
0,2.182,2,3,30,0.3,0.56,1,0.5,0,1,2.182
1,3.324,2,3,-59,-0.36,-0.59,1,0.5,0,1,3.324
0,1.765,2,3,-55,-0.55,-1.4,1,0.5,0,1,1.765
0,2.772,2,3,-49,-0.49,-1.32,1,0.5,1,1,2.772
1,3.266,2,3,0,0.43,0.77,0,0.5,0,1,-3.266
1,1.823,2,3,0,-0.42,-0.4,1,0.5,0,1,1.823
1,2.18,2,3,-65,-0.38,-0.65,1,0.5,1,1,2.18
0,1.114,2,3,-50,-0.5,-0.94,0,0.5,0,1,-1.114
0,1.223,2,3,-49,-0.49,-1.32,1,0.5,0,1,1.223
0,1.763,2,3,54,0.54,0.62,1,0.5,1,1,1.763
0,1.272,2,3,-41,-0.41,-0.58,0,0.5,0,1,-1.272
0,1.323,2,3,45,0.45,0.58,1,0.5,1,1,1.323
1,2.213,2,3,0,0.42,0.96,1,0.5,1,1,2.213
0,1.164,2,3,-32,-0.32,-0.62,0,0.5,0,1,-1.164
0,1.732,2,3,-38,-0.38,-0.8,1,0.5,1,1,1.732
0,1.35,2,3,49,0.49,1.03,0,0.5,0,1,-1.35
0,1.489,2,3,49,0.49,1.02,0,0.5,0,1,-1.489
1,1.484,2,3,0,0.55,1.62,1,0.5,1,1,1.484
0,1.024,2,3,-53,-0.53,-1.12,1,0.5,0,1,1.024
0,1.548,2,3,-53,-0.53,-1.22,1,0.5,1,1,1.548
0,0.897,2,3,38,0.38,0.64,1,0.5,0,1,0.897
0,1.321,2,3,-42,-0.42,-0.64,0,0.5,0,1,-1.321
0,1.106,2,3,32,0.32,0.62,1,0.5,1,1,1.106
0,2.173,2,3,46,0.46,0.39,1,0.5,1,1,2.173
0,1.497,2,3,-45,-0.45,-0.71,0,0.5,1,1,-1.497
0,1.102,2,3,53,0.53,1.3,0,0.5,0,1,-1.102
0,0.941,2,3,-33,-0.33,-0.98,1,0.5,0,1,0.941
0,0.906,2,3,49,0.49,1.03,0,0.5,1,1,-0.906
0,0.973,2,3,54,0.54,0.62,1,0.5,0,1,0.973
1,1.619,2,3,84,0.33,0.84,1,0.5,0,1,1.619
0,0.897,2,3,-53,-0.53,-1.51,1,0.5,1,1,0.897
0,0.84,2,3,38,0.38,0.65,1,0.5,1,1,0.84
0,0.939,2,3,-37,-0.37,-1.05,1,0.5,1,1,0.939
0,0.897,2,3,53,0.53,1.02,1,0.5,1,1,0.897
0,0.881,2,3,36,0.36,0.54,1,0.5,0,1,0.881
0,0.857,2,3,-30,-0.3,-0.5,0,0.5,1,1,-0.857
1,1.522,2,3,-36,-0.42,-0.36,1,0.5,1,1,1.522
0,1.027,2,3,-50,-0.5,-0.86,0,0.5,1,1,-1.027
0,1.94,2,4,40,0.4,0.8,1,0.5,0,1,1.94
0,1.576,2,4,38,0.38,0.72,1,0.5,1,1,1.576
0,0.858,2,4,38,0.38,0.43,1,0.5,1,1,0.858
0,1.692,2,4,-55,-0.55,-1.19,1,0.5,0,1,1.692
1,4.677,2,4,0,0.49,1.22,1,0.5,1,1,4.677
0,0.808,2,4,45,0.45,0.65,1,0.5,1,1,0.808
1,2.191,2,4,0,-0.42,-0.39,1,0.5,0,1,2.191
0,3.206,2,4,-49,-0.49,-0.82,0,0.5,1,1,-3.206
1,1.241,2,4,0,0.49,1.41,1,0.5,0,1,1.241
0,1.641,2,4,-38,-0.38,-0.72,0,0.5,1,1,-1.641
0,0.774,2,4,38,0.38,0.43,1,0.5,0,1,0.774
0,0.674,2,4,35,0.35,0.91,0,0.5,1,1,-0.674
0,0.64,2,4,55,0.55,1.51,0,0.5,0,1,-0.64
0,0.79,2,4,53,0.53,1.62,0,0.5,1,1,-0.79
1,3.224,2,4,-94,-0.54,-0.94,1,0.5,0,1,3.224
1,1.558,2,4,0,-0.37,-0.84,0,0.5,1,1,-1.558
1,3.841,2,4,-50,-0.3,-0.5,1,0.5,1,1,3.841
1,2.774,2,4,0,0.43,0.77,0,0.5,0,1,-2.774
0,0.624,2,4,35,0.35,0.84,0,0.5,0,1,-0.624
0,1.006,2,4,-45,-0.45,-1.13,1,0.5,0,1,1.006
0,0.688,2,4,50,0.5,0.94,1,0.5,0,1,0.688
0,0.474,2,4,54,0.54,0.62,1,0.5,1,1,0.474
0,0.874,2,4,30,0.3,0.56,1,0.5,0,1,0.874
0,1.058,2,4,-55,-0.55,-1.51,1,0.5,1,1,1.058
1,1.873,2,4,-43,-0.36,-0.43,1,0.5,0,1,1.873
1,2.259,2,4,0,-0.47,-1.32,0,0.5,1,1,-2.259
0,1.459,2,4,-38,-0.38,-0.72,0,0.5,0,1,-1.459
0,0.658,2,4,44,0.44,0.39,1,0.5,1,1,0.658
0,0.742,2,4,53,0.53,1.22,0,0.5,1,1,-0.742
0,0.74,2,4,42,0.42,0.4,1,0.5,0,1,0.74
0,1.257,2,4,-30,-0.3,-0.68,1,0.5,0,1,1.257
0,2.507,2,4,-33,-0.33,-0.84,1,0.5,0,1,2.507
1,1.141,2,4,-62,-0.5,-0.62,1,0.5,1,1,1.141
1,1.658,2,4,74,0.3,0.74,1,0.5,1,1,1.658
1,2.023,2,4,-112,-0.49,-1.12,0,0.5,0,1,-2.023
1,0.958,2,4,-36,-0.44,-0.36,1,0.5,1,1,0.958
1,2.207,2,4,-71,-0.43,-0.71,1,0.5,1,1,2.207
1,1.174,2,4,0,-0.38,-0.65,1,0.5,1,1,1.174
1,1.225,2,4,0,0.53,0.82,0,0.5,0,1,-1.225
1,1.089,2,4,-65,-0.43,-0.65,1,0.5,0,1,1.089
0,1.62,2,5,49,0.49,1.02,0,0.5,0,1,-1.62
1,2.862,2,5,0,-0.5,-0.7,1,0.5,1,1,2.862
1,3.727,2,5,-65,-0.38,-0.65,1,0.5,0,1,3.727
0,1.389,2,5,44,0.44,0.36,1,0.5,0,1,1.389
1,2.339,2,5,0,-0.47,-1.22,0,0.5,1,1,-2.339
0,3.074,2,5,-51,-0.51,-1.12,1,0.5,0,1,3.074
1,3.03,2,5,-96,-0.38,-0.96,0,0.5,0,1,-3.03
1,2.749,2,5,62,0.32,0.62,0,0.5,1,1,-2.749
1,1.334,2,5,-50,-0.32,-0.5,1,0.5,1,1,1.334
0,1.09,2,5,45,0.45,1.41,0,0.5,0,1,-1.09
1,1.999,2,5,0,-0.42,-0.36,1,0.5,0,1,1.999
0,1.259,2,5,-32,-0.32,-0.62,0,0.5,0,1,-1.259
0,1.176,2,5,-35,-0.35,-0.77,1,0.5,0,1,1.176
1,1.438,2,5,84,0.33,0.84,1,0.5,0,1,1.438
0,2.825,2,5,45,0.45,1.13,0,0.5,1,1,-2.825
0,1.84,2,5,53,0.53,1.62,0,0.5,0,1,-1.84
1,1.82,2,5,-37,-0.44,-0.37,1,0.5,1,1,1.82
0,1.169,2,5,-38,-0.38,-0.88,1,0.5,1,1,1.169
1,1.948,2,5,0,-0.41,-0.71,1,0.5,1,1,1.948
0,1.758,2,5,-53,-0.53,-1.3,1,0.5,1,1,1.758
0,2.674,2,5,-41,-0.41,-0.58,0,0.5,0,1,-2.674
1,2.747,2,5,59,0.36,0.59,0,0.5,0,1,-2.747
0,1.833,2,5,46,0.46,0.39,1,0.5,1,1,1.833
1,2.693,2,5,162,0.55,1.62,1,0.5,1,1,2.693
1,1.79,2,5,88,0.4,0.88,1,0.5,0,1,1.79
0,1.785,2,5,41,0.41,0.52,1,0.5,1,1,1.785
0,3.156,2,5,38,0.38,0.65,1,0.5,1,1,3.156
1,1.672,2,5,0,0.3,0.74,1,0.5,0,1,1.672
0,1.292,2,5,-33,-0.33,-0.91,1,0.5,1,1,1.292
1,2.157,2,5,0,0.37,1.05,1,0.5,1,1,2.157
0,0.798,2,5,54,0.54,0.7,1,0.5,1,1,0.798
1,1.518,2,5,-122,-0.51,-1.22,0,0.5,1,1,-1.518
0,2.079,2,5,-47,-0.47,-1.13,1,0.5,0,1,2.079
0,1.559,2,5,-53,-0.53,-1.4,1,0.5,0,1,1.559
0,2.448,2,5,41,0.41,0.71,1,0.5,0,1,2.448
0,1.098,2,5,54,0.54,0.78,1,0.5,0,1,1.098
0,1.156,2,5,53,0.53,0.82,1,0.5,1,1,1.156
0,2.762,2,5,40,0.4,0.96,0,0.5,1,1,-2.762
1,2.568,2,5,0,-0.5,-0.7,1,0.5,0,1,2.568
0,2.824,2,6,53,0.53,1.02,1,0.5,1,1,2.824
0,2.055,2,6,38,0.38,0.59,1,0.5,0,1,2.055
1,3.039,2,6,-64,-0.38,-0.64,1,0.5,0,1,3.039
1,1.222,2,6,88,0.38,0.88,1,0.5,0,1,1.222
1,1.389,2,6,98,0.33,0.98,1,0.5,1,1,1.389
0,2.338,2,6,43,0.43,0.52,1,0.5,0,1,2.338
1,2.306,2,6,0,-0.42,-0.37,1,0.5,1,1,2.306
1,1.673,2,6,0,-0.42,-0.36,1,0.5,0,1,1.673
0,3.006,2,6,50,0.5,0.7,1,0.5,1,1,3.006
1,2.639,2,6,0,-0.5,-0.86,1,0.5,0,1,2.639
0,1.838,2,6,50,0.5,0.78,1,0.5,0,1,1.838
0,2.204,2,6,-55,-0.55,-1.3,1,0.5,0,1,2.204
0,1.522,2,6,55,0.55,1.62,0,0.5,1,1,-1.522
1,2.372,2,6,0,-0.41,-0.71,1,0.5,0,1,2.372
1,1.555,2,6,56,0.32,0.56,0,0.5,0,1,-1.555
1,0.888,2,6,0,0.41,0.52,0,0.5,1,1,-0.888
1,3.172,2,6,0,-0.49,-1.13,0,0.5,0,1,-3.172
1,1.989,2,6,-113,-0.47,-1.13,0,0.5,1,1,-1.989
1,1.522,2,6,0,-0.5,-0.78,1,0.5,1,1,1.522
0,2.538,2,6,46,0.46,0.38,1,0.5,1,1,2.538
1,1.039,2,6,119,0.53,1.19,1,0.5,0,1,1.039
0,1.755,2,6,-35,-0.35,-1.05,1,0.5,0,1,1.755
1,2.79,2,6,-54,-0.36,-0.54,1,0.5,1,1,2.79
1,1.955,2,6,-62,-0.3,-0.62,0,0.5,0,1,-1.955
0,2.204,2,6,36,0.36,0.65,1,0.5,1,1,2.204
1,2.572,2,6,96,0.42,0.96,1,0.5,1,1,2.572
1,1.438,2,6,0,-0.53,-1.3,0,0.5,1,1,-1.438
1,1.771,2,6,-77,-0.35,-0.77,0,0.5,1,1,-1.771
1,1.822,2,6,102,0.51,1.02,1,0.5,0,1,1.822
1,1.372,2,6,-52,-0.43,-0.52,1,0.5,1,1,1.372
1,1.123,2,6,-80,-0.4,-0.8,1,0.5,1,1,1.123
1,2.022,2,6,98,0.33,0.98,1,0.5,0,1,2.022
1,0.905,2,6,113,0.47,1.13,1,0.5,1,1,0.905
1,1.258,2,6,0,-0.36,-0.54,1,0.5,0,1,1.258
1,2.739,2,6,122,0.45,1.22,1,0.5,0,1,2.739
1,2.222,2,6,0,-0.49,-0.92,1,0.5,0,1,2.222
1,0.872,2,6,0,-0.3,-0.68,0,0.5,1,1,-0.872
0,1.355,2,6,30,0.3,0.56,1,0.5,1,1,1.355
1,1.238,2,6,0,-0.49,-0.82,1,0.5,1,1,1.238
0,2.04,2,6,44,0.44,0.39,1,0.5,0,1,2.04
0,2.353,2,7,-35,-0.35,-1.05,1,0.5,0,1,2.353
1,1.991,2,7,113,0.45,1.13,1,0.5,0,1,1.991
1,1.961,2,7,-38,-0.42,-0.38,1,0.5,0,1,1.961
0,3.019,2,7,55,0.55,1.3,0,0.5,1,1,-3.019
1,3.566,2,7,-122,-0.51,-1.22,0,0.5,0,1,-3.566
0,1.738,2,7,51,0.51,0.82,1,0.5,1,1,1.738
1,1.868,2,7,72,0.42,0.72,0,0.5,0,1,-1.868
0,1.28,2,7,47,0.47,1.03,0,0.5,1,1,-1.28
1,2.076,2,7,-52,-0.41,-0.52,1,0.5,1,1,2.076
1,1.875,2,7,151,0.53,1.51,1,0.5,0,1,1.875
0,1.737,2,7,-54,-0.54,-0.86,0,0.5,1,1,-1.737
0,1.346,2,7,-53,-0.53,-1.62,1,0.5,0,1,1.346
1,1.626,2,7,-58,-0.45,-0.58,1,0.5,0,1,1.626
0,1.181,2,7,42,0.42,0.38,1,0.5,1,1,1.181
0,1.825,2,7,52,0.52,0.86,1,0.5,1,1,1.825
0,1.334,2,7,-53,-0.53,-1.19,1,0.5,1,1,1.334
1,1.694,2,7,0,0.3,0.62,1,0.5,1,1,1.694
0,1.587,2,7,-35,-0.35,-0.84,1,0.5,1,1,1.587
1,2.776,2,7,-62,-0.5,-0.62,1,0.5,0,1,2.776
0,1.54,2,7,-36,-0.36,-0.54,0,0.5,0,1,-1.54
0,1.083,2,7,45,0.45,0.52,1,0.5,0,1,1.083
1,1.97,2,7,-64,-0.4,-0.64,1,0.5,0,1,1.97
1,1.803,2,7,0,0.33,0.77,1,0.5,0,1,1.803
0,1.4,2,7,50,0.5,0.86,1,0.5,0,1,1.4
0,0.884,2,7,42,0.42,0.36,1,0.5,0,1,0.884
0,1.064,2,7,34,0.34,0.49,1,0.5,0,1,1.064
0,1.242,2,7,-32,-0.32,-0.74,1,0.5,1,1,1.242
0,1.233,2,7,-49,-0.49,-1.03,1,0.5,0,1,1.233
0,0.802,2,7,43,0.43,0.77,1,0.5,1,1,0.802
0,0.947,2,7,-30,-0.3,-0.74,1,0.5,0,1,0.947
1,1.681,2,7,0,0.49,0.92,0,0.5,0,1,-1.681
0,1.356,2,7,-49,-0.49,-1.41,1,0.5,1,1,1.356
0,0.699,2,7,34,0.34,0.43,1,0.5,1,1,0.699
0,0.937,2,7,-40,-0.4,-0.8,1,0.5,1,1,0.937
1,1.543,2,7,0,0.33,0.77,1,0.5,1,1,1.543
0,1.568,2,7,-49,-0.49,-0.82,0,0.5,1,1,-1.568
1,1.265,2,7,88,0.38,0.88,1,0.5,1,1,1.265
0,1.214,2,7,32,0.32,0.74,0,0.5,0,1,-1.214
1,1.412,2,7,-38,-0.44,-0.38,1,0.5,1,1,1.412
1,1.559,2,7,0,-0.36,-0.49,1,0.5,1,1,1.559
0,4.569,2,8,-34,-0.34,-0.54,0,0.5,1,1,-4.569
1,0.62,2,8,0,-0.46,-0.4,1,0.5,1,1,0.62
1,2.253,2,8,-36,-0.42,-0.36,1,0.5,0,1,2.253
1,1.736,2,8,98,0.33,0.98,1,0.5,0,1,1.736
1,2.537,2,8,0,-0.43,-0.58,1,0.5,0,1,2.537
0,2.703,2,8,49,0.49,1.12,0,0.5,0,1,-2.703
0,0.679,2,8,35,0.35,0.84,0,0.5,1,1,-0.679
1,1.495,2,8,0,-0.49,-1.22,0,0.5,1,1,-1.495
1,2.812,2,8,-49,-0.36,-0.49,1,0.5,0,1,2.812
0,1.396,2,8,47,0.47,1.32,0,0.5,1,1,-1.396
0,0.517,2,8,49,0.49,1.22,0,0.5,1,1,-0.517
0,0.499,2,8,38,0.38,0.65,1,0.5,1,1,0.499
0,0.61,2,8,42,0.42,0.37,1,0.5,1,1,0.61
1,1.57,2,8,0,-0.4,-0.88,0,0.5,1,1,-1.57
1,1.495,2,8,-119,-0.53,-1.19,0,0.5,1,1,-1.495
1,1.55,2,8,-91,-0.35,-0.91,0,0.5,0,1,-1.55
0,0.569,2,8,38,0.38,0.59,1,0.5,0,1,0.569
1,1.336,2,8,-68,-0.3,-0.68,0,0.5,0,1,-1.336
1,1.019,2,8,0,-0.49,-1.13,0,0.5,0,1,-1.019
1,0.521,2,8,0,-0.55,-1.19,0,0.5,0,1,-0.521
0,0.42,2,8,-51,-0.51,-0.82,0,0.5,0,1,-0.42
1,0.503,2,8,0,-0.32,-0.62,1,0.5,1,1,0.503
0,1.645,2,8,45,0.45,1.03,0,0.5,0,1,-1.645
0,0.603,2,8,55,0.55,1.62,0,0.5,0,1,-0.603
0,0.477,2,8,55,0.55,1.19,0,0.5,1,1,-0.477
0,0.537,2,8,42,0.42,0.36,1,0.5,0,1,0.537
0,0.519,2,8,42,0.42,0.8,1,0.5,0,1,0.519
1,1.112,2,8,-86,-0.54,-0.86,1,0.5,1,1,1.112
0,0.919,2,8,-38,-0.38,-0.72,0,0.5,0,1,-0.919
0,0.527,2,8,42,0.42,0.72,1,0.5,1,1,0.527
0,1.853,2,8,32,0.32,0.56,1,0.5,1,1,1.853
0,0.836,2,8,52,0.52,0.78,1,0.5,0,1,0.836
0,0.395,2,8,43,0.43,0.52,1,0.5,0,1,0.395
0,0.403,2,8,32,0.32,0.56,1,0.5,0,1,0.403
0,0.386,2,8,41,0.41,0.71,1,0.5,1,1,0.386
0,2.066,2,8,-41,-0.41,-0.71,0,0.5,1,1,-2.066
0,1.416,2,9,46,0.46,0.37,1,0.5,1,1,1.416
1,1.819,2,9,-71,-0.41,-0.71,1,0.5,0,1,1.819
1,1.793,2,9,-122,-0.51,-1.22,0,0.5,1,1,-1.793
1,1.378,2,9,0,-0.49,-1.03,0,0.5,0,1,-1.378
0,2.129,2,9,54,0.54,0.86,1,0.5,0,1,2.129
1,1.434,2,9,0,-0.38,-0.65,1,0.5,1,1,1.434
1,1.351,2,9,132,0.47,1.32,1,0.5,0,1,1.351
0,1.276,2,9,-38,-0.38,-0.72,0,0.5,0,1,-1.276
1,1.284,2,9,0,-0.55,-1.3,0,0.5,1,1,-1.284
1,1.335,2,9,0,0.42,0.72,0,0.5,1,1,-1.335
1,0.699,2,9,-70,-0.5,-0.7,1,0.5,1,1,0.699
1,1.16,2,9,-36,-0.46,-0.36,1,0.5,1,1,1.16
1,1.051,2,9,0,0.47,1.13,1,0.5,1,1,1.051
0,1.283,2,9,-33,-0.33,-0.91,1,0.5,1,1,1.283
1,0.916,2,9,0,0.51,0.82,0,0.5,1,1,-0.916
0,1.368,2,9,-53,-0.53,-1.12,1,0.5,0,1,1.368
0,1.177,2,9,46,0.46,0.4,1,0.5,0,1,1.177
1,1.059,2,9,105,0.35,1.05,1,0.5,0,1,1.059
0,1.503,2,9,-38,-0.38,-0.65,0,0.5,0,1,-1.503
1,1.127,2,9,0,0.45,0.65,0,0.5,0,1,-1.127
1,0.692,2,9,0,0.49,1.12,1,0.5,0,1,0.692
1,1.618,2,9,0,-0.44,-0.37,1,0.5,0,1,1.618
1,1.101,2,9,50,0.3,0.5,0,0.5,1,1,-1.101
0,2.481,2,9,-37,-0.37,-0.84,1,0.5,0,1,2.481
1,1.136,2,9,56,0.3,0.56,0,0.5,0,1,-1.136
1,0.95,2,9,0,0.41,0.52,0,0.5,1,1,-0.95
1,1.336,2,9,0,0.52,0.78,0,0.5,1,1,-1.336
1,1.151,2,9,0,0.35,0.84,1,0.5,1,1,1.151
1,0.843,2,9,0,0.55,1.51,1,0.5,0,1,0.843
0,0.676,2,9,-47,-0.47,-1.03,1,0.5,1,1,0.676
0,0.959,2,9,-50,-0.5,-0.94,0,0.5,0,1,-0.959
0,1.149,2,9,-38,-0.38,-0.72,0,0.5,1,1,-1.149
0,1.295,2,9,-41,-0.41,-0.77,0,0.5,1,1,-1.295
1,1.116,2,9,0,0.4,0.8,1,0.5,0,1,1.116
1,1.367,2,9,59,0.34,0.59,0,0.5,0,1,-1.367
0,1.015,2,9,-53,-0.53,-1.19,1,0.5,0,1,1.015
1,1.347,2,9,0,0.36,0.54,0,0.5,1,1,-1.347
1,1.042,2,9,140,0.55,1.4,1,0.5,1,1,1.042
0,0.941,2,9,-30,-0.3,-0.56,0,0.5,0,1,-0.941
0,1.562,2,9,-30,-0.3,-0.5,0,0.5,1,1,-1.562
0,1.139,2,10,47,0.47,1.41,0,0.5,1,1,-1.139
0,0.955,2,10,36,0.36,0.43,1,0.5,1,1,0.955
0,0.572,2,10,50,0.5,0.94,1,0.5,1,1,0.572
1,1.873,2,10,0,-0.49,-1.41,0,0.5,0,1,-1.873
1,1.639,2,10,-78,-0.52,-0.78,1,0.5,1,1,1.639
1,0.856,2,10,0,-0.41,-0.71,1,0.5,1,1,0.856
0,1.373,2,10,53,0.53,0.82,1,0.5,1,1,1.373
1,3.109,2,10,0,-0.53,-0.82,1,0.5,1,1,3.109
1,3.624,2,10,0,-0.38,-0.96,0,0.5,1,1,-3.624
0,0.923,2,10,40,0.4,0.64,1,0.5,1,1,0.923
0,0.556,2,10,32,0.32,0.74,0,0.5,1,1,-0.556
1,0.722,2,10,0,-0.32,-0.5,1,0.5,1,1,0.722
0,0.59,2,10,35,0.35,0.84,0,0.5,0,1,-0.59
1,0.722,2,10,-105,-0.37,-1.05,0,0.5,1,1,-0.722
0,1.154,2,10,41,0.41,0.77,1,0.5,0,1,1.154
0,4.524,2,10,32,0.32,0.68,0,0.5,0,1,-4.524
1,0.789,2,10,0,-0.42,-0.36,1,0.5,1,1,0.789
0,0.722,2,10,-47,-0.47,-1.03,1,0.5,1,1,0.722
1,1.806,2,10,0,-0.44,-0.36,1,0.5,0,1,1.806
1,1.522,2,10,0,0.47,1.13,1,0.5,0,1,1.522
1,0.556,2,10,112,0.53,1.12,1,0.5,0,1,0.556
1,1.523,2,10,0,-0.53,-1.4,0,0.5,0,1,-1.523
1,0.59,2,10,-50,-0.3,-0.5,1,0.5,0,1,0.59
1,0.787,2,10,71,0.45,0.71,0,0.5,1,1,-0.787
1,0.739,2,10,98,0.37,0.98,1,0.5,1,1,0.739
1,0.689,2,10,0,-0.41,-0.58,1,0.5,0,1,0.689
1,0.99,2,10,151,0.55,1.51,1,0.5,0,1,0.99
1,0.706,2,10,0,0.53,1.4,1,0.5,1,1,0.706
1,2.004,2,10,0,-0.36,-0.43,1,0.5,0,1,2.004
0,1.174,2,10,46,0.46,0.36,1,0.5,1,1,1.174
1,1.205,2,10,-162,-0.55,-1.62,0,0.5,1,1,-1.205
1,0.657,2,10,-88,-0.42,-0.88,0,0.5,0,1,-0.657
1,0.556,2,10,0,0.54,0.7,0,0.5,0,1,-0.556
1,0.588,2,10,-59,-0.34,-0.59,1,0.5,1,1,0.588
1,0.99,2,10,0,-0.53,-1.02,1,0.5,0,1,0.99
