"participant","signal","stimulus_intensity","response","confidence","accuracy"
"80",1,2,1,78,1
"80",0,2,0,71,1
"80",1,2,1,67,1
"80",1,2,1,54,1
"80",1,2,0,64,0
"80",1,6,0,65,0
"80",1,10,0,55,0
"80",0,14,0,63,1
"80",1,14,1,100,1
"80",0,10,0,100,1
"80",1,10,1,77,1
"80",0,6,0,30,1
"80",1,6,1,92,1
"80",0,2,0,33,1
"80",0,2,1,68,0
"80",1,6,1,69,1
"80",0,6,1,58,0
"80",0,10,0,61,1
"80",1,6,1,100,1
"80",1,6,1,100,1
"80",0,2,1,61,0
"80",1,6,0,80,0
"80",0,10,0,73,1
"80",0,10,0,34,1
"80",0,6,1,66,0
"80",1,10,1,100,1
"80",0,10,0,65,1
"80",1,6,1,93,1
"80",0,6,0,100,1
"80",0,2,1,80,0
"80",0,6,1,70,0
"81",0,14,0,81,1
"81",1,14,1,50,1
"81",1,10,1,66,1
"81",0,10,0,54,1
"81",0,6,0,33,1
"81",1,6,1,40,1
"81",1,2,0,50,0
"81",0,6,1,40,0
"81",0,10,0,39,1
"81",0,10,0,48,1
"81",0,6,1,1,0
"81",0,10,0,27,1
"81",1,10,1,31,1
"81",0,6,0,54,1
"81",0,6,1,0,0
"81",0,10,0,0,1
"81",1,10,0,52,0
"81",0,14,0,0,1
"81",1,14,1,60,1
"81",0,10,0,35,1
"81",0,10,0,0,1
"81",1,6,1,33,1
"81",1,6,1,65,1
"81",1,2,1,39,1
"81",1,2,0,39,0
"81",0,6,0,58,1
"81",0,6,0,59,1
"81",1,2,1,30,1
"81",0,2,0,0,1
"81",0,2,1,0,0
"81",1,6,1,0,1
"81",0,6,0,38,1
"81",1,2,0,0,0
"81",1,6,1,46,1
"81",0,6,1,0,0
"81",1,10,0,39,0
"81",0,14,1,0,0
"81",0,18,0,0,1
"81",1,18,1,39,1
"81",0,14,0,29,1
"81",1,14,0,27,0
"81",1,18,1,0,1
"81",0,18,1,0,0
"81",1,22,1,39,1
"81",0,22,0,56,1
"81",1,18,1,63,1
"81",1,18,1,63,1
"81",1,14,1,34,1
"81",1,14,1,38,1
"81",1,10,1,41,1
"81",0,10,1,0,0
"81",0,14,0,33,1
"81",0,14,0,58,1
"81",0,10,0,33,1
"81",1,10,1,39,1
"81",1,6,0,39,0
"81",0,10,0,38,1
"81",1,10,1,35,1
"81",0,6,1,0,0
"81",1,10,1,29,1
"81",0,10,1,0,0
"81",1,14,0,0,0
"81",0,18,0,35,1
"81",0,18,0,32,1
"81",1,14,1,60,1
"81",1,14,1,34,1
"81",1,10,1,36,1
"81",0,10,0,34,1
"81",1,6,1,33,1
"81",0,6,0,35,1
"81",1,2,0,0,0
"81",0,6,0,30,1
"81",1,6,1,36,1
"81",0,2,0,34,1
"81",1,2,0,41,0
"81",0,6,0,29,1
"81",1,6,1,41,1
"81",0,2,0,38,1
"81",1,2,1,64,1
"81",1,2,1,41,1
"82",1,20,1,96,1
"82",1,20,1,96,1
"82",0,16,1,88,0
"82",1,20,1,100,1
"82",1,20,0,80,0
"82",0,24,0,95,1
"82",1,24,1,93,1
"82",1,20,0,75,0
"82",0,24,0,92,1
"82",0,24,0,94,1
"82",0,20,0,95,1
"82",0,20,0,95,1
"82",1,16,1,88,1
"82",1,16,1,98,1
"82",0,12,0,59,1
"82",1,12,0,73,0
"82",1,16,1,53,1
"82",1,16,1,50,1
"82",1,12,0,49,0
"82",0,16,0,42,1
"82",1,16,1,80,1
"82",1,12,1,63,1
"82",0,12,0,68,1
"82",1,8,1,79,1
"82",0,8,0,75,1
"82",0,4,0,57,1
"82",1,4,1,56,1
"82",0,2,0,56,1
"82",0,2,0,66,1
"82",1,2,1,57,1
"82",1,2,1,58,1
"82",0,2,1,62,0
"82",0,6,0,75,1
"82",0,6,1,70,0
"82",1,10,1,82,1
"82",1,10,1,73,1
"82",0,6,0,56,1
"82",0,6,0,54,1
"82",1,2,0,54,0
"82",1,6,1,75,1
"82",1,6,1,16,1
"82",1,2,1,58,1
"82",1,2,1,41,1
"82",0,2,0,70,1
"82",0,2,1,68,0
"82",1,6,1,60,1
"82",0,6,1,37,0
"82",0,10,0,58,1
"82",0,10,0,75,1
"82",1,6,1,56,1
"82",0,6,1,52,0
"82",1,10,1,42,1
"82",0,10,1,28,0
"82",0,14,1,51,0
"82",0,18,1,57,0
"82",0,22,0,80,1
"82",1,22,1,61,1
"82",0,18,0,75,1
"82",0,18,0,70,1
"82",1,14,1,72,1
"82",1,14,1,73,1
"82",1,10,1,32,1
"82",1,10,0,69,0
"82",1,14,1,73,1
"82",1,14,0,31,0
"82",1,18,1,76,1
"82",0,18,0,69,1
"82",0,14,0,71,1
"82",1,14,1,56,1
"82",0,10,0,87,1
"82",1,10,0,50,0
"82",1,14,1,53,1
"82",1,14,1,87,1
"82",0,10,0,61,1
"82",1,10,1,31,1
"82",0,6,1,51,0
"82",1,10,1,62,1
"82",1,10,1,51,1
"82",1,6,1,70,1
"82",0,6,0,78,1
"83",0,10,0,71,1
"83",0,10,0,100,1
"83",1,6,0,76,0
"83",0,10,0,68,1
"83",1,10,0,70,0
"83",0,14,0,87,1
"83",0,14,0,72,1
"83",0,10,0,85,1
"83",1,10,1,100,1
"83",1,6,1,100,1
"83",0,6,1,73,0
"83",0,10,0,84,1
"83",1,10,1,79,1
"83",0,6,0,68,1
"83",0,6,0,79,1
"83",0,2,1,64,0
"83",0,6,0,100,1
"83",0,6,0,100,1
"83",1,2,1,100,1
"83",0,2,1,81,0
"83",1,6,0,79,0
"83",0,10,1,100,0
"83",0,14,0,100,1
"83",1,14,1,100,1
"83",1,10,1,82,1
"83",0,10,0,68,1
"83",1,6,1,66,1
"83",1,6,0,73,0
"83",0,10,0,100,1
"83",1,10,0,73,0
"83",0,14,0,89,1
"83",0,14,0,100,1
"83",0,10,0,77,1
"83",1,10,0,80,0
"83",1,14,0,83,0
"83",1,18,0,77,0
"83",1,22,1,100,1
"83",1,22,1,100,1
"83",0,18,0,100,1
"83",1,18,1,100,1
"83",1,14,1,86,1
"83",1,14,1,74,1
"83",0,10,0,79,1
"83",1,10,0,80,0
"83",0,14,0,100,1
"83",0,14,0,100,1
"83",0,10,0,100,1
"83",0,10,0,100,1
"83",0,6,0,100,1
"83",0,6,0,100,1
"83",0,2,0,100,1
"83",0,2,0,74,1
"83",1,2,0,100,0
"83",0,6,1,100,0
"83",0,10,0,100,1
"83",1,10,1,81,1
"83",1,6,1,87,1
"83",1,6,1,91,1
"83",1,2,1,78,1
"83",0,2,0,68,1
"83",0,2,0,73,1
"83",1,2,0,52,0
"83",1,6,0,53,0
"83",0,10,0,61,1
"83",1,10,1,71,1
"83",0,6,0,73,1
"83",1,6,1,57,1
"83",0,2,1,59,0
"83",0,6,1,72,0
"83",1,10,0,54,0
"83",1,14,1,39,1
"83",1,14,1,42,1
"83",0,10,0,61,1
"83",1,10,1,100,1
"83",0,6,1,100,0
"83",0,10,0,52,1
"83",1,10,1,63,1
"83",0,6,0,75,1
"83",0,6,1,61,0
"83",0,10,0,100,1
"84",0,4,1,57,0
"84",1,8,0,81,0
"84",0,12,1,63,0
"84",1,16,1,100,1
"84",1,16,1,100,1
"84",0,12,0,1,1
"84",0,12,0,49,1
"84",0,8,0,100,1
"84",1,8,0,16,0
"84",0,12,0,88,1
"84",0,12,0,100,1
"84",1,8,1,100,1
"84",0,8,0,0,1
"84",1,4,0,100,0
"84",0,8,0,100,1
"84",1,8,0,100,0
"84",1,12,1,0,1
"84",1,12,0,20,0
"84",1,16,1,100,1
"84",1,16,1,100,1
"84",0,12,0,100,1
"84",1,12,0,0,0
"84",1,16,1,100,1
"84",0,16,0,100,1
"84",0,12,0,100,1
"84",1,12,0,71,0
"84",1,16,1,100,1
"84",0,16,0,100,1
"84",1,12,1,100,1
"84",0,12,0,100,1
"84",0,8,1,0,0
"84",1,12,1,100,1
"84",0,12,0,100,1
"84",0,8,0,100,1
"84",1,8,0,78,0
"84",0,12,0,82,1
"84",0,12,0,100,1
"84",1,8,1,67,1
"84",1,8,1,74,1
"84",1,4,1,72,1
"84",1,4,1,100,1
"84",1,2,1,100,1
"84",1,2,1,100,1
"84",0,2,0,0,1
"84",0,2,1,100,0
"84",1,6,1,65,1
"84",0,6,1,18,0
"84",0,10,1,23,0
"84",0,14,1,12,0
"84",0,18,0,99,1
"84",0,18,0,18,1
"84",0,14,0,92,1
"84",0,14,0,25,1
"84",1,10,1,100,1
"84",0,10,0,28,1
"84",1,6,1,72,1
"84",1,6,1,14,1
"84",0,2,1,64,0
"84",0,6,1,17,0
"84",1,10,0,32,0
"84",0,14,0,100,1
"84",0,14,0,100,1
"84",0,10,0,82,1
"84",1,10,1,100,1
"84",0,6,1,74,0
"84",0,10,0,88,1
"84",0,10,0,84,1
"84",1,6,0,73,0
"84",0,10,0,100,1
"84",1,10,1,22,1
"84",0,6,1,76,0
"84",0,10,0,100,1
"84",0,10,1,33,0
"84",1,14,0,14,0
"84",1,18,1,100,1
"84",1,18,1,100,1
"84",1,14,1,100,1
"84",1,14,1,100,1
"84",1,10,1,77,1
"84",0,10,0,100,1
"85",0,2,0,83,1
"85",1,2,1,77,1
"85",1,2,1,55,1
"85",1,2,1,63,1
"85",0,2,0,72,1
"85",0,2,1,69,0
"85",0,6,0,69,1
"85",0,6,1,63,0
"85",1,10,1,70,1
"85",1,10,1,65,1
"85",1,6,1,66,1
"85",0,6,0,72,1
"85",1,2,1,69,1
"85",0,2,0,70,1
"85",0,2,1,62,0
"85",1,6,1,62,1
"85",0,6,1,56,0
"85",1,10,1,59,1
"85",0,10,1,68,0
"85",1,14,1,62,1
"85",1,14,1,61,1
"85",0,10,0,69,1
"85",1,10,0,72,0
"85",1,14,1,68,1
"85",1,14,1,69,1
"85",1,10,1,73,1
"85",1,10,1,64,1
"85",1,6,0,64,0
"85",1,10,1,67,1
"85",1,10,0,71,0
"85",1,14,1,72,1
"85",1,14,1,69,1
"85",0,10,0,73,1
"85",0,10,1,68,0
"85",0,14,0,99,1
"85",0,14,0,100,1
"85",0,10,0,100,1
"85",0,10,0,75,1
"85",1,6,1,79,1
"85",0,6,1,78,0
"85",1,10,0,78,0
"85",1,14,1,80,1
"85",1,14,0,78,0
"85",0,18,0,77,1
"85",1,18,1,78,1
"85",1,14,1,73,1
"85",0,14,0,76,1
"85",0,10,0,74,1
"85",0,10,0,79,1
"85",1,6,1,77,1
"85",0,6,0,74,1
"85",1,2,1,75,1
"85",0,2,0,79,1
"85",0,2,1,74,0
"85",0,6,0,80,1
"85",1,6,1,79,1
"85",1,2,1,72,1
"85",1,2,1,66,1
"85",1,2,1,66,1
"85",0,2,1,67,0
"85",1,6,1,65,1
"85",0,6,0,67,1
"85",1,2,0,63,0
"85",1,6,1,65,1
"85",1,6,1,69,1
"85",0,2,1,67,0
"85",1,6,0,66,0
"85",1,10,0,72,0
"85",1,14,1,66,1
"85",1,14,1,74,1
"85",0,10,0,69,1
"85",0,10,1,69,0
"85",0,14,0,74,1
"85",1,14,1,67,1
"85",0,10,0,71,1
"85",0,10,0,72,1
"85",0,6,0,75,1
"85",1,6,1,70,1
"85",1,2,1,65,1
"85",1,2,0,64,0
"86",1,16,1,69,1
"86",1,16,1,76,1
"86",1,12,1,83,1
"86",0,12,0,71,1
"86",0,8,0,51,1
"86",1,8,1,48,1
"86",1,4,0,47,0
"86",0,8,0,58,1
"86",1,8,1,55,1
"86",1,4,0,51,0
"86",1,8,1,62,1
"86",1,8,0,48,0
"86",0,12,0,47,1
"86",0,12,0,59,1
"86",1,8,0,44,0
"86",1,12,0,48,0
"86",1,16,1,38,1
"86",1,16,1,46,1
"86",1,12,1,54,1
"86",0,12,0,58,1
"86",1,8,0,44,0
"86",0,12,0,71,1
"86",0,12,0,81,1
"86",0,8,0,87,1
"86",1,8,1,69,1
"86",1,4,1,90,1
"86",1,4,1,56,1
"86",1,2,0,47,0
"86",0,6,1,46,0
"86",0,10,1,78,0
"86",0,14,0,100,1
"86",0,14,0,79,1
"86",0,10,1,50,0
"86",0,14,1,57,0
"86",1,18,1,55,1
"86",0,18,0,69,1
"86",1,14,1,100,1
"86",0,14,0,48,1
"86",0,10,1,49,0
"86",1,14,1,79,1
"86",0,14,1,38,0
"86",1,18,1,37,1
"86",0,18,0,62,1
"86",1,14,1,43,1
"86",1,14,1,47,1
"86",0,10,0,81,1
"86",1,10,1,23,1
"86",1,6,0,14,0
"86",1,10,1,38,1
"86",0,10,0,41,1
"86",0,6,0,38,1
"86",1,6,1,48,1
"86",1,2,1,50,1
"86",0,2,0,53,1
"86",1,2,0,36,0
"86",0,6,0,59,1
"86",1,6,0,46,0
"86",0,10,1,39,0
"86",1,14,0,18,0
"86",1,18,1,78,1
"86",0,18,0,79,1
"86",0,14,0,48,1
"86",1,14,0,54,0
"86",1,18,1,66,1
"86",1,18,1,52,1
"86",0,14,0,17,1
"86",0,14,0,77,1
"86",1,10,1,80,1
"86",1,10,0,14,0
"86",1,14,0,10,0
"86",0,18,0,48,1
"86",0,18,0,80,1
"86",0,14,0,55,1
"86",1,14,1,55,1
"86",1,10,1,58,1
"86",1,10,1,73,1
"86",0,6,0,23,1
"86",0,6,0,43,1
"86",0,2,1,37,0
"86",1,6,1,31,1
"87",0,6,0,55,1
"87",0,6,0,63,1
"87",1,2,1,53,1
"87",1,2,0,61,0
"87",0,6,1,57,0
"87",0,10,0,58,1
"87",0,10,0,58,1
"87",1,6,1,39,1
"87",1,6,0,58,0
"87",1,10,0,50,0
"87",1,14,1,66,1
"87",1,14,1,68,1
"87",0,10,0,63,1
"87",0,10,0,78,1
"87",1,6,1,71,1
"87",0,6,0,72,1
"87",1,2,0,68,0
"87",0,6,1,59,0
"87",0,10,0,67,1
"87",0,10,1,59,0
"87",1,14,1,58,1
"87",1,14,1,58,1
"87",1,10,0,66,0
"87",0,14,1,55,0
"87",0,18,0,73,1
"87",1,18,0,41,0
"87",1,22,1,70,1
"87",1,22,0,72,0
"87",0,26,0,87,1
"87",1,26,1,86,1
"87",1,22,1,70,1
"87",0,22,0,79,1
"87",0,18,0,80,1
"87",0,18,0,89,1
"87",1,14,1,86,1
"87",0,14,0,76,1
"87",1,10,0,47,0
"87",0,14,1,33,0
"87",0,18,0,53,1
"87",1,18,1,54,1
"87",1,14,1,63,1
"87",0,14,0,55,1
"87",0,10,0,62,1
"87",1,10,1,51,1
"87",1,6,0,58,0
"87",1,10,1,67,1
"87",0,10,0,87,1
"87",1,6,1,71,1
"87",0,6,0,67,1
"87",1,2,0,75,0
"87",1,6,1,70,1
"87",1,6,1,66,1
"87",0,2,0,41,1
"87",1,2,0,62,0
"87",1,6,1,72,1
"87",1,6,1,54,1
"87",0,2,1,63,0
"87",1,6,0,68,0
"87",0,10,0,70,1
"87",1,10,1,63,1
"87",1,6,1,68,1
"87",0,6,0,64,1
"87",0,2,1,45,0
"87",1,6,1,60,1
"87",1,6,1,41,1
"87",1,2,0,57,0
"87",0,6,0,60,1
"87",0,6,0,46,1
"87",0,2,1,55,0
"87",0,6,0,56,1
"87",1,6,1,78,1
"87",0,2,1,46,0
"87",0,6,0,20,1
"87",0,6,1,28,0
"87",0,10,1,31,0
"87",1,14,0,44,0
"87",0,18,0,67,1
"87",0,18,0,79,1
"87",0,14,0,86,1
"87",0,14,1,28,0
"88",0,8,1,30,0
"88",1,12,0,33,0
"88",1,16,1,53,1
"88",0,16,0,31,1
"88",1,12,1,43,1
"88",0,12,0,59,1
"88",1,8,1,49,1
"88",1,8,1,51,1
"88",0,4,0,51,1
"88",0,4,0,62,1
"88",1,2,0,51,0
"88",1,6,0,49,0
"88",0,10,1,37,0
"88",1,14,1,20,1
"88",0,14,0,51,1
"88",0,10,0,51,1
"88",0,10,1,35,0
"88",1,14,1,52,1
"88",0,14,0,72,1
"88",0,10,0,59,1
"88",1,10,1,34,1
"88",0,6,0,67,1
"88",0,6,0,48,1
"88",1,2,1,48,1
"88",0,2,0,0,1
"88",0,2,1,37,0
"88",0,6,0,53,1
"88",0,6,0,20,1
"88",1,2,0,48,0
"88",0,6,0,53,1
"88",0,6,1,51,0
"88",0,10,0,62,1
"88",1,10,0,61,0
"88",0,14,0,54,1
"88",1,14,0,57,0
"88",1,18,1,65,1
"88",0,18,0,88,1
"88",0,14,0,73,1
"88",1,14,1,85,1
"88",1,10,1,86,1
"88",1,10,1,41,1
"88",0,6,1,46,0
"88",0,10,0,53,1
"88",1,10,0,31,0
"88",0,14,0,66,1
"88",1,14,1,31,1
"88",1,10,1,39,1
"88",0,10,0,38,1
"88",0,6,0,39,1
"88",0,6,1,28,0
"88",0,10,0,72,1
"88",0,10,1,68,0
"88",0,14,0,63,1
"88",0,14,0,64,1
"88",1,10,1,71,1
"88",1,10,0,52,0
"88",1,14,1,78,1
"88",1,14,1,68,1
"88",0,10,0,71,1
"88",1,10,0,19,0
"88",1,14,1,77,1
"88",1,14,1,85,1
"88",1,10,1,28,1
"88",1,10,1,29,1
"88",1,6,1,27,1
"88",0,6,0,58,1
"88",1,2,0,54,0
"88",1,6,0,33,0
"88",0,10,0,59,1
"88",0,10,1,0,0
"88",0,14,0,60,1
"88",0,14,0,37,1
"88",0,10,0,41,1
"88",0,10,1,45,0
"88",0,14,0,54,1
"88",0,14,0,65,1
"88",0,10,0,73,1
"88",1,10,1,61,1
"88",1,6,0,45,0
"88",1,10,0,57,0
"89",1,6,1,66,1
"89",0,6,1,64,0
"89",1,10,1,100,1
"89",0,10,0,100,1
"89",0,6,0,100,1
"89",0,6,0,100,1
"89",1,2,0,52,0
"89",1,6,1,17,1
"89",0,6,1,83,0
"89",1,10,0,72,0
"89",0,14,0,70,1
"89",0,14,0,75,1
"89",0,10,0,74,1
"89",1,10,1,73,1
"89",0,6,0,75,1
"89",1,6,1,70,1
"89",0,2,1,71,0
"89",1,6,0,79,0
"89",1,10,1,100,1
"89",0,10,0,100,1
"89",0,6,0,100,1
"89",1,6,1,100,1
"89",0,2,0,100,1
"89",1,2,0,100,0
"89",0,6,0,38,1
"89",1,6,1,10,1
"89",0,2,1,27,0
"89",1,6,0,73,0
"89",1,10,0,74,0
"89",1,14,1,24,1
"89",1,14,1,100,1
"89",1,10,1,100,1
"89",1,10,1,26,1
"89",0,6,1,100,0
"89",0,10,1,73,0
"89",0,14,0,80,1
"89",0,14,0,72,1
"89",1,10,1,70,1
"89",1,10,1,69,1
"89",0,6,0,73,1
"89",1,6,1,58,1
"89",0,2,1,71,0
"89",1,6,1,73,1
"89",1,6,1,31,1
"89",1,2,0,64,0
"89",0,6,1,52,0
"89",0,10,0,68,1
"89",0,10,0,27,1
"89",1,6,0,61,0
"89",1,10,1,58,1
"89",0,10,0,69,1
"89",0,6,1,44,0
"89",1,10,1,100,1
"89",1,10,0,32,0
"89",0,14,0,61,1
"89",0,14,0,100,1
"89",0,10,1,69,0
"89",0,14,0,72,1
"89",1,14,1,100,1
"89",0,10,0,100,1
"89",1,10,1,100,1
"89",1,6,1,94,1
"89",0,6,0,74,1
"89",1,2,1,41,1
"89",0,2,1,40,0
"89",0,6,1,18,0
"89",0,10,0,100,1
"89",0,10,0,100,1
"89",1,6,1,62,1
"89",1,6,0,63,0
"89",1,10,1,26,1
"89",0,10,0,65,1
"89",1,6,1,50,1
"89",0,6,0,100,1
"89",0,2,0,73,1
"89",1,2,1,67,1
"89",0,2,0,28,1
"89",0,2,1,26,0
"89",0,6,0,30,1
"89",1,6,0,58,0
"90",0,6,0,90,1
"90",1,6,1,78,1
"90",1,2,0,70,0
"90",0,6,0,40,1
"90",1,6,1,47,1
"90",0,2,1,41,0
"90",1,6,0,44,0
"90",1,10,1,62,1
"90",1,10,1,82,1
"90",1,6,0,44,0
"90",0,10,0,86,1
"90",1,10,1,81,1
"90",0,6,1,18,0
"90",1,10,1,64,1
"90",0,10,0,43,1
"90",0,6,0,84,1
"90",1,6,0,58,0
"90",1,10,1,25,1
"90",1,10,1,41,1
"90",0,6,1,23,0
"90",0,10,0,64,1
"90",1,10,0,21,0
"90",1,14,1,71,1
"90",0,14,0,31,1
"90",1,10,1,71,1
"90",1,10,1,56,1
"90",1,6,1,47,1
"90",1,6,1,44,1
"90",0,2,0,57,1
"90",1,2,1,43,1
"90",0,2,1,43,0
"90",0,6,1,36,0
"90",0,10,0,62,1
"90",0,10,0,52,1
"90",1,6,0,49,0
"90",0,10,0,70,1
"90",0,10,0,65,1
"90",1,6,0,44,0
"90",1,10,1,50,1
"90",1,10,1,66,1
"90",0,6,0,63,1
"90",1,6,1,59,1
"90",0,2,1,57,0
"90",0,6,1,65,0
"90",1,10,1,79,1
"90",0,10,1,29,0
"90",1,14,1,75,1
"90",1,14,1,61,1
"90",1,10,1,20,1
"90",0,10,0,82,1
"90",0,6,0,65,1
"90",0,6,1,56,0
"90",0,10,0,23,1
"90",0,10,0,74,1
"90",1,6,0,24,0
"90",1,10,1,85,1
"90",1,10,1,61,1
"90",0,6,0,14,1
"90",1,6,0,28,0
"90",0,10,0,21,1
"90",0,10,0,68,1
"90",1,6,1,65,1
"90",1,6,0,67,0
"90",0,10,0,73,1
"90",1,10,1,70,1
"90",0,6,0,68,1
"90",0,6,0,91,1
"90",0,2,0,44,1
"90",0,2,1,43,0
"90",1,6,1,58,1
"90",0,6,1,30,0
"90",0,10,0,91,1
"90",0,10,0,71,1
"90",1,6,1,74,1
"90",1,6,1,85,1
"90",0,2,1,45,0
"90",1,6,1,75,1
"90",1,6,1,65,1
"90",0,2,1,85,0
"90",1,6,1,74,1
"91",1,16,1,53,1
"91",0,16,0,60,1
"91",0,12,0,12,1
"91",0,12,0,36,1
"91",0,8,0,70,1
"91",0,8,0,54,1
"91",0,4,0,80,1
"91",0,4,0,39,1
"91",0,2,1,53,0
"91",1,6,1,5,1
"91",0,6,1,54,0
"91",1,10,1,76,1
"91",0,10,1,6,0
"91",0,14,0,75,1
"91",1,14,1,24,1
"91",1,10,0,32,0
"91",1,14,1,0,1
"91",0,14,0,84,1
"91",0,10,0,76,1
"91",0,10,1,19,0
"91",1,14,1,60,1
"91",0,14,0,77,1
"91",0,10,1,11,0
"91",0,14,0,14,1
"91",0,14,0,82,1
"91",1,10,1,73,1
"91",0,10,0,76,1
"91",0,6,0,26,1
"91",0,6,1,18,0
"91",0,10,1,76,0
"91",1,14,0,19,0
"91",0,18,0,78,1
"91",0,18,0,66,1
"91",1,14,0,47,0
"91",1,18,1,75,1
"91",0,18,0,66,1
"91",0,14,0,17,1
"91",1,14,1,0,1
"91",0,10,0,47,1
"91",1,10,1,6,1
"91",0,6,0,78,1
"91",1,6,1,60,1
"91",1,2,0,37,0
"91",0,6,1,86,0
"91",0,10,0,60,1
"91",1,10,1,57,1
"91",0,6,0,17,1
"91",1,6,0,68,0
"91",0,10,1,8,0
"91",1,14,1,51,1
"91",1,14,1,22,1
"91",1,10,1,14,1
"91",1,10,1,68,1
"91",0,6,0,60,1
"91",1,6,0,39,0
"91",0,10,0,14,1
"91",0,10,0,68,1
"91",0,6,0,70,1
"91",0,6,0,68,1
"91",1,2,0,44,0
"91",1,6,1,36,1
"91",0,6,1,4,0
"91",1,10,1,33,1
"91",1,10,1,74,1
"91",0,6,0,84,1
"91",0,6,0,28,1
"91",0,2,0,51,1
"91",1,2,1,8,1
"91",1,2,0,54,0
"91",1,6,1,0,1
"91",1,6,1,18,1
"91",0,2,0,72,1
"91",0,2,0,59,1
"91",1,2,1,26,1
"91",0,2,0,19,1
"91",1,2,1,61,1
"91",1,2,1,65,1
"91",0,2,1,11,0
"91",1,6,0,63,0
"91",1,10,1,17,1
"92",0,2,1,100,0
"92",1,6,0,53,0
"92",0,10,0,29,1
"92",1,10,1,67,1
"92",1,6,1,23,1
"92",0,6,0,100,1
"92",0,2,1,48,0
"92",0,6,1,24,0
"92",1,10,0,26,0
"92",1,14,1,22,1
"92",1,14,1,89,1
"92",1,10,1,68,1
"92",0,10,0,17,1
"92",1,6,1,66,1
"92",1,6,0,28,0
"92",1,10,0,68,0
"92",0,14,0,62,1
"92",0,14,0,75,1
"92",0,10,0,44,1
"92",0,10,1,31,0
"92",1,14,1,82,1
"92",0,14,0,72,1
"92",1,10,1,73,1
"92",0,10,0,69,1
"92",0,6,1,77,0
"92",1,10,0,73,0
"92",1,14,1,77,1
"92",1,14,1,67,1
"92",0,10,1,72,0
"92",1,14,0,74,0
"92",0,18,0,65,1
"92",0,18,0,78,1
"92",1,14,1,0,1
"92",1,14,1,78,1
"92",0,10,0,33,1
"92",1,10,1,71,1
"92",1,6,1,82,1
"92",1,6,0,71,0
"92",1,10,0,75,0
"92",1,14,1,51,1
"92",1,14,1,59,1
"92",1,10,0,9,0
"92",0,14,0,50,1
"92",0,14,0,17,1
"92",1,10,1,55,1
"92",1,10,0,65,0
"92",0,14,1,36,0
"92",0,18,0,35,1
"92",0,18,1,6,0
"92",0,22,0,20,1
"92",0,22,0,41,1
"92",0,18,0,82,1
"92",0,18,0,73,1
"92",1,14,1,48,1
"92",0,14,0,83,1
"92",1,10,1,62,1
"92",0,10,0,37,1
"92",1,6,1,74,1
"92",1,6,0,72,0
"92",0,10,0,74,1
"92",0,10,0,92,1
"92",0,6,1,81,0
"92",1,10,1,72,1
"92",0,10,0,81,1
"92",1,6,1,81,1
"92",1,6,0,80,0
"92",0,10,0,74,1
"92",0,10,0,78,1
"92",1,6,1,80,1
"92",1,6,1,84,1
"92",0,2,0,0,1
"92",1,2,1,44,1
"92",0,2,1,15,0
"92",1,6,0,0,0
"92",1,10,1,31,1
"92",0,10,0,19,1
"92",1,6,1,12,1
"92",1,6,0,18,0
"92",1,10,1,13,1
"92",1,10,1,45,1
"93",1,20,1,68,1
"93",0,20,0,70,1
"93",0,16,0,49,1
"93",1,16,1,73,1
"93",0,12,0,55,1
"93",1,12,1,47,1
"93",0,8,0,56,1
"93",0,8,0,50,1
"93",0,4,1,52,0
"93",0,8,1,46,0
"93",1,12,1,56,1
"93",1,12,1,49,1
"93",0,8,0,50,1
"93",0,8,0,48,1
"93",1,4,0,49,0
"93",0,8,0,56,1
"93",1,8,1,55,1
"93",1,4,1,52,1
"93",1,4,0,45,0
"93",1,8,1,49,1
"93",1,8,0,48,0
"93",1,12,1,54,1
"93",1,12,1,50,1
"93",1,8,1,51,1
"93",0,8,1,50,0
"93",1,12,1,55,1
"93",0,12,0,55,1
"93",1,8,1,35,1
"93",1,8,0,51,0
"93",0,12,0,46,1
"93",0,12,0,46,1
"93",0,8,0,43,1
"93",0,8,0,49,1
"93",1,4,1,42,1
"93",0,4,0,51,1
"93",1,2,1,38,1
"93",0,2,0,49,1
"93",0,2,0,56,1
"93",1,2,0,46,0
"93",1,6,1,51,1
"93",1,6,1,47,1
"93",1,2,0,37,0
"93",0,6,0,46,1
"93",1,6,1,44,1
"93",0,2,1,42,0
"93",1,6,1,40,1
"93",0,6,1,53,0
"93",0,10,1,46,0
"93",0,14,1,47,0
"93",0,18,0,52,1
"93",0,18,0,45,1
"93",0,14,1,39,0
"93",0,18,0,56,1
"93",0,18,0,43,1
"93",1,14,0,45,0
"93",0,18,0,40,1
"93",0,18,0,44,1
"93",1,14,1,44,1
"93",0,14,0,57,1
"93",1,10,1,47,1
"93",0,10,1,38,0
"93",1,14,1,38,1
"93",0,14,0,49,1
"93",1,10,1,36,1
"93",1,10,0,49,0
"93",0,14,1,52,0
"93",0,18,1,37,0
"93",1,22,0,40,0
"93",1,26,0,56,0
"93",0,30,0,49,1
"93",1,30,1,45,1
"93",0,26,0,63,1
"93",1,26,1,51,1
"93",0,22,1,38,0
"93",0,26,0,68,1
"93",0,26,0,69,1
"93",0,22,0,58,1
"93",1,22,1,75,1
"93",0,18,0,68,1
"93",1,18,1,64,1
"94",0,10,0,100,1
"94",1,10,0,68,0
"94",0,14,0,86,1
