"participant","signal","stimulus_intensity","response","confidence","accuracy"
"137",1,2,0,66,0
"137",0,6,0,98,1
"137",0,6,1,67,0
"137",1,10,1,100,1
"137",0,10,0,100,1
"137",0,6,0,83,1
"137",0,6,1,84,0
"137",1,10,1,58,1
"137",0,10,1,66,0
"137",0,14,0,100,1
"137",0,14,0,77,1
"137",0,10,0,73,1
"137",1,10,1,100,1
"137",0,6,0,92,1
"137",1,6,0,73,0
"137",0,10,0,100,1
"137",1,10,1,77,1
"137",0,6,0,64,1
"138",1,14,0,33,0
"138",1,18,0,36,0
"138",0,22,0,62,1
"138",0,22,0,28,1
"138",1,18,1,77,1
"138",1,18,1,74,1
"138",1,14,1,66,1
"138",1,14,1,100,1
"138",1,10,0,28,0
"138",0,14,0,70,1
"138",1,14,1,76,1
"138",0,10,0,33,1
"138",0,10,0,25,1
"138",1,6,1,32,1
"138",1,6,0,73,0
"138",1,10,0,25,0
"138",0,14,0,66,1
"138",0,14,0,77,1
"138",0,10,0,40,1
"138",0,10,0,38,1
"138",1,6,1,38,1
"138",0,6,0,37,1
"138",0,2,0,34,1
"138",0,2,0,37,1
"138",1,2,0,39,0
"138",1,6,0,39,0
"138",1,10,1,71,1
"138",1,10,0,0,0
"138",0,14,0,52,1
"138",1,14,1,68,1
"138",1,10,0,21,0
"138",0,14,0,43,1
"138",1,14,1,80,1
"138",1,10,0,0,0
"138",0,14,0,43,1
"138",1,14,1,62,1
"138",0,10,0,0,1
"138",0,10,1,41,0
"138",1,14,1,71,1
"138",1,14,1,71,1
"138",0,10,0,60,1
"138",0,10,1,70,0
"138",1,14,1,67,1
"138",0,14,0,58,1
"138",1,10,1,73,1
"138",0,10,1,78,0
"138",1,14,1,72,1
"138",0,14,0,67,1
"138",1,10,1,35,1
"138",0,10,0,74,1
"138",1,6,0,37,0
"138",0,10,0,42,1
"138",0,10,1,22,0
"138",0,14,0,75,1
"138",1,14,1,66,1
"138",1,10,1,73,1
"138",1,10,1,63,1
"138",0,6,1,33,0
"138",1,10,1,37,1
"138",0,10,1,30,0
"138",1,14,1,20,1
"138",1,14,1,67,1
"138",1,10,1,31,1
"138",1,10,1,51,1
"138",0,6,1,0,0
"138",0,10,0,41,1
"138",0,10,1,0,0
"138",1,14,1,66,1
"138",0,14,0,56,1
"138",1,10,0,0,0
"138",0,14,0,63,1
"138",1,14,1,60,1
"138",1,10,1,60,1
"138",1,10,1,59,1
"138",1,6,1,53,1
"138",1,6,0,25,0
"138",1,10,1,68,1
"138",1,10,1,57,1
"138",0,6,0,49,1
"138",0,6,1,60,0
"139",0,12,0,100,1
"139",1,12,1,66,1
"139",1,8,1,56,1
"139",0,8,1,60,0
"139",1,12,1,40,1
"139",1,12,1,80,1
"139",0,8,0,71,1
"139",0,8,0,45,1
"139",1,4,1,56,1
"139",1,4,0,70,0
"139",1,8,0,40,0
"139",1,12,1,93,1
"139",1,12,1,60,1
"139",0,8,0,51,1
"139",1,8,1,88,1
"139",1,4,1,62,1
"139",0,4,1,57,0
"139",0,8,0,52,1
"139",0,8,1,0,0
"139",1,12,1,59,1
"139",1,12,1,100,1
"139",0,8,0,77,1
"139",0,8,0,71,1
"139",0,4,0,67,1
"139",0,4,0,59,1
"139",0,2,0,64,1
"139",1,2,1,44,1
"139",0,2,0,56,1
"139",0,2,0,77,1
"139",0,2,0,61,1
"139",0,2,1,72,0
"139",0,6,0,63,1
"139",1,6,0,39,0
"139",1,10,1,100,1
"139",0,10,0,100,1
"139",1,6,1,57,1
"139",0,6,0,60,1
"139",0,2,0,56,1
"139",0,2,0,0,1
"139",0,2,1,69,0
"139",1,6,1,0,1
"139",0,6,1,51,0
"139",0,10,0,75,1
"139",0,10,0,58,1
"139",0,6,0,63,1
"139",0,6,0,56,1
"139",0,2,1,66,0
"139",0,6,1,68,0
"139",1,10,1,65,1
"139",0,10,0,100,1
"139",0,6,0,74,1
"139",0,6,0,64,1
"139",1,2,0,72,0
"139",1,6,1,75,1
"139",0,6,1,74,0
"139",0,10,0,68,1
"139",0,10,0,72,1
"139",1,6,1,69,1
"139",0,6,1,75,0
"139",0,10,1,68,0
"139",0,14,1,64,0
"139",0,18,0,68,1
"139",1,18,1,71,1
"139",0,14,1,64,0
"139",1,18,0,68,0
"139",0,22,0,74,1
"139",1,22,1,68,1
"139",1,18,1,72,1
"139",1,18,1,67,1
"139",1,14,1,71,1
"139",1,14,1,65,1
"139",1,10,0,72,0
"139",0,14,0,70,1
"139",0,14,0,72,1
"139",0,10,0,72,1
"139",1,10,1,69,1
"139",0,6,0,72,1
"139",1,6,1,70,1
"139",0,2,0,75,1
"139",0,2,1,63,0
"140",0,8,1,72,0
"140",1,12,0,72,0
"140",1,16,1,93,1
"140",0,16,0,78,1
"140",1,12,1,84,1
"140",0,12,1,54,0
"140",0,16,0,80,1
"140",1,16,1,82,1
"140",1,12,1,73,1
"140",0,12,0,85,1
"140",1,8,1,81,1
"140",1,8,1,76,1
"140",0,4,0,47,1
"140",0,4,0,65,1
"140",0,2,0,77,1
"140",0,2,1,69,0
"140",1,6,1,73,1
"140",1,6,0,80,0
"140",0,10,1,74,0
"140",0,14,0,87,1
"140",1,14,1,56,1
"140",0,10,1,77,0
"140",0,14,0,50,1
"140",1,14,1,80,1
"140",1,10,1,76,1
"140",0,10,1,38,0
"140",1,14,1,61,1
"140",1,14,0,74,0
"140",1,18,0,51,0
"140",1,22,1,76,1
"140",1,22,1,66,1
"140",1,18,1,94,1
"140",0,18,0,92,1
"140",1,14,0,69,0
"140",1,18,1,92,1
"140",0,18,0,92,1
"140",0,14,0,71,1
"140",0,14,0,65,1
"140",0,10,0,90,1
"140",0,10,0,54,1
"140",0,6,0,50,1
"140",1,6,1,71,1
"140",1,2,1,62,1
"140",0,2,0,67,1
"140",0,2,0,73,1
"140",1,2,0,82,0
"140",1,6,0,69,0
"140",0,10,0,74,1
"140",0,10,1,97,0
"140",1,14,0,58,0
"140",1,18,1,61,1
"140",0,18,0,88,1
"140",0,14,0,71,1
"140",1,14,1,83,1
"140",0,10,0,74,1
"140",1,10,1,89,1
"140",0,6,0,88,1
"140",0,6,0,83,1
"140",1,2,1,73,1
"140",0,2,0,76,1
"140",1,2,0,63,0
"140",0,6,1,57,0
"140",0,10,1,92,0
"140",1,14,1,81,1
"140",0,14,1,79,0
"140",0,18,0,88,1
"140",0,18,0,94,1
"140",1,14,1,91,1
"140",1,14,0,83,0
"140",0,18,0,92,1
"140",0,18,0,56,1
"140",0,14,1,74,0
"140",1,18,1,91,1
"140",1,18,1,82,1
"140",0,14,0,61,1
"140",1,14,0,88,0
"140",0,18,0,89,1
"140",0,18,0,78,1
"140",1,14,1,87,1
"140",1,14,1,97,1
"141",0,8,0,46,1
"141",0,8,0,45,1
"141",1,4,1,44,1
"141",1,4,1,28,1
"141",1,2,0,47,0
"141",0,6,0,40,1
"141",0,6,0,36,1
"141",0,2,1,54,0
"141",1,6,1,47,1
"141",0,6,0,53,1
"141",1,2,1,54,1
"141",1,2,1,50,1
"141",0,2,0,43,1
"141",1,2,0,54,0
"141",0,6,0,47,1
"141",0,6,0,52,1
"141",1,2,1,37,1
"141",1,2,0,40,0
"141",0,6,0,57,1
"141",0,6,0,46,1
"141",1,2,0,53,0
"141",0,6,0,52,1
"141",1,6,1,42,1
"141",0,2,1,51,0
"141",1,6,0,45,0
"141",1,10,1,51,1
"141",0,10,0,40,1
"141",1,6,1,45,1
"141",0,6,0,60,1
"141",1,2,0,48,0
"141",0,6,0,56,1
"141",0,6,0,53,1
"141",0,2,0,41,1
"141",0,2,0,40,1
"141",1,2,1,52,1
"141",1,2,0,46,0
"141",1,6,1,47,1
"141",1,6,0,44,0
"141",0,10,1,49,0
"141",0,14,0,60,1
"141",0,14,0,51,1
"141",1,10,0,56,0
"141",0,14,0,41,1
"141",1,14,1,58,1
"141",0,10,1,52,0
"141",1,14,1,61,1
"141",0,14,0,55,1
"141",0,10,0,67,1
"141",1,10,1,51,1
"141",0,6,0,56,1
"141",0,6,0,54,1
"141",0,2,1,33,0
"141",0,6,0,38,1
"141",0,6,0,65,1
"141",1,2,0,37,0
"141",0,6,1,59,0
"141",0,10,0,64,1
"141",1,10,1,45,1
"141",1,6,1,61,1
"141",1,6,1,58,1
"141",1,2,0,50,0
"141",0,6,0,56,1
"141",1,6,1,60,1
"141",0,2,1,57,0
"141",1,6,1,54,1
"141",1,6,1,42,1
"141",1,2,1,38,1
"141",1,2,0,44,0
"141",1,6,0,39,0
"141",0,10,0,53,1
"141",1,10,1,47,1
"141",0,6,0,59,1
"141",0,6,0,47,1
"141",0,2,0,49,1
"141",1,2,1,53,1
"141",0,2,1,42,0
"141",0,6,0,51,1
"141",1,6,0,50,0
"141",0,10,0,63,1
"141",0,10,0,53,1
"142",0,10,1,54,0
"142",1,14,1,61,1
"142",0,14,1,39,0
"142",1,18,1,55,1
"142",1,18,1,72,1
"142",1,14,1,54,1
"142",0,14,0,75,1
"142",1,10,1,65,1
"142",0,10,0,61,1
"142",1,6,0,64,0
"142",0,10,0,46,1
"142",1,10,1,71,1
"142",0,6,0,47,1
"142",1,6,0,44,0
"142",0,10,0,68,1
"142",0,10,1,47,0
"142",1,14,0,49,0
"142",0,18,0,72,1
"142",0,18,0,50,1
"142",1,14,1,48,1
"142",1,14,1,77,1
"142",1,10,1,59,1
"142",1,10,1,62,1
"142",1,6,0,59,0
"142",0,10,0,56,1
"142",1,10,1,74,1
"142",1,6,1,79,1
"142",1,6,1,60,1
"142",0,2,1,63,0
"142",0,6,1,24,0
"142",0,10,1,65,0
"142",1,14,1,65,1
"142",0,14,0,53,1
"142",1,10,0,32,0
"142",1,14,1,64,1
"142",1,14,1,71,1
"142",0,10,0,69,1
"142",0,10,0,72,1
"142",0,6,0,60,1
"142",0,6,0,33,1
"142",1,2,1,66,1
"142",0,2,0,73,1
"142",0,2,1,45,0
"142",0,6,0,57,1
"142",0,6,0,62,1
"142",0,2,0,68,1
"142",1,2,1,21,1
"142",1,2,0,71,0
"142",0,6,0,55,1
"142",0,6,0,44,1
"142",1,2,1,71,1
"142",0,2,0,52,1
"142",0,2,0,53,1
"142",1,2,1,77,1
"142",1,2,0,72,0
"142",0,6,1,70,0
"142",0,10,0,47,1
"142",1,10,1,87,1
"142",0,6,0,67,1
"142",0,6,0,47,1
"142",0,2,1,72,0
"142",0,6,1,42,0
"142",0,10,0,86,1
"142",1,10,0,51,0
"142",1,14,1,60,1
"142",0,14,1,35,0
"142",1,18,1,52,1
"142",1,18,1,89,1
"142",1,14,1,66,1
"142",0,14,0,41,1
"142",1,10,1,81,1
"142",1,10,0,24,0
"142",1,14,1,82,1
"142",0,14,1,77,0
"142",0,18,1,67,0
"142",0,22,0,77,1
"142",0,22,1,45,0
"142",1,26,1,48,1
"142",0,26,0,88,1
"142",0,22,0,44,1
"143",0,2,1,69,0
"143",1,6,0,67,0
"143",0,10,0,81,1
"143",1,10,0,40,0
"143",1,14,1,44,1
"143",0,14,0,46,1
"143",1,10,1,59,1
"143",1,10,1,50,1
"143",1,6,1,75,1
"143",1,6,0,56,0
"143",0,10,0,41,1
"143",1,10,1,49,1
"143",1,6,0,50,0
"143",0,10,0,64,1
"143",1,10,1,58,1
"143",0,6,0,68,1
"143",1,6,0,21,0
"143",1,10,1,61,1
"143",1,10,1,46,1
"143",0,6,1,64,0
"143",1,10,0,65,0
"143",1,14,1,50,1
"143",0,14,0,66,1
"143",1,10,1,64,1
"143",0,10,0,48,1
"143",0,6,1,77,0
"143",0,10,0,64,1
"143",1,10,1,62,1
"143",1,6,0,59,0
"143",1,10,1,47,1
"143",1,10,1,34,1
"143",0,6,1,53,0
"143",1,10,0,51,0
"143",0,14,1,45,0
"143",1,18,1,58,1
"143",1,18,1,58,1
"143",1,14,1,53,1
"143",0,14,0,50,1
"143",1,10,1,64,1
"143",0,10,0,51,1
"143",0,6,0,64,1
"143",0,6,1,32,0
"143",0,10,1,37,0
"143",1,14,1,67,1
"143",1,14,1,67,1
"143",0,10,1,45,0
"143",0,14,0,61,1
"143",1,14,1,100,1
"143",0,10,0,50,1
"143",0,10,1,62,0
"143",1,14,1,66,1
"143",0,14,1,68,0
"143",0,18,0,48,1
"143",0,18,0,67,1
"143",0,14,0,100,1
"143",1,14,1,100,1
"143",0,10,0,100,1
"143",1,10,1,100,1
"143",0,6,0,100,1
"143",0,6,0,100,1
"143",1,2,0,100,0
"143",1,6,1,100,1
"143",0,6,1,100,0
"143",0,10,1,42,0
"143",1,14,1,100,1
"143",0,14,0,59,1
"143",0,10,0,77,1
"143",0,10,0,100,1
"143",0,6,0,71,1
"143",1,6,1,47,1
"143",1,2,0,64,0
"143",1,6,0,47,0
"143",1,10,0,0,0
"143",0,14,0,57,1
"143",1,14,1,64,1
"143",0,10,1,61,0
"143",0,14,0,43,1
"143",1,14,1,57,1
"143",1,10,1,62,1
"143",0,10,0,56,1
"144",1,10,1,91,1
"144",1,10,1,52,1
"144",1,6,1,53,1
"144",1,6,0,78,0
"144",0,10,0,83,1
"144",1,10,1,71,1
"144",0,6,0,100,1
"144",1,6,1,76,1
"144",0,2,1,85,0
"144",0,6,1,57,0
"144",1,10,1,89,1
"144",0,10,1,66,0
"144",0,14,0,82,1
"144",0,14,0,75,1
"144",0,10,0,70,1
"144",0,10,0,82,1
"144",0,6,0,83,1
"144",1,6,1,78,1
"144",0,2,0,77,1
"144",1,2,1,90,1
"144",0,2,1,34,0
"144",1,6,0,37,0
"144",0,10,0,91,1
"144",0,10,1,62,0
"144",0,14,0,64,1
"144",0,14,1,36,0
"144",1,18,1,94,1
"144",1,18,1,83,1
"144",1,14,1,73,1
"144",0,14,0,84,1
"144",0,10,0,38,1
"144",1,10,1,67,1
"144",0,6,0,43,1
"144",0,6,0,80,1
"144",1,2,1,72,1
"144",1,2,0,27,0
"144",1,6,1,61,1
"144",1,6,1,33,1
"144",1,2,1,30,1
"144",0,2,1,32,0
"144",1,6,1,85,1
"144",0,6,0,76,1
"144",1,2,0,83,0
"144",0,6,0,83,1
"144",1,6,1,90,1
"144",1,2,0,81,0
"144",1,6,1,85,1
"144",0,6,0,67,1
"144",1,2,1,31,1
"144",0,2,0,73,1
"144",0,2,1,76,0
"144",1,6,1,77,1
"144",0,6,0,56,1
"144",1,2,0,41,0
"144",0,6,0,67,1
"144",1,6,0,71,0
"144",1,10,1,36,1
"144",0,10,0,83,1
"144",1,6,0,73,0
"144",0,10,0,63,1
"144",0,10,0,72,1
"144",0,6,0,77,1
"144",1,6,1,82,1
"144",1,2,0,73,0
"144",1,6,1,67,1
"144",1,6,1,62,1
"144",0,2,1,54,0
"144",1,6,1,31,1
"144",0,6,1,62,0
"144",0,10,0,51,1
"144",1,10,1,68,1
"144",0,6,0,73,1
"144",0,6,1,64,0
"144",0,10,0,43,1
"144",1,10,1,74,1
"144",1,6,1,53,1
"144",0,6,0,67,1
"144",0,2,0,55,1
"144",1,2,1,40,1
"144",1,2,1,47,1
"145",1,16,1,81,1
"145",1,16,1,77,1
"145",1,12,1,69,1
"145",0,12,0,100,1
"145",1,8,0,66,0
"145",0,12,0,87,1
"145",1,12,0,80,0
"145",0,16,1,67,0
"145",0,20,0,84,1
"145",0,20,0,100,1
"145",0,16,0,79,1
"145",0,16,0,79,1
"145",0,12,0,84,1
"145",0,12,0,85,1
"145",0,8,1,83,0
"145",0,12,1,65,0
"145",1,16,1,89,1
"145",1,16,1,59,1
"145",0,12,1,70,0
"145",1,16,1,56,1
"145",1,16,1,64,1
"145",0,12,0,57,1
"145",0,12,0,81,1
"145",1,8,0,61,0
"145",0,12,1,90,0
"145",1,16,1,100,1
"145",1,16,1,78,1
"145",0,12,0,70,1
"145",0,12,0,44,1
"145",1,8,1,62,1
"145",0,8,0,60,1
"145",0,4,0,61,1
"145",0,4,1,65,0
"145",1,8,0,65,0
"145",0,12,0,61,1
"145",1,12,1,58,1
"145",0,8,0,81,1
"145",0,8,1,63,0
"145",1,12,0,64,0
"145",1,16,1,100,1
"145",0,16,0,72,1
"145",0,12,0,70,1
"145",1,12,1,68,1
"145",1,8,1,40,1
"145",1,8,1,64,1
"145",1,4,0,62,0
"145",1,8,1,73,1
"145",0,8,1,67,0
"145",0,12,0,59,1
"145",1,12,1,70,1
"145",1,8,0,72,0
"145",0,12,0,61,1
"145",1,12,1,41,1
"145",1,8,1,39,1
"145",0,8,0,59,1
"145",0,4,0,49,1
"145",1,4,1,62,1
"145",1,2,0,67,0
"145",0,6,1,61,0
"145",0,10,0,58,1
"145",1,10,0,60,0
"145",0,14,1,63,0
"145",1,18,1,61,1
"145",1,18,1,68,1
"145",0,14,0,100,1
"145",1,14,0,37,0
"145",1,18,1,64,1
"145",1,18,1,100,1
"145",1,14,1,100,1
"145",1,14,1,100,1
"145",0,10,1,40,0
"145",1,14,1,60,1
"145",0,14,0,100,1
"145",0,10,0,100,1
"145",0,10,0,42,1
"145",0,6,0,67,1
"145",0,6,0,62,1
"145",1,2,1,64,1
"145",0,2,0,78,1
"145",0,2,1,64,0
"146",1,16,1,69,1
"146",1,16,1,67,1
"146",1,12,1,66,1
"146",1,12,1,67,1
"146",0,8,1,66,0
"146",0,12,0,56,1
"146",1,12,0,50,0
"146",0,16,0,61,1
"146",1,16,1,49,1
"146",1,12,0,51,0
"146",1,16,1,54,1
"146",0,16,0,56,1
"146",1,12,0,53,0
"146",0,16,1,58,0
"146",1,20,1,60,1
"146",0,20,0,63,1
"146",0,16,0,47,1
"146",1,16,1,57,1
"146",1,12,1,55,1
"146",0,12,0,51,1
"146",0,8,0,54,1
"146",0,8,0,52,1
"146",1,4,1,59,1
"146",1,4,0,54,0
"146",0,8,1,53,0
"146",0,12,0,54,1
"146",1,12,1,56,1
"146",1,8,1,53,1
"146",0,8,0,63,1
"146",1,4,0,53,0
"146",1,8,0,49,0
"146",1,12,1,55,1
"146",0,12,1,55,0
"146",0,16,0,49,1
"146",0,16,0,60,1
"146",0,12,0,52,1
"146",1,12,1,53,1
"146",0,8,0,52,1
"146",1,8,1,58,1
"146",1,4,1,51,1
"146",0,4,0,56,1
"146",1,2,0,53,0
"146",1,6,1,56,1
"146",1,6,1,56,1
"146",1,2,0,54,0
"146",0,6,1,60,0
"146",0,10,1,50,0
"146",1,14,1,54,1
"146",1,14,0,57,0
"146",1,18,1,56,1
"146",0,18,0,59,1
"146",0,14,0,56,1
"146",0,14,0,58,1
"146",0,10,0,60,1
"146",1,10,1,55,1
"146",0,6,0,54,1
"146",1,6,1,49,1
"146",1,2,1,51,1
"146",0,2,1,54,0
"146",0,6,1,56,0
"146",0,10,0,50,1
"146",0,10,0,58,1
"146",0,6,0,61,1
"146",1,6,1,55,1
"146",0,2,0,54,1
"146",1,2,1,59,1
"146",0,2,0,50,1
"146",1,2,0,58,0
"146",1,6,0,57,0
"146",1,10,1,59,1
"146",1,10,1,57,1
"146",1,6,0,62,0
"146",0,10,0,56,1
"146",0,10,1,53,0
"146",0,14,0,54,1
"146",1,14,1,67,1
"146",1,10,1,58,1
"146",0,10,0,58,1
"146",1,6,0,56,0
"146",1,10,1,69,1
"147",1,18,1,100,1
"147",0,18,0,100,1
"147",1,14,1,100,1
"147",1,14,1,100,1
"147",1,10,0,46,0
"147",0,14,0,100,1
"147",0,14,0,100,1
"147",0,10,1,100,0
"147",0,14,0,100,1
"147",1,14,0,77,0
"147",1,18,0,25,0
"147",1,22,1,100,1
"147",1,22,1,100,1
"147",1,18,1,100,1
"147",1,18,1,100,1
"147",0,14,0,100,1
"147",1,14,1,67,1
"147",0,10,0,73,1
"147",0,10,1,86,0
"147",1,14,1,73,1
"147",0,14,0,72,1
"147",1,10,1,41,1
"147",0,10,0,41,1
"147",0,6,0,41,1
"147",0,6,0,76,1
"147",1,2,0,34,0
"147",0,6,1,54,0
"147",1,10,1,65,1
"147",1,10,1,90,1
"147",0,6,0,100,1
"147",0,6,1,30,0
"147",0,10,0,100,1
"147",0,10,0,67,1
"147",0,6,0,78,1
"147",0,6,1,40,0
"147",0,10,1,35,0
"147",1,14,0,36,0
"147",1,18,1,62,1
"147",0,18,0,97,1
"147",0,14,0,69,1
"147",0,14,0,56,1
"147",1,10,1,59,1
"147",0,10,1,55,0
"147",0,14,0,52,1
"147",1,14,1,54,1
"147",1,10,0,82,0
"147",0,14,0,94,1
"147",0,14,0,50,1
"147",0,10,0,62,1
"147",0,10,0,61,1
"147",0,6,0,50,1
"147",1,6,1,15,1
"147",0,2,0,28,1
"147",1,2,0,67,0
"147",0,6,0,51,1
"147",0,6,1,53,0
"147",1,10,1,66,1
"147",1,10,1,75,1
"147",1,6,1,66,1
"147",1,6,0,69,0
"147",1,10,1,49,1
"147",1,10,1,34,1
"147",0,6,1,73,0
"147",1,10,0,46,0
"147",1,14,1,100,1
"147",0,14,0,100,1
"147",1,10,1,100,1
"147",1,10,0,42,0
"147",1,14,1,100,1
"147",1,14,0,22,0
"147",1,18,0,55,0
"147",0,22,0,85,1
"147",0,22,0,76,1
"147",1,18,1,74,1
"147",0,18,0,74,1
"147",1,14,1,50,1
"147",1,14,1,42,1
"147",0,10,0,13,1
"147",0,10,1,36,0
"147",1,14,1,47,1
"148",0,12,0,73,1
"148",0,12,0,67,1
"148",1,8,1,72,1
"148",1,8,1,49,1
"148",1,4,1,72,1
"148",0,4,1,74,0
"148",1,8,1,66,1
"148",1,8,1,64,1
"148",0,4,1,42,0
"148",0,8,1,67,0
"148",0,12,0,72,1
"148",1,12,1,70,1
"148",0,8,0,60,1
"148",1,8,1,65,1
"148",0,4,1,50,0
"148",1,8,1,72,1
"148",1,8,0,69,0
"148",1,12,1,96,1
"148",1,12,1,51,1
"148",1,8,1,69,1
"148",0,8,1,48,0
"148",1,12,1,40,1
"148",0,12,0,63,1
"148",0,8,1,43,0
"148",1,12,0,32,0
"148",0,16,0,76,1
"148",1,16,1,71,1
"148",0,12,0,75,1
"148",0,12,0,52,1
"148",1,8,1,70,1
"148",1,8,0,52,0
"148",1,12,0,45,0
"148",0,16,0,100,1
"148",0,16,1,46,0
"148",1,20,1,77,1
"148",0,20,0,100,1
"148",1,16,1,63,1
"148",1,16,1,100,1
"148",1,12,0,36,0
"148",1,16,1,69,1
"148",0,16,1,56,0
"148",0,20,0,79,1
"148",1,20,1,91,1
"148",1,16,1,100,1
"148",0,16,0,75,1
"148",0,12,0,72,1
"148",0,12,0,65,1
"148",0,8,0,45,1
"148",1,8,1,75,1
"148",1,4,1,73,1
"148",0,4,0,63,1
"148",0,2,0,53,1
"148",1,2,0,47,0
"148",1,6,1,49,1
"148",1,6,1,47,1
"148",0,2,1,50,0
"148",1,6,1,59,1
"148",1,6,1,58,1
"148",0,2,1,47,0
"148",0,6,0,53,1
"148",0,6,0,63,1
"148",1,2,1,49,1
"148",0,2,0,52,1
"148",1,2,1,76,1
"148",1,2,0,68,0
"148",1,6,0,48,0
"148",1,10,1,74,1
"148",0,10,1,50,0
"148",1,14,1,47,1
"148",0,14,0,65,1
"148",0,10,0,64,1
"148",1,10,1,60,1
"148",1,6,0,44,0
"148",0,10,0,48,1
"148",0,10,0,44,1
"148",1,6,1,40,1
"148",0,6,0,50,1
"148",1,2,0,59,0
"148",1,6,0,60,0
"148",1,10,1,75,1
"149",1,12,1,67,1
"149",0,12,0,63,1
"149",0,8,0,61,1
"149",0,8,1,38,0
"149",0,12,1,35,0
"149",1,16,1,61,1
"149",1,16,0,47,0
"149",0,20,0,55,1
"149",1,20,1,60,1
"149",0,16,1,0,0
"149",0,20,0,42,1
"149",0,20,0,57,1
"149",0,16,0,42,1
"149",0,16,0,40,1
"149",0,12,1,45,0
"149",0,16,1,36,0
"149",0,20,0,47,1
"149",0,20,0,58,1
"149",1,16,1,45,1
"149",0,16,0,45,1
"149",0,12,0,43,1
"149",0,12,0,47,1
"149",0,8,0,47,1
"149",1,8,1,49,1
"149",1,4,1,53,1
"149",0,4,1,56,0
"149",0,8,0,46,1
"149",1,8,0,61,0
"149",1,12,0,45,0
"149",0,16,0,38,1
"149",0,16,1,0,0
"149",1,20,1,35,1
"149",1,20,1,59,1
"149",0,16,1,37,0
"149",1,20,1,59,1
"149",1,20,1,47,1
"149",0,16,0,60,1
"149",1,16,0,38,0
"149",0,20,0,47,1
"149",0,20,0,46,1
"149",0,16,0,41,1
"149",1,16,1,50,1
"149",0,12,0,63,1
"149",0,12,0,37,1
"149",0,8,0,57,1
"149",0,8,0,48,1
"149",0,4,0,39,1
"149",0,4,1,67,0
"149",1,8,1,65,1
"149",1,8,1,43,1
"149",0,4,0,43,1
"149",0,4,0,34,1
"149",1,2,1,45,1
"149",1,2,0,45,0
"149",0,6,1,55,0
"149",1,10,0,40,0
"149",1,14,1,50,1
"149",0,14,1,32,0
"149",0,18,0,57,1
"149",0,18,0,47,1
"149",1,14,1,57,1
"149",1,14,1,49,1
"149",1,10,0,52,0
"149",0,14,0,36,1
"149",0,14,0,40,1
"149",1,10,0,46,0
"149",0,14,0,35,1
"149",1,14,0,39,0
"149",0,18,0,58,1
"149",1,18,1,44,1
"149",1,14,1,45,1
"149",1,14,1,34,1
"149",0,10,0,46,1
"149",1,10,0,57,0
"149",0,14,0,70,1
"149",0,14,0,43,1
"149",1,10,0,54,0
"149",0,14,0,46,1
"149",0,14,0,63,1
"149",0,10,0,40,1
"150",1,2,1,96,1
"150",1,2,1,68,1
"150",1,2,1,62,1
"150",0,2,0,69,1
"150",1,2,1,82,1
"150",0,2,1,72,0
"150",1,6,1,77,1
"150",1,6,1,64,1
"150",1,2,0,70,0
"150",0,6,0,79,1
"150",1,6,0,70,0
"150",0,10,1,73,0
"150",0,14,0,76,1
"150",1,14,1,73,1
"150",1,10,1,72,1
"150",0,10,0,68,1
"150",0,6,1,69,0
"150",0,10,0,73,1
"150",0,10,0,73,1
"150",1,6,0,61,0
"150",0,10,1,75,0
"150",0,14,0,73,1
"150",1,14,1,69,1
"150",1,10,1,100,1
"150",1,10,1,95,1
"150",1,6,0,85,0
"150",0,10,0,69,1
"150",1,10,1,73,1
"150",1,6,0,75,0
"150",0,10,0,77,1
"150",0,10,0,68,1
"150",0,6,0,68,1
"150",0,6,1,54,0
"150",0,10,0,89,1
"150",1,10,0,72,0
"150",0,14,0,80,1
"150",1,14,1,72,1
"150",0,10,0,73,1
"150",0,10,0,75,1
"150",1,6,0,71,0
"150",1,10,1,78,1
"150",0,10,0,63,1
"150",0,6,0,70,1
"150",1,6,1,68,1
"150",0,2,1,65,0
"150",0,6,0,66,1
"150",0,6,0,68,1
"150",0,2,0,74,1
"150",1,2,1,54,1
"150",1,2,0,62,0
"150",1,6,1,61,1
"150",1,6,1,67,1
"150",0,2,0,66,1
"150",0,2,1,59,0
"150",0,6,1,57,0
"150",0,10,1,65,0
"150",1,14,1,65,1
"150",1,14,1,66,1
"150",1,10,1,72,1
"150",0,10,0,78,1
"150",0,6,0,62,1
"150",1,6,1,61,1
"150",1,2,0,59,0
"150",0,6,1,58,0
"150",0,10,0,76,1
"150",1,10,1,69,1
"150",0,6,0,71,1
"150",0,6,0,92,1
"150",0,2,0,69,1
"150",0,2,0,63,1
"150",0,2,0,74,1
"150",1,2,1,77,1
"150",0,2,1,72,0
"150",1,6,0,78,0
"150",1,10,1,75,1
"150",0,10,0,73,1
"150",0,6,0,70,1
"150",1,6,1,75,1
"150",0,2,0,65,1
"150",0,2,1,81,0
"151",0,8,1,56,0
"151",0,12,0,61,1
"151",1,12,1,60,1
"151",0,8,1,56,0
"151",0,12,0,69,1
"151",1,12,1,67,1
"151",0,8,0,58,1
"151",1,8,1,47,1
"151",1,4,1,61,1
"151",1,4,0,42,0
"151",1,8,1,69,1
"151",1,8,1,65,1
"151",1,4,0,43,0
"151",0,8,0,59,1
"151",0,8,0,80,1
"151",0,4,1,45,0
